name,num_ordered,window,num_repeated,order_code_description,price_description,min_price,max_price,mean_price,median_price,min_volume_charge,max_volume_charge,mean_volume_charge,median_volume_charge
LABTTM,76,1,24,TRANSPLANT THERAPY MONITORING,HC CD5,538,575,557.75,559,12912,13800,13386,13416
LABTTM,76,1,24,TRANSPLANT THERAPY MONITORING,"HC FLOW:T-CELLS,TOTAL COUNT",538,575,557.75,559,12912,13800,13386,13416
LABTTM,76,1,24,TRANSPLANT THERAPY MONITORING,HC FLOW:ABSLUTE CD4-CD8 CNTRATIO,538,575,557.75,559,12912,13800,13386,13416
LABTTM,76,1,24,TRANSPLANT THERAPY MONITORING,"HC FLOW:B CELLS, TOTAL COUNT",538,575,557.75,559,12912,13800,13386,13416
LABTTM,76,3,39,TRANSPLANT THERAPY MONITORING,HC CD5,538,575,557.75,559,20982,22425,21752.25,21801
LABTTM,76,3,39,TRANSPLANT THERAPY MONITORING,"HC FLOW:T-CELLS,TOTAL COUNT",538,575,557.75,559,20982,22425,21752.25,21801
LABTTM,76,3,39,TRANSPLANT THERAPY MONITORING,HC FLOW:ABSLUTE CD4-CD8 CNTRATIO,538,575,557.75,559,20982,22425,21752.25,21801
LABTTM,76,3,39,TRANSPLANT THERAPY MONITORING,"HC FLOW:B CELLS, TOTAL COUNT",538,575,557.75,559,20982,22425,21752.25,21801
LABTTM,76,7,40,TRANSPLANT THERAPY MONITORING,HC CD5,538,575,557.75,559,21520,23000,22310,22360
LABTTM,76,7,40,TRANSPLANT THERAPY MONITORING,"HC FLOW:T-CELLS,TOTAL COUNT",538,575,557.75,559,21520,23000,22310,22360
LABTTM,76,7,40,TRANSPLANT THERAPY MONITORING,HC FLOW:ABSLUTE CD4-CD8 CNTRATIO,538,575,557.75,559,21520,23000,22310,22360
LABTTM,76,7,40,TRANSPLANT THERAPY MONITORING,"HC FLOW:B CELLS, TOTAL COUNT",538,575,557.75,559,21520,23000,22310,22360
LABTYPSNI,20,1,1,TYPE AND SCREEN,HC ANTIB SCRN-3 CELL,325,325,325,325,325,325,325,325
LABTYPSNI,20,3,1,TYPE AND SCREEN,HC ANTIB SCRN-3 CELL,325,325,325,325,325,325,325,325
LABTYPSNI,20,7,1,TYPE AND SCREEN,HC ANTIB SCRN-3 CELL,325,325,325,325,325,325,325,325
LABUA,45959,1,2985,URINALYSIS WITH MICROSCOPIC,HC URINE ROUTINE-MICRO,196,196,196,196,585060,585060,585060,585060
LABUA,45959,3,5620,URINALYSIS WITH MICROSCOPIC,HC URINE ROUTINE-MICRO,196,196,196,196,1101520,1101520,1101520,1101520
LABUA,45959,7,7981,URINALYSIS WITH MICROSCOPIC,HC URINE ROUTINE-MICRO,196,196,196,196,1564276,1564276,1564276,1564276
LABUALB,211,1,19,"ALBUMIN, UR (RANDOM) W/CREAT","HC ALBUMIN, URINE/OTHER, QUANT",126,126,126,126,2394,2394,2394,2394
LABUALB,211,3,39,"ALBUMIN, UR (RANDOM) W/CREAT","HC ALBUMIN, URINE/OTHER, QUANT",126,126,126,126,4914,4914,4914,4914
LABUALB,211,7,45,"ALBUMIN, UR (RANDOM) W/CREAT","HC ALBUMIN, URINE/OTHER, QUANT",126,126,126,126,5670,5670,5670,5670
LABUAMY,96,1,5,"AMYLASE, UR (RANDOM) W/CREAT",HC AMYLASE URINE,395,395,395,395,1975,1975,1975,1975
LABUAMY,96,3,9,"AMYLASE, UR (RANDOM) W/CREAT",HC AMYLASE URINE,395,395,395,395,3555,3555,3555,3555
LABUAMY,96,7,10,"AMYLASE, UR (RANDOM) W/CREAT",HC AMYLASE URINE,395,395,395,395,3950,3950,3950,3950
LABUAPRN,27157,1,997,"URINALYSIS, SCR. FOR CULTURE",HC URINE ROUTINE-MICRO,196,196,196,196,195412,195412,195412,195412
LABUAPRN,27157,3,2780,"URINALYSIS, SCR. FOR CULTURE",HC URINE ROUTINE-MICRO,196,196,196,196,544880,544880,544880,544880
LABUAPRN,27157,7,5013,"URINALYSIS, SCR. FOR CULTURE",HC URINE ROUTINE-MICRO,196,196,196,196,982548,982548,982548,982548
LABUAS,3056,1,160,"UA, MACROSCOPIC ONLY",HC URINALYSIS AUTO,108,108,108,108,17280,17280,17280,17280
LABUAS,3056,3,240,"UA, MACROSCOPIC ONLY",HC URINALYSIS AUTO,108,108,108,108,25920,25920,25920,25920
LABUAS,3056,7,291,"UA, MACROSCOPIC ONLY",HC URINALYSIS AUTO,108,108,108,108,31428,31428,31428,31428
LABUB2MG,12,1,1,"BETA-2 MICROGLOBULIN, URINE",HC 6959 UB2MG BETA-2 MCRGLBN U,16,16,16,16,16,16,16,16
LABUB2MG,12,3,3,"BETA-2 MICROGLOBULIN, URINE",HC 6959 UB2MG BETA-2 MCRGLBN U,16,16,16,16,48,48,48,48
LABUB2MG,12,7,3,"BETA-2 MICROGLOBULIN, URINE",HC 6959 UB2MG BETA-2 MCRGLBN U,16,16,16,16,48,48,48,48
LABUBICAR,24,1,3,"BICARBONATE (HCO3), URINE",HC 6959 UBICAR BICARBONAT HCO3,9,9,9,9,27,27,27,27
LABUBICAR,24,3,4,"BICARBONATE (HCO3), URINE",HC 6959 UBICAR BICARBONAT HCO3,9,9,9,9,36,36,36,36
LABUBICAR,24,7,4,"BICARBONATE (HCO3), URINE",HC 6959 UBICAR BICARBONAT HCO3,9,9,9,9,36,36,36,36
LABUCAT,32,3,1,"CALCIUM, URINE (TIMED)",HC CALCIUM URINE TIMED,149,149,149,149,149,149,149,149
LABUCAT,32,7,1,"CALCIUM, URINE (TIMED)",HC CALCIUM URINE TIMED,149,149,149,149,149,149,149,149
LABUCL,70,1,2,"CHLORIDE, UR (RANDOM) W/CREAT","HC CHLORIDE, URINE",131,131,131,131,262,262,262,262
LABUCL,70,3,4,"CHLORIDE, UR (RANDOM) W/CREAT","HC CHLORIDE, URINE",131,131,131,131,524,524,524,524
LABUCL,70,7,4,"CHLORIDE, UR (RANDOM) W/CREAT","HC CHLORIDE, URINE",131,131,131,131,524,524,524,524
LABUCLT,8,3,1,"CHLORIDE, URINE (TIMED)","HC CHLORIDE, URINE",131,131,131,131,131,131,131,131
LABUCLT,8,7,1,"CHLORIDE, URINE (TIMED)","HC CHLORIDE, URINE",131,131,131,131,131,131,131,131
LABUCORT,19,3,2,"FREE CORTISOL, URINE (TIMED)",HC UCORT CORTISOL FREE UR,235,235,235,235,470,470,470,470
LABUCORT,19,7,2,"FREE CORTISOL, URINE (TIMED)",HC UCORT CORTISOL FREE UR,235,235,235,235,470,470,470,470
LABUCR,4553,1,221,"CREATININE, URINE (RANDOM)",HC CREATININE URINE,174,174,174,174,38454,38454,38454,38454
LABUCR,4553,3,388,"CREATININE, URINE (RANDOM)",HC CREATININE URINE,174,174,174,174,67512,67512,67512,67512
LABUCR,4553,7,503,"CREATININE, URINE (RANDOM)",HC CREATININE URINE,174,174,174,174,87522,87522,87522,87522
LABUCRT,571,1,7,"CREATININE, URINE (TIMED)",HC CREATININE URINE,174,174,174,174,1218,1218,1218,1218
LABUCRT,571,3,17,"CREATININE, URINE (TIMED)",HC CREATININE URINE,174,174,174,174,2958,2958,2958,2958
LABUCRT,571,7,34,"CREATININE, URINE (TIMED)",HC CREATININE URINE,174,174,174,174,5916,5916,5916,5916
LABUEOS,1462,1,252,"Eosinophils, Urine",HC URINE EOSINOPHIS,174,174,174,174,43848,43848,43848,43848
LABUEOS,1462,3,294,"Eosinophils, Urine",HC URINE EOSINOPHIS,174,174,174,174,51156,51156,51156,51156
LABUEOS,1462,7,314,"Eosinophils, Urine",HC URINE EOSINOPHIS,174,174,174,174,54636,54636,54636,54636
LABUEP,3419,1,209,"ELECTROLYTE PANEL, URINE",HC URINE LYTES PANEL SODIUM,134,134,134,134,28006,28006,28006,28006
LABUEP,3419,3,350,"ELECTROLYTE PANEL, URINE",HC URINE LYTES PANEL SODIUM,134,134,134,134,46900,46900,46900,46900
LABUEP,3419,7,429,"ELECTROLYTE PANEL, URINE",HC URINE LYTES PANEL SODIUM,134,134,134,134,57486,57486,57486,57486
LABUHEMO,64,1,5,"Hemosiderin, Urine",HC HEMOSIDERIN QUAL,145,145,145,145,725,725,725,725
LABUHEMO,64,3,10,"Hemosiderin, Urine",HC HEMOSIDERIN QUAL,145,145,145,145,1450,1450,1450,1450
LABUHEMO,64,7,11,"Hemosiderin, Urine",HC HEMOSIDERIN QUAL,145,145,145,145,1595,1595,1595,1595
LABUHGB,31,3,3,"HEMOGLOBIN, URINE",HC 6959 UHGB HEMOGLOBIN URINE,20,20,20,20,60,60,60,60
LABUHGB,31,7,3,"HEMOGLOBIN, URINE",HC 6959 UHGB HEMOGLOBIN URINE,20,20,20,20,60,60,60,60
LABUK,139,1,8,"POTASSIUM, UR(RANDOM)W/CREAT",HC POTASSIUM URINE,158,158,158,158,1264,1264,1264,1264
LABUK,139,3,11,"POTASSIUM, UR(RANDOM)W/CREAT",HC POTASSIUM URINE,158,158,158,158,1738,1738,1738,1738
LABUK,139,7,15,"POTASSIUM, UR(RANDOM)W/CREAT",HC POTASSIUM URINE,158,158,158,158,2370,2370,2370,2370
LABUKT,26,3,1,"POTASSIUM, URINE (TIMED)",HC POTASSIUM URINE,158,158,158,158,158,158,158,158
LABUKT,26,7,1,"POTASSIUM, URINE (TIMED)",HC POTASSIUM URINE,158,158,158,158,158,158,158,158
LABUMAG,9,3,2,"MAGNESIUM, UR (RANDOM) W/CREAT",HC URINE MAGNESIUM,280,280,280,280,560,560,560,560
LABUMAG,9,7,2,"MAGNESIUM, UR (RANDOM) W/CREAT",HC URINE MAGNESIUM,280,280,280,280,560,560,560,560
LABUMAGT,8,1,1,"MAGNESIUM, URINE (TIMED)",HC URINE MAGNESIUM,280,280,280,280,280,280,280,280
LABUMAGT,8,3,1,"MAGNESIUM, URINE (TIMED)",HC URINE MAGNESIUM,280,280,280,280,280,280,280,280
LABUMAGT,8,7,1,"MAGNESIUM, URINE (TIMED)",HC URINE MAGNESIUM,280,280,280,280,280,280,280,280
LABUMYOSC,72,1,8,"Myoglobin Screen, Urine",HC URINE MYOGLOBIN SCREEN,115,115,115,115,920,920,920,920
LABUMYOSC,72,3,10,"Myoglobin Screen, Urine",HC URINE MYOGLOBIN SCREEN,115,115,115,115,1150,1150,1150,1150
LABUMYOSC,72,7,10,"Myoglobin Screen, Urine",HC URINE MYOGLOBIN SCREEN,115,115,115,115,1150,1150,1150,1150
LABUNA,2683,1,139,"SODIUM, UR (RANDOM) W/CREAT",HC SODIUM URINE,134,134,134,134,18626,18626,18626,18626
LABUNA,2683,3,216,"SODIUM, UR (RANDOM) W/CREAT",HC SODIUM URINE,134,134,134,134,28944,28944,28944,28944
LABUNA,2683,7,273,"SODIUM, UR (RANDOM) W/CREAT",HC SODIUM URINE,134,134,134,134,36582,36582,36582,36582
LABUNAT,109,3,2,"SODIUM, URINE (TIMED)",HC SODIUM URINE,134,134,134,134,268,268,268,268
LABUNAT,109,7,3,"SODIUM, URINE (TIMED)",HC SODIUM URINE,134,134,134,134,402,402,402,402
LABUORG,15,1,3,"ORGANIC ACIDS, URINE",HC ORGANIC ACID SCR URI,195,195,195,195,585,585,585,585
LABUORG,15,3,3,"ORGANIC ACIDS, URINE",HC ORGANIC ACID SCR URI,195,195,195,195,585,585,585,585
LABUORG,15,7,4,"ORGANIC ACIDS, URINE",HC ORGANIC ACID SCR URI,195,195,195,195,780,780,780,780
LABUOROT,6,1,2,"OROTIC ACID, URINE",HC OROTIC ACID URINE QUANT,200,200,200,200,400,400,400,400
LABUOROT,6,3,2,"OROTIC ACID, URINE",HC OROTIC ACID URINE QUANT,200,200,200,200,400,400,400,400
LABUOROT,6,7,2,"OROTIC ACID, URINE",HC OROTIC ACID URINE QUANT,200,200,200,200,400,400,400,400
LABUOSM,5279,1,846,"Osmolality, Urine",HC OSMOLALITY URINE,255,255,255,255,215730,215730,215730,215730
LABUOSM,5279,3,1193,"Osmolality, Urine",HC OSMOLALITY URINE,255,255,255,255,304215,304215,304215,304215
LABUOSM,5279,7,1380,"Osmolality, Urine",HC OSMOLALITY URINE,255,255,255,255,351900,351900,351900,351900
LABUPBGQT,35,1,2,"PORPHOBILINOGEN, URINE QUANT",HC 6959 UPBGQT PBG UR QNT,41,41,41,41,82,82,82,82
LABUPBGQT,35,3,3,"PORPHOBILINOGEN, URINE QUANT",HC 6959 UPBGQT PBG UR QNT,41,41,41,41,123,123,123,123
LABUPBGQT,35,7,3,"PORPHOBILINOGEN, URINE QUANT",HC 6959 UPBGQT PBG UR QNT,41,41,41,41,123,123,123,123
LABUPHOS,29,1,1,"PHOSPHATE, UR (RANDOM) W/CREAT",HC PHOSPHORUS URINE,115,115,115,115,115,115,115,115
LABUPHOS,29,3,1,"PHOSPHATE, UR (RANDOM) W/CREAT",HC PHOSPHORUS URINE,115,115,115,115,115,115,115,115
LABUPHOS,29,7,3,"PHOSPHATE, UR (RANDOM) W/CREAT",HC PHOSPHORUS URINE,115,115,115,115,345,345,345,345
LABUPHOST,10,1,2,"PHOSPHATE, URINE (TIMED)",HC PHOSPHORUS URINE,115,115,115,115,230,230,230,230
LABUPHOST,10,3,2,"PHOSPHATE, URINE (TIMED)",HC PHOSPHORUS URINE,115,115,115,115,230,230,230,230
LABUPHOST,10,7,2,"PHOSPHATE, URINE (TIMED)",HC PHOSPHORUS URINE,115,115,115,115,230,230,230,230
LABUPIE,758,1,19,"URINE PROTEIN IMMUNOFIX ELECT, RANDOM",HC URINE PROTEIN IMMUNOFIX ELECT,376,376,376,376,7144,7144,7144,7144
LABUPIE,758,3,47,"URINE PROTEIN IMMUNOFIX ELECT, RANDOM",HC URINE PROTEIN IMMUNOFIX ELECT,376,376,376,376,17672,17672,17672,17672
LABUPIE,758,7,69,"URINE PROTEIN IMMUNOFIX ELECT, RANDOM",HC URINE PROTEIN IMMUNOFIX ELECT,376,376,376,376,25944,25944,25944,25944
LABUPIET,44,7,1,"URINE PROTEIN IMMUNOFIX ELECT, TIMED",HC URINE PROTEIN IMMUNOFIX ELECT,376,376,376,376,376,376,376,376
LABUPREG,2441,1,49,"Pregnancy Test, Urine",HC URINE PREGNANCY SCREEN,102,102,102,102,4998,4998,4998,4998
LABUPREG,2441,3,65,"Pregnancy Test, Urine",HC URINE PREGNANCY SCREEN,102,102,102,102,6630,6630,6630,6630
LABUPREG,2441,7,79,"Pregnancy Test, Urine",HC URINE PREGNANCY SCREEN,102,102,102,102,8058,8058,8058,8058
LABURAMY,8,1,1,"AMYLASE, UR (RANDOM) W/O CREAT",HC AMYLASE URINE,395,395,395,395,395,395,395,395
LABURAMY,8,3,1,"AMYLASE, UR (RANDOM) W/O CREAT",HC AMYLASE URINE,395,395,395,395,395,395,395,395
LABURAMY,8,7,1,"AMYLASE, UR (RANDOM) W/O CREAT",HC AMYLASE URINE,395,395,395,395,395,395,395,395
LABURCA,53,1,5,"CALCIUM, UR (RANDOM) W/O CREAT",HC CALCIUM URINE TIMED,149,149,149,149,745,745,745,745
LABURCA,53,3,8,"CALCIUM, UR (RANDOM) W/O CREAT",HC CALCIUM URINE TIMED,149,149,149,149,1192,1192,1192,1192
LABURCA,53,7,9,"CALCIUM, UR (RANDOM) W/O CREAT",HC CALCIUM URINE TIMED,149,149,149,149,1341,1341,1341,1341
LABURCL,319,1,16,"CHLORIDE,UR(RANDOM) W/O CREAT","HC CHLORIDE, URINE",131,131,131,131,2096,2096,2096,2096
LABURCL,319,3,24,"CHLORIDE,UR(RANDOM) W/O CREAT","HC CHLORIDE, URINE",131,131,131,131,3144,3144,3144,3144
LABURCL,319,7,26,"CHLORIDE,UR(RANDOM) W/O CREAT","HC CHLORIDE, URINE",131,131,131,131,3406,3406,3406,3406
LABURGL,30,1,1,"GLUCOSE, UR (RANDOM) W/O CREAT",HC GLUCOSE URINE,250,250,250,250,250,250,250,250
LABURGL,30,3,1,"GLUCOSE, UR (RANDOM) W/O CREAT",HC GLUCOSE URINE,250,250,250,250,250,250,250,250
LABURGL,30,7,1,"GLUCOSE, UR (RANDOM) W/O CREAT",HC GLUCOSE URINE,250,250,250,250,250,250,250,250
LABURIC,22347,1,14277,"Uric Acid, Ser/Plas",HC URIC ACID SERUM/PL,135,135,135,135,1927395,1927395,1927395,1927395
LABURIC,22347,3,19098,"Uric Acid, Ser/Plas",HC URIC ACID SERUM/PL,135,135,135,135,2578230,2578230,2578230,2578230
LABURIC,22347,7,19336,"Uric Acid, Ser/Plas",HC URIC ACID SERUM/PL,135,135,135,135,2610360,2610360,2610360,2610360
LABURK,562,1,58,"POTASSIUM, UR(RANDOM)W/O CREAT",HC POTASSIUM URINE,158,158,158,158,9164,9164,9164,9164
LABURK,562,3,80,"POTASSIUM, UR(RANDOM)W/O CREAT",HC POTASSIUM URINE,158,158,158,158,12640,12640,12640,12640
LABURK,562,7,86,"POTASSIUM, UR(RANDOM)W/O CREAT",HC POTASSIUM URINE,158,158,158,158,13588,13588,13588,13588
LABURMAG,13,1,1,"MAGNESIUM,UR(RANDOM) W/O CREAT",HC URINE MAGNESIUM,280,280,280,280,280,280,280,280
LABURMAG,13,3,1,"MAGNESIUM,UR(RANDOM) W/O CREAT",HC URINE MAGNESIUM,280,280,280,280,280,280,280,280
LABURMAG,13,7,1,"MAGNESIUM,UR(RANDOM) W/O CREAT",HC URINE MAGNESIUM,280,280,280,280,280,280,280,280
LABURNA,5863,1,510,"SODIUM, UR (RANDOM) W/O CREAT",HC SODIUM URINE,134,134,134,134,68340,68340,68340,68340
LABURNA,5863,3,793,"SODIUM, UR (RANDOM) W/O CREAT",HC SODIUM URINE,134,134,134,134,106262,106262,106262,106262
LABURNA,5863,7,960,"SODIUM, UR (RANDOM) W/O CREAT",HC SODIUM URINE,134,134,134,134,128640,128640,128640,128640
LABURNC,34444,1,2076,Urine Culture,HC URN CULT,317,317,317,317,658092,658092,658092,658092
LABURNC,34444,3,4472,Urine Culture,HC URN CULT,317,317,317,317,1417624,1417624,1417624,1417624
LABURNC,34444,7,7263,Urine Culture,HC URN CULT,317,317,317,317,2302371,2302371,2302371,2302371
LABURPHOS,88,1,7,"PHOSPHATE,UR(RANDOM) W/O CREAT",HC PHOSPHORUS URINE,115,115,115,115,805,805,805,805
LABURPHOS,88,3,12,"PHOSPHATE,UR(RANDOM) W/O CREAT",HC PHOSPHORUS URINE,115,115,115,115,1380,1380,1380,1380
LABURPHOS,88,7,12,"PHOSPHATE,UR(RANDOM) W/O CREAT",HC PHOSPHORUS URINE,115,115,115,115,1380,1380,1380,1380
LABURTP,437,1,33,"PROTEIN, UR (RANDOM) W/O CREAT",HC PROT TOTAL URINE,103,103,103,103,3399,3399,3399,3399
LABURTP,437,3,56,"PROTEIN, UR (RANDOM) W/O CREAT",HC PROT TOTAL URINE,103,103,103,103,5768,5768,5768,5768
LABURTP,437,7,61,"PROTEIN, UR (RANDOM) W/O CREAT",HC PROT TOTAL URINE,103,103,103,103,6283,6283,6283,6283
LABURUN,2089,1,90,"UREA, UR (RANDOM) W/O CREAT",HC UREA NITROGEN URINE,93,93,93,93,8370,8370,8370,8370
LABURUN,2089,3,149,"UREA, UR (RANDOM) W/O CREAT",HC UREA NITROGEN URINE,93,93,93,93,13857,13857,13857,13857
LABURUN,2089,7,191,"UREA, UR (RANDOM) W/O CREAT",HC UREA NITROGEN URINE,93,93,93,93,17763,17763,17763,17763
LABURURIC,39,1,2,"URIC ACID,UR(RANDOM) W/O CREAT",HC URIC ACID URINE,89,89,89,89,178,178,178,178
LABURURIC,39,3,2,"URIC ACID,UR(RANDOM) W/O CREAT",HC URIC ACID URINE,89,89,89,89,178,178,178,178
LABURURIC,39,7,2,"URIC ACID,UR(RANDOM) W/O CREAT",HC URIC ACID URINE,89,89,89,89,178,178,178,178
LABUSPG,6903,1,5773,Specific Gravity,HC SPECIFIC GRAVITY,115,115,115,115,663895,663895,663895,663895
LABUSPG,6903,3,5957,Specific Gravity,HC SPECIFIC GRAVITY,115,115,115,115,685055,685055,685055,685055
LABUSPG,6903,7,6000,Specific Gravity,HC SPECIFIC GRAVITY,115,115,115,115,690000,690000,690000,690000
LABUTHI,3,1,1,"THIOCYANATE, RANDOM URINE",HC 6959 UTHI THIOCYANATE URINE,34,34,34,34,34,34,34,34
LABUTHI,3,3,1,"THIOCYANATE, RANDOM URINE",HC 6959 UTHI THIOCYANATE URINE,34,34,34,34,34,34,34,34
LABUTHI,3,7,1,"THIOCYANATE, RANDOM URINE",HC 6959 UTHI THIOCYANATE URINE,34,34,34,34,34,34,34,34
LABUTP,345,1,1,"TOTAL PROTEIN, URINE (TIMED)",HC PROT TOTAL URINE,103,103,103,103,103,103,103,103
LABUTP,345,3,6,"TOTAL PROTEIN, URINE (TIMED)",HC PROT TOTAL URINE,103,103,103,103,618,618,618,618
LABUTP,345,7,22,"TOTAL PROTEIN, URINE (TIMED)",HC PROT TOTAL URINE,103,103,103,103,2266,2266,2266,2266
LABUTPRAN,1017,1,60,"PROTEIN, UR (RANDOM) W/CREAT",HC PROT TOTAL URINE,103,103,103,103,6180,6180,6180,6180
LABUTPRAN,1017,3,103,"PROTEIN, UR (RANDOM) W/CREAT",HC PROT TOTAL URINE,103,103,103,103,10609,10609,10609,10609
LABUTPRAN,1017,7,130,"PROTEIN, UR (RANDOM) W/CREAT",HC PROT TOTAL URINE,103,103,103,103,13390,13390,13390,13390
LABUUN,1123,1,50,"UREA, UR (RANDOM) W/CREAT",HC UREA NITROGEN URINE,93,93,93,93,4650,4650,4650,4650
LABUUN,1123,3,80,"UREA, UR (RANDOM) W/CREAT",HC UREA NITROGEN URINE,93,93,93,93,7440,7440,7440,7440
LABUUN,1123,7,102,"UREA, UR (RANDOM) W/CREAT",HC UREA NITROGEN URINE,93,93,93,93,9486,9486,9486,9486
LABUUNT,363,1,5,"UREA, URINE (TIMED)",HC UREA NITROGEN URINE,93,93,93,93,465,465,465,465
LABUUNT,363,3,10,"UREA, URINE (TIMED)",HC UREA NITROGEN URINE,93,93,93,93,930,930,930,930
LABUUNT,363,7,22,"UREA, URINE (TIMED)",HC UREA NITROGEN URINE,93,93,93,93,2046,2046,2046,2046
LABUURICT,7,1,1,"URIC ACID, URINE (TIMED)",HC URIC ACID URINE,89,89,89,89,89,89,89,89
LABUURICT,7,3,1,"URIC ACID, URINE (TIMED)",HC URIC ACID URINE,89,89,89,89,89,89,89,89
LABUURICT,7,7,1,"URIC ACID, URINE (TIMED)",HC URIC ACID URINE,89,89,89,89,89,89,89,89
LABUVH,22,7,1,"VMA & HVA, URINE",HC 6959 UVH HVA HMVNLLC ACD UR,21,26,23.5,23.5,21,26,23.5,23.5
LABUVH,22,7,1,"VMA & HVA, URINE",HC 6959 UVH VMA VNLYMDLC AC UR,21,26,23.5,23.5,21,26,23.5,23.5
LABVANPOL,108,1,7,"VANCOMYCIN, PEAK",HC VANCOMYCIN,263,263,263,263,1841,1841,1841,1841
LABVANPOL,108,3,13,"VANCOMYCIN, PEAK",HC VANCOMYCIN,263,263,263,263,3419,3419,3419,3419
LABVANPOL,108,7,13,"VANCOMYCIN, PEAK",HC VANCOMYCIN,263,263,263,263,3419,3419,3419,3419
LABVANPRL,32524,1,6790,"VANCOMYCIN, TROUGH",HC VANCOMYCIN,263,263,263,263,1785770,1785770,1785770,1785770
LABVANPRL,32524,3,17481,"VANCOMYCIN, TROUGH",HC VANCOMYCIN,263,263,263,263,4597503,4597503,4597503,4597503
LABVANPRL,32524,7,19915,"VANCOMYCIN, TROUGH",HC VANCOMYCIN,263,263,263,263,5237645,5237645,5237645,5237645
LABVANUNL,2634,1,696,"VANCOMYCIN, SINGLE DAILY DOSE",HC VANCOMYCIN,263,263,263,263,183048,183048,183048,183048
LABVANUNL,2634,3,1418,"VANCOMYCIN, SINGLE DAILY DOSE",HC VANCOMYCIN,263,263,263,263,372934,372934,372934,372934
LABVANUNL,2634,7,1491,"VANCOMYCIN, SINGLE DAILY DOSE",HC VANCOMYCIN,263,263,263,263,392133,392133,392133,392133
LABVBG,37486,1,25338,"BLOOD GASES, VENOUS",HC VENOUS BLOOD GASES,1161,1161,1161,1161,29417418,29417418,29417418,29417418
LABVBG,37486,3,27888,"BLOOD GASES, VENOUS",HC VENOUS BLOOD GASES,1161,1161,1161,1161,32377968,32377968,32377968,32377968
LABVBG,37486,7,28586,"BLOOD GASES, VENOUS",HC VENOUS BLOOD GASES,1161,1161,1161,1161,33188346,33188346,33188346,33188346
LABVCAIGG,85,3,1,EBV VCA IgG,HC VCAIGG EBV VCA IGG,343,343,343,343,343,343,343,343
LABVCAIGG,85,7,1,EBV VCA IgG,HC VCAIGG EBV VCA IGG,343,343,343,343,343,343,343,343
LABVCAIGM,91,1,1,EBV VCA IgM,HC VCAIGM EBV VCA IGM,343,343,343,343,343,343,343,343
LABVCAIGM,91,3,2,EBV VCA IgM,HC VCAIGM EBV VCA IGM,343,343,343,343,686,686,686,686
LABVCAIGM,91,7,2,EBV VCA IgM,HC VCAIGM EBV VCA IGM,343,343,343,343,686,686,686,686
LABVCUL,2171,1,216,VIRAL CULTURE,HC VIRUS ISOLATN CULTR,484,484,484,484,104544,104544,104544,104544
LABVCUL,2171,3,251,VIRAL CULTURE,HC VIRUS ISOLATN CULTR,484,484,484,484,121484,121484,121484,121484
LABVCUL,2171,7,325,VIRAL CULTURE,HC VIRUS ISOLATN CULTR,484,484,484,484,157300,157300,157300,157300
LABVCULF,61,1,1,"VIRAL CULTURE, FLUID",HC VCULF VRS ISL CLT OB ID FL,484,484,484,484,484,484,484,484
LABVCULF,61,3,1,"VIRAL CULTURE, FLUID",HC VCULF VRS ISL CLT OB ID FL,484,484,484,484,484,484,484,484
LABVCULF,61,7,3,"VIRAL CULTURE, FLUID",HC VCULF VRS ISL CLT OB ID FL,484,484,484,484,1452,1452,1452,1452
LABVCULO,10,1,1,"VIRAL CULTURE, OCULAR",HC VCULO VRS ISL CLT OB ID OC,484,484,484,484,484,484,484,484
LABVCULO,10,3,1,"VIRAL CULTURE, OCULAR",HC VCULO VRS ISL CLT OB ID OC,484,484,484,484,484,484,484,484
LABVCULO,10,7,1,"VIRAL CULTURE, OCULAR",HC VCULO VRS ISL CLT OB ID OC,484,484,484,484,484,484,484,484
LABVCULR,297,1,14,"VIRAL CULTURE, RESPIRATORY",HC VCULR VRS ISL CLT OBID RES,484,484,484,484,6776,6776,6776,6776
LABVCULR,297,3,17,"VIRAL CULTURE, RESPIRATORY",HC VCULR VRS ISL CLT OBID RES,484,484,484,484,8228,8228,8228,8228
LABVCULR,297,7,27,"VIRAL CULTURE, RESPIRATORY",HC VCULR VRS ISL CLT OBID RES,484,484,484,484,13068,13068,13068,13068
LABVCULS,51,3,1,"VIRAL CULTURE, STOOL/RECTAL",HC VCULS VRS ISL CLT OB ID SW,484,484,484,484,484,484,484,484
LABVCULS,51,7,1,"VIRAL CULTURE, STOOL/RECTAL",HC VCULS VRS ISL CLT OB ID SW,484,484,484,484,484,484,484,484
LABVCULT,230,1,47,"VIRAL CULTURE, TISSUE",HC VCULT VRS ISL CLT OB ID TS,484,484,484,484,22748,22748,22748,22748
LABVCULT,230,3,47,"VIRAL CULTURE, TISSUE",HC VCULT VRS ISL CLT OB ID TS,484,484,484,484,22748,22748,22748,22748
LABVCULT,230,7,57,"VIRAL CULTURE, TISSUE",HC VCULT VRS ISL CLT OB ID TS,484,484,484,484,27588,27588,27588,27588
LABVD25H,1131,1,50,"VITAMIN D, 25-HYDROXYVITAMIN",HC VIT D 25-HYDROXY,415,415,415,415,20750,20750,20750,20750
LABVD25H,1131,3,71,"VITAMIN D, 25-HYDROXYVITAMIN",HC VIT D 25-HYDROXY,415,415,415,415,29465,29465,29465,29465
