protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.004,1,229,3,0.011,13,1222,15,0.41,0.7098251819000587,0.71,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
ED QUICKLIST - ADULTS,0.005,1,194,1,0.01,15,1415,18,0.49,0.709920259257026,0.71,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
IP MED GENERAL ADMIT,0.005,1,194,8,0.01,15,1415,84,0.49,0.709920259257026,0.71,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC RIS MRI CONTRAST SMART SET,0.027,1,36,1,0.055,24,412,26,0.48,0.7101592565075263,0.71,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.045,3,63,13,0.033,11,326,38,1.41,0.7103136318467873,0.71,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP GU GENERAL ADMIT/POSTOP,0.005,1,218,4,0.009,16,1698,97,0.49,0.7111829016616336,0.711,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC ANE PACU,0.018,1,56,13,0.039,20,491,297,0.44,0.7113440764636337,0.711,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.013,1,76,2,0.031,16,497,39,0.41,0.7119722529441113,0.712,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.013,1,76,1,0.031,16,497,58,0.41,0.7119722529441113,0.712,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP GEN ORAL STEROID TAPERS,0.076,11,134,67,0.068,31,424,165,1.12,0.7120440706810305,0.712,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
IP GEN ORAL STEROID TAPERS,0.017,1,57,10,0.041,17,393,132,0.41,0.7121596219964981,0.712,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.019,1,52,12,0.037,22,568,425,0.5,0.7122946473007158,0.712,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
ED QUICKLIST - ADULTS,0.014,1,71,1,0.034,16,457,17,0.4,0.7126687307756443,0.713,1806,lo,HEART FAILURE AND SHOCK WITH MCC
IP ICU/CCU GENERAL ADMIT,0.019,1,52,7,0.041,24,566,149,0.45,0.7127057466339504,0.713,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.018,1,55,5,0.043,17,374,35,0.4,0.7128687646136058,0.713,2337,lo,OPEN EXTRACRANIAL VASCULAR PROCEDURES
ED QUICKLIST - ADULTS,0.178,41,189,64,0.191,236,999,387,0.92,0.7139305965194482,0.714,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP GEN VTE PROPHYLAXIS,0.083,8,88,10,0.1,62,557,73,0.82,0.7141015516080631,0.714,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.015,1,67,2,0.037,16,421,46,0.39,0.7141615205093785,0.714,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC RIS MRI CONTRAST SMART SET,0.022,1,44,1,0.054,20,353,24,0.4,0.7142293458805955,0.714,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.443,35,44,103,0.418,223,310,729,1.11,0.7148854921392056,0.715,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP CAR CARDIOLOGY POST PROCEDURE - OUTPATIENT,0.01,1,95,4,0.026,16,603,39,0.4,0.7151016353190143,0.715,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP ORT HIP FRACTURE ADMIT,0.068,10,136,247,0.063,50,750,1224,1.1,0.7152428422124366,0.715,2459,lo,HIP JOINT REPLACEMENT
SHC IP GEN BRONCHOSCOPY PRE/INTRA/POST,0.017,1,59,9,0.039,23,573,218,0.42,0.7154266073817956,0.715,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP SUR DAY OF SURGERY ORDERS,0.035,3,82,7,0.027,9,324,12,1.32,0.7158648703642685,0.716,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
PRE-ADMISSION/PRE-OP ORDERS,0.851,63,11,410,0.867,451,69,3015,0.88,0.716072310486809,0.716,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP SUBCUTANEOUS INSULIN,0.038,3,75,16,0.03,10,327,50,1.31,0.7176320535663688,0.718,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC IP PREOP ORDERS CV SURGERY,0.043,3,66,5,0.033,13,379,26,1.33,0.7183754515614733,0.718,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP SUBCUTANEOUS INSULIN,0.048,3,59,14,0.036,18,479,85,1.35,0.7188531541869203,0.719,6268,lo,MAJOR LARGE BOWEL PROCEDURES
IP CAR PERIPHERAL AMIODARONE IV,0.054,3,53,5,0.041,17,400,56,1.33,0.719580415025711,0.72,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
ED QUICKLIST - ADULTS,0.183,11,49,16,0.168,100,496,129,1.11,0.7200910590797389,0.72,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP CAR PERIPHERAL AMIODARONE IV,0.019,1,52,1,0.046,27,563,59,0.4,0.720558392593845,0.721,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.074,11,137,12,0.067,49,682,58,1.12,0.7219807963360902,0.722,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP CAR EPS/ABLATION POST PROCEDURE,0.025,3,115,17,0.02,10,484,154,1.26,0.7230358658743548,0.723,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP CTS ICU CARDIAC SURGERY POSTOP,0.968,90,3,2763,0.975,536,14,14888,0.78,0.7241536095246306,0.724,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP CAR PERIPHERAL AMIODARONE IV,0.051,3,56,6,0.04,17,404,36,1.27,0.7248901020918552,0.725,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC ANE PACU,0.462,42,49,549,0.486,173,183,2446,0.91,0.7249138177861557,0.725,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
RETIRED IP NSR CERVICAL AND LUMBAR FUSIONS,0.244,11,34,216,0.276,103,270,2017,0.85,0.7257687929511314,0.726,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.05,3,57,6,0.04,17,403,35,1.25,0.7275715729617931,0.728,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.042,9,207,9,0.05,54,1029,55,0.83,0.7296218613565559,0.73,1946,lo,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC IP REN HEMODIALYSIS,0.031,3,95,4,0.025,13,501,24,1.22,0.7302552134752329,0.73,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP TRS LIVER GENERAL ADMIT,0.014,3,216,14,0.011,19,1695,89,1.24,0.7312209868402204,0.731,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.075,3,37,8,0.063,23,345,77,1.22,0.7316550009505544,0.732,6164,hi,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.486,18,19,33,0.525,229,207,451,0.86,0.7325839862313265,0.733,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC RIS CT CONTRAST ORDER SET,0.13,10,67,10,0.155,83,452,105,0.81,0.7338969362189982,0.734,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP BMT ALLOGENEIC READMISSION,0.039,3,74,71,0.033,19,560,391,1.19,0.7350952884699072,0.735,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP SUR DAY OF SURGERY ORDERS,0.014,2,143,2,0.022,10,445,25,0.62,0.7398165985729859,0.74,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP GYN GENERAL ADMISSION,0.05,3,57,38,0.044,21,452,226,1.13,0.7439726603869212,0.744,6267,lo,MAJOR SMALL BOWEL PROCEDURES
SHC IP PAI EPIDURAL ANALGESIA,0.052,3,55,23,0.046,19,391,108,1.12,0.7450943450831837,0.745,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
IP CAR PERIPHERAL AMIODARONE IV,0.039,3,73,7,0.036,13,350,31,1.11,0.7463676768179425,0.746,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP MED GENERAL ADMIT,0.8,48,12,295,0.777,463,133,2790,1.15,0.7467133639262087,0.747,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP SUR GENERAL ADMIT/POSTOP,0.217,13,47,84,0.245,116,357,729,0.85,0.7493370702870001,0.749,6267,lo,MAJOR SMALL BOWEL PROCEDURES
ED QUICKLIST - ADULTS,0.028,2,70,2,0.043,16,353,22,0.63,0.7497603829160155,0.75,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP ICU SUR/TRAUMA  ADMIT,0.064,3,44,11,0.059,23,369,199,1.09,0.7503238717752793,0.75,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
IP TRS LIVER GENERAL ADMIT,0.022,2,91,5,0.038,14,353,59,0.55,0.7503946982195668,0.75,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.026,2,76,7,0.038,16,400,34,0.66,0.7513345955376629,0.751,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.044,3,65,12,0.041,18,419,111,1.07,0.7536615817758284,0.754,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP GEN VTE PROPHYLAXIS,0.034,4,114,4,0.026,13,481,14,1.3,0.7539142417423634,0.754,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP GEN VTE PROPHYLAXIS,0.043,2,45,3,0.064,25,367,32,0.65,0.7551602132421025,0.755,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
IP GEN ALBUMIN,0.712,42,17,77,0.732,308,113,706,0.91,0.7555804065304372,0.756,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP GYN/GYN-ONC OPEN ABDOMINAL SURGERY POSTOP,0.027,2,72,31,0.04,21,499,282,0.66,0.7558052816887552,0.756,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP SUR DAY OF SURGERY ORDERS,0.021,2,94,4,0.034,21,598,41,0.61,0.756387831730835,0.756,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP ORT TRAUMA,0.082,12,134,267,0.095,76,724,1913,0.85,0.7567540429926359,0.757,2459,lo,HIP JOINT REPLACEMENT
IP GEN VTE PROPHYLAXIS,0.028,2,70,2,0.047,22,451,27,0.59,0.756795593643746,0.757,1806,lo,HEART FAILURE AND SHOCK WITH MCC
IP CAR CONGESTIVE HEART FAILURE,0.051,4,74,21,0.041,17,399,103,1.27,0.757966653231173,0.758,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP SUBCUTANEOUS INSULIN,0.025,2,77,7,0.043,23,510,105,0.58,0.7589332506490511,0.759,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP GEN TUBE FEEDING,0.033,2,58,2,0.052,31,565,73,0.63,0.7590089158491595,0.759,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP GEN VTE PROPHYLAXIS,0.054,2,35,2,0.089,39,397,49,0.58,0.7592141517368494,0.759,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP GEN ARGATROBAN IV INFUSION,0.038,2,51,5,0.061,36,554,63,0.6,0.7604765169451466,0.76,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP ICU END OF LIFE CARE,0.052,12,218,50,0.061,75,1160,449,0.85,0.7610085814987413,0.761,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP SUBCUTANEOUS INSULIN,0.049,4,77,16,0.041,16,371,85,1.2,0.7621753639976645,0.762,2352,lo,SEIZURE
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.014,4,272,8,0.012,16,1333,28,1.23,0.7628335627583906,0.763,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP SUR GENERAL ADMIT/POSTOP,0.085,4,43,20,0.074,29,363,183,1.16,0.769099140078321,0.769,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.07,4,53,15,0.063,22,329,70,1.13,0.7721050807213419,0.772,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC RIS MRI CONTRAST SMART SET,0.07,4,53,4,0.063,22,329,27,1.13,0.7721050807213419,0.772,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.047,4,82,25,0.042,20,453,80,1.1,0.7758998674029155,0.776,6268,hi,MAJOR LARGE BOWEL PROCEDURES
IP SUR DAY OF SURGERY ORDERS,0.029,3,99,14,0.039,17,414,63,0.74,0.778544373586458,0.779,6267,hi,MAJOR SMALL BOWEL PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.051,4,75,16,0.047,25,508,101,1.08,0.7803930101581303,0.78,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP RAD INTERVENTIONAL RADIOLOGY POSTOP (INPATIENT),0.013,4,297,25,0.012,20,1612,114,1.09,0.7805821052147139,0.781,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
RETIRED IP SUR GENERAL POSTOP,0.029,3,99,21,0.044,19,412,106,0.66,0.781290131488878,0.781,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP ICU PAIN MANAGEMENT,0.043,3,66,12,0.059,23,369,89,0.73,0.7817612126414459,0.782,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.043,3,66,6,0.059,23,369,50,0.73,0.7817612126414459,0.782,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
RETIRED IP SUR GENERAL POSTOP,0.031,3,93,11,0.042,21,477,117,0.73,0.7820808676923516,0.782,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP CAR PERIPHERAL AMIODARONE IV,0.032,3,90,5,0.045,25,525,55,0.7,0.7844763027926889,0.784,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
ED QUICKLIST - ADULTS,0.196,43,176,65,0.19,325,1389,551,1.04,0.7846311142933124,0.785,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.021,3,143,16,0.029,23,777,58,0.71,0.7847757973002751,0.785,2459,lo,HIP JOINT REPLACEMENT
IP CAR CIED PRE-PROCEDURE,0.031,3,93,3,0.044,27,592,39,0.71,0.7857487159176513,0.786,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.048,3,59,21,0.064,32,465,114,0.74,0.785943410479342,0.786,6268,lo,MAJOR LARGE BOWEL PROCEDURES
SHC IP ANE PERIPHERAL NERVE CATHETER/REGIONAL ANALGESIA,0.706,132,55,615,0.692,450,200,2198,1.07,0.7869242726705161,0.787,2460,lo,KNEE JOINT REPLACEMENT
IP MED GENERAL ADMIT,0.076,5,61,15,0.065,22,315,113,1.17,0.7872908516153949,0.787,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.128,5,34,105,0.109,42,344,874,1.2,0.7874513498428317,0.787,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP GEN IV STEROID TAPERS,0.064,5,73,30,0.056,19,318,76,1.15,0.7886517643605546,0.789,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC ANE PACU,0.045,5,105,76,0.039,26,641,243,1.17,0.7912889611843399,0.791,2412,hi,HEART FAILURE
SHC IP ICU END OF LIFE CARE,0.015,3,192,13,0.022,32,1398,240,0.68,0.7914724461541072,0.791,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP CAR ELECTROPHYSIOLOGY ADMIT,0.042,5,113,10,0.038,19,475,60,1.11,0.7943000385190769,0.794,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC ANE PACU,0.085,5,54,60,0.078,33,388,353,1.09,0.7988553678564991,0.799,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
ED QUICKLIST - ADULTS,0.059,4,64,7,0.075,25,307,34,0.77,0.7999025474800014,0.8,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP CAR PERIPHERAL AMIODARONE IV,0.052,5,91,10,0.048,30,589,85,1.08,0.8014245346869604,0.801,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP MED GENERAL ADMIT,0.022,4,181,26,0.029,22,739,195,0.74,0.8023855256321892,0.802,2459,hi,HIP JOINT REPLACEMENT
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.108,4,33,14,0.133,58,378,212,0.79,0.8039169410075921,0.804,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP GEN VTE PROPHYLAXIS,0.067,4,56,5,0.086,36,384,39,0.76,0.8041599270091069,0.804,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP GEN VTE PROPHYLAXIS,0.068,4,55,4,0.086,36,385,40,0.78,0.8042022068176107,0.804,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.054,4,70,16,0.067,35,485,186,0.79,0.8059737621454113,0.806,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.708,68,28,120,0.724,448,171,859,0.93,0.8067081107310758,0.807,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP MED GENERAL ADMIT,0.102,6,53,35,0.09,33,333,234,1.14,0.8075472258933396,0.808,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC ANE PACU,0.075,4,49,38,0.098,58,532,671,0.75,0.8080157370129544,0.808,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP SUBCUTANEOUS INSULIN,0.042,4,92,17,0.057,35,584,189,0.73,0.8082793031162606,0.808,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.049,6,117,25,0.044,21,456,93,1.11,0.8083672584362575,0.808,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP ANE PERIPHERAL NERVE CATHETER/REGIONAL ANALGESIA,0.068,6,82,26,0.062,26,391,108,1.1,0.8108919765771487,0.811,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP SUBCUTANEOUS INSULIN,0.061,6,92,39,0.058,30,484,179,1.05,0.8183117438253824,0.818,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.051,5,93,31,0.064,33,481,140,0.78,0.8195525705228244,0.82,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP CAR CARDIOLOGY POST PROCEDURE - OUTPATIENT,0.09,7,71,27,0.079,33,383,127,1.14,0.8205377505236962,0.821,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
RETIRED IP ORT SPINE ADMIT/POSTOP,0.203,30,118,690,0.194,142,589,3213,1.05,0.8205533600170862,0.821,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.038,7,175,28,0.037,24,631,101,1.05,0.8279421136322578,0.828,2460,hi,KNEE JOINT REPLACEMENT
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.143,6,36,26,0.164,74,378,342,0.85,0.829897443385098,0.83,8873,lo,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP GEN VTE PROPHYLAXIS,0.087,6,63,6,0.107,42,350,51,0.79,0.8304808281340247,0.83,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP PSY PSYCHIATRY ADMIT,0.9,63,7,297,0.904,563,60,2957,0.96,0.8333492537576446,0.833,2259,lo,PSYCHOSES
IP GEN VTE PROPHYLAXIS,0.096,8,75,8,0.087,42,443,51,1.13,0.833486756815331,0.833,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.333,40,80,95,0.346,206,389,461,0.94,0.8335834348708475,0.834,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.101,7,62,20,0.115,45,347,114,0.87,0.8393734440036666,0.839,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.158,9,48,44,0.145,51,300,311,1.1,0.8401847184663869,0.84,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.103,7,61,16,0.121,86,623,347,0.83,0.8448149277494788,0.845,2412,lo,HEART FAILURE
PRE-ADMISSION/PRE-OP ORDERS,0.855,53,9,382,0.863,429,68,2928,0.93,0.8454890924096039,0.845,6268,lo,MAJOR LARGE BOWEL PROCEDURES
SHC RIS CT CONTRAST ORDER SET,0.308,12,27,16,0.285,110,276,205,1.12,0.8527664363906389,0.853,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.127,10,69,57,0.122,65,468,284,1.04,0.8554183915377566,0.855,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
ED QUICKLIST - ADULTS,0.183,44,197,66,0.19,233,991,385,0.95,0.8572045144832618,0.857,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN COVID-19 EVALUATION/MANAGEMENT (NON-ICU),0.039,9,221,22,0.045,56,1179,171,0.86,0.8613130210292623,0.861,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.089,11,112,85,0.101,48,429,333,0.88,0.8652267340733456,0.865,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP ORT HIP FRACTURE ADMIT,0.065,12,173,313,0.063,48,713,1158,1.03,0.8679107359786511,0.868,2459,hi,HIP JOINT REPLACEMENT
SHC IP NSR/ORT SPINE ERAS,0.378,17,28,311,0.402,150,223,2908,0.9,0.8722525266284844,0.872,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.34,18,35,74,0.324,191,399,855,1.07,0.8784658736857909,0.878,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP INSULIN TRANSITION OFF IV INFUSION,0.717,43,17,200,0.7,294,126,1489,1.08,0.8805386905618036,0.881,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
PRE-ADMISSION/PRE-OP ORDERS,0.878,108,15,445,0.87,415,62,1569,1.08,0.88081194451663,0.881,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
