protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
RETIRED IP MED ALCOHOL WITHDRAWAL PROPHYLAXIS PROTOCOL,0.022,1,44,2,0.019,7,366,28,1.19,0.6012455478263175,0.601,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.063,3,45,10,0.102,36,316,223,0.59,0.6022828899272705,0.602,2579,lo,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP PREOP ORDERS CV SURGERY,0.017,1,58,3,0.014,6,415,41,1.19,0.6031766283412616,0.603,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP SUBCUTANEOUS INSULIN,0.051,6,112,32,0.038,19,475,110,1.34,0.6031929800392304,0.603,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC ANE PACU,1.0,74,0,679,0.985,512,8,5285,,0.6046336521251721,0.605,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP ORT HIP FRACTURE ADMIT,0.024,6,242,155,0.018,19,1032,491,1.35,0.6054697292453498,0.605,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.048,3,59,14,0.072,36,461,130,0.65,0.6058100251174043,0.606,6268,lo,MAJOR LARGE BOWEL PROCEDURES
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.241,14,44,15,0.207,85,325,111,1.22,0.6061916254551174,0.606,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.021,3,143,13,0.034,27,773,144,0.6,0.6064676558990423,0.606,2459,lo,HIP JOINT REPLACEMENT
SHC IP ICU END OF LIFE CARE,0.083,6,66,43,0.065,24,345,164,1.31,0.6077374854691491,0.608,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.147,19,110,149,0.168,126,624,949,0.86,0.6095127327401979,0.61,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,1.0,60,0,811,0.979,411,9,3106,,0.6101871420255605,0.61,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP CTS CARDIAC SURGERY TRANSFER,0.913,63,6,1863,0.931,365,27,11224,0.78,0.6116647129087377,0.612,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP BMT AUTOLOGOUS READMISSION ORDERS,0.162,11,57,188,0.196,65,267,1082,0.79,0.6120559878025773,0.612,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP MED GENERAL ADMIT,0.833,50,10,731,0.795,474,122,7232,1.29,0.6123701816559399,0.612,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.067,6,84,23,0.051,31,572,143,1.32,0.6126068677150637,0.613,2259,hi,PSYCHOSES
RETIRED ED ADMIT,0.246,14,43,17,0.215,110,401,137,1.19,0.612916464453905,0.613,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
RETIRED IP ORT SPINE ADMIT/POSTOP,0.133,6,39,125,0.107,40,333,815,1.28,0.6131479196631651,0.613,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.765,75,23,280,0.735,378,136,1065,1.17,0.6155749630837952,0.616,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
ED QUICKLIST - ADULTS,0.011,2,180,17,0.006,4,651,30,1.81,0.6160887285257333,0.616,2460,hi,KNEE JOINT REPLACEMENT
RETIRED IP MED ALCOHOL WITHDRAWAL PROPHYLAXIS PROTOCOL,0.011,2,180,9,0.006,4,651,14,1.81,0.6160887285257333,0.616,2460,hi,KNEE JOINT REPLACEMENT
IP NEU ICU STROKE ISCHEMIC/INTRACEREBRAL HEMORRHAGE ADMIT,0.015,3,192,159,0.026,37,1393,1953,0.59,0.6191721560014452,0.619,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC ED RAD QUICKLIST,0.026,2,76,2,0.015,5,332,6,1.75,0.6204310137985607,0.62,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC IP NSR/ORT SPINE ERAS,0.424,36,49,1098,0.393,131,202,3835,1.13,0.6216495996735347,0.622,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP GEN VTE PROPHYLAXIS,0.021,2,94,3,0.012,6,492,9,1.74,0.6216970410392815,0.622,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP SUR WHIPPLE/TOTAL PANCREATECTOMY POSTOP,0.021,2,94,66,0.012,6,492,172,1.74,0.6216970410392815,0.622,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP POST PROCEDURE ORDERS PARACENTESIS,0.026,6,224,45,0.021,26,1209,160,1.25,0.6227263609341265,0.623,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC CARDIAC EVENT MONITORS,0.02,2,100,6,0.012,5,426,11,1.7,0.6237530127510117,0.624,6267,hi,MAJOR SMALL BOWEL PROCEDURES
RETIRED ED ADMIT,0.156,14,76,14,0.136,82,521,83,1.17,0.6239618118524732,0.624,2259,hi,PSYCHOSES
SVC IP ANE ANESTHESIA PREOP,0.008,2,246,11,0.005,5,1046,21,1.7,0.6244000876876052,0.624,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC ED ADULT CONSULT QUICKLIST,0.209,23,87,29,0.237,158,509,206,0.85,0.6262984902391192,0.626,2412,hi,HEART FAILURE
"RETIRED NURSING TRIAGE  GASTROINTESTINAL BLEEDING, SYMPTOMS OF PROTOCOL",0.043,4,89,60,0.065,24,343,341,0.64,0.6265844532326972,0.627,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP MED ALCOHOL WITHDRAWAL PROPHYLAXIS PROTOCOL,0.017,2,118,15,0.01,6,589,19,1.66,0.6275014283680499,0.628,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.025,2,77,4,0.015,6,383,12,1.66,0.6276563711986362,0.628,2352,hi,SEIZURE
RETIRED IP MED ALCOHOL WITHDRAWAL TREATMENT PROTOCOL,0.025,2,77,9,0.015,6,383,32,1.66,0.6276563711986362,0.628,2352,hi,SEIZURE
ED TRAUMA 97 ADULT,0.025,2,77,22,0.015,6,383,71,1.66,0.6276563711986362,0.628,2352,hi,SEIZURE
SHC IP SUR GENERAL ADMIT/POSTOP,0.011,2,183,17,0.007,5,756,74,1.65,0.6281038672819254,0.628,2459,hi,HIP JOINT REPLACEMENT
IP ORT TRAUMA,0.036,2,54,60,0.022,9,403,197,1.66,0.6289183455613394,0.629,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.049,4,77,124,0.072,28,359,632,0.67,0.6290356732048659,0.629,2352,lo,SEIZURE
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.063,4,59,19,0.091,32,320,177,0.68,0.6292450989282367,0.629,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP BMT AUTOLOGOUS READMISSION ORDERS,0.07,4,53,48,0.1,35,316,559,0.68,0.6299131587861926,0.63,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC IP SUBCUTANEOUS INSULIN,0.065,6,87,43,0.055,30,520,174,1.2,0.6304834443968139,0.63,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP SUR DAY OF SURGERY ORDERS,0.032,2,61,9,0.02,7,345,20,1.62,0.6313358069289599,0.631,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP MED ALCOHOL WITHDRAWAL,0.01,2,193,10,0.006,9,1421,52,1.64,0.6315024213224081,0.632,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
RETIRED IP MED ALCOHOL WITHDRAWAL TREATMENT PROTOCOL,0.025,2,79,16,0.016,6,381,25,1.61,0.6318635108153611,0.632,2352,lo,SEIZURE
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.115,11,85,33,0.141,87,532,420,0.79,0.631973357720698,0.632,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP SUBCUTANEOUS INSULIN,0.056,4,68,16,0.084,31,338,194,0.64,0.6324012454454839,0.632,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
"IP LAB SPECIMEN TESTING, PLEURAL FLUID",0.024,2,81,18,0.015,7,455,45,1.6,0.6324968484238491,0.632,1806,hi,HEART FAILURE AND SHOCK WITH MCC
ED QUICKLIST - ADULTS,0.042,4,92,27,0.058,29,469,173,0.7,0.6329336984218593,0.633,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP MED GENERAL ADMIT,0.731,160,59,2325,0.714,1224,490,18485,1.09,0.6339708084742519,0.634,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CTS CARDIAC SURGERY TRANSFER,0.938,90,6,2724,0.947,586,33,18332,0.84,0.6341230800153481,0.634,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP GYN/GYN-ONC OPEN ABDOMINAL SURGERY POSTOP,0.023,2,84,20,0.015,7,466,158,1.59,0.6342453898868589,0.634,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP ICU END OF LIFE CARE,0.022,2,89,14,0.014,5,351,33,1.58,0.6345772490247579,0.635,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP/ED GEN HYPERKALEMIA THERAPY,0.033,2,58,6,0.021,9,411,42,1.57,0.635559520997121,0.636,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP ICU LUMBAR DRAIN FOR CSF DIVERSION,0.033,2,58,29,0.021,9,411,119,1.57,0.635559520997121,0.636,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
IP CTS CARDIAC SURGERY TRANSFER,0.915,75,7,2451,0.931,353,26,10636,0.79,0.6358484082074611,0.636,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP SUR GENERAL ADMIT/POSTOP,0.217,13,47,182,0.249,118,355,1719,0.83,0.6361958531113463,0.636,6267,lo,MAJOR SMALL BOWEL PROCEDURES
SHC IP GENERAL DISCHARGE ORDER SET,0.984,121,2,947,0.99,472,5,3596,0.64,0.6364197235342208,0.636,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
ED QUICKLIST - ADULTS,0.149,7,40,62,0.12,47,345,272,1.28,0.6368417031407383,0.637,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
"IP LAB SPECIMEN TESTING, PLEURAL FLUID",0.024,2,80,10,0.016,6,373,31,1.55,0.6368462499530831,0.637,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
RETIRED ED ADMIT,0.024,2,80,3,0.016,6,373,9,1.55,0.6368462499530831,0.637,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP CAR CONGESTIVE HEART FAILURE,0.009,2,217,25,0.006,10,1704,209,1.57,0.6370426546808354,0.637,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP GEN VTE PROPHYLAXIS,0.051,2,37,2,0.034,13,373,16,1.55,0.6381891956846094,0.638,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP LAB COAGULATION TESTING,0.026,2,76,15,0.017,7,409,15,1.54,0.638619528523009,0.639,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC ED NURSING TRIAGE NEUROLOGICAL PROTOCOL,0.009,2,228,20,0.006,7,1228,94,1.54,0.6389279915583861,0.639,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP RESP INHALED MEDICATION NEBULIZER/MDI,0.018,2,108,3,0.012,8,659,15,1.53,0.6402258632331393,0.64,2412,hi,HEART FAILURE
IP LAB COAGULATION TESTING,0.018,2,108,4,0.012,8,659,15,1.53,0.6402258632331393,0.64,2412,hi,HEART FAILURE
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.125,7,49,11,0.102,40,351,84,1.25,0.6402691733146492,0.64,2337,lo,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP CAR CIED POST PROCEDURE,0.042,4,92,43,0.063,39,580,464,0.65,0.642710609899182,0.643,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC ED NURSING TRIAGE BEHAVIORAL HEALTH PROTOCOL,0.022,2,88,30,0.015,9,594,146,1.5,0.6428880597288316,0.643,2259,hi,PSYCHOSES
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.106,23,193,161,0.121,131,952,844,0.87,0.6446952911370616,0.645,1946,lo,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
IP MED GENERAL ADMIT,0.542,26,22,363,0.494,174,178,2514,1.21,0.6447404180175828,0.645,2579,lo,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP REN HEMODIALYSIS,0.028,2,70,7,0.019,7,362,45,1.48,0.644907844458118,0.645,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP ORT TRAUMA,0.082,12,134,238,0.098,78,722,1762,0.83,0.6470522151733555,0.647,2459,lo,HIP JOINT REPLACEMENT
SHC IP NSR ICU STROKE: SUBARACHANOID HEMORRHAGE,0.016,2,127,38,0.011,8,742,176,1.46,0.6471086335147869,0.647,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP GENERAL DISCHARGE ORDER SET,0.974,74,2,428,0.982,321,6,1737,0.69,0.6487764679778305,0.649,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
IP CAR CONGESTIVE HEART FAILURE,0.026,2,74,36,0.018,6,321,115,1.45,0.6487764679778305,0.649,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
IP GEN VTE PROPHYLAXIS,0.034,2,57,2,0.024,10,411,15,1.44,0.6490662121359754,0.649,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP SUBCUTANEOUS INSULIN,0.054,7,122,41,0.045,34,716,229,1.21,0.6510063015474736,0.651,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC ED NURSING TRIAGE CARDIAC PROTOCOL,0.017,2,118,20,0.012,7,588,83,1.42,0.6514741087206013,0.651,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC ED ADULT CONSULT QUICKLIST,0.017,2,118,2,0.012,7,588,12,1.42,0.6514741087206013,0.651,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC ED RAD QUICKLIST,0.074,5,63,7,0.099,33,299,36,0.72,0.6518122060984236,0.652,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP GEN VTE PROPHYLAXIS,0.033,2,58,4,0.024,10,410,13,1.41,0.6524428849206891,0.652,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP ICU END OF LIFE CARE,0.052,12,218,74,0.062,77,1158,513,0.83,0.6527932591527168,0.653,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP SUR GENERAL ADMIT/POSTOP,0.008,2,246,31,0.006,6,1045,83,1.42,0.6528068037448452,0.653,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
RETIRED IP MED ALCOHOL WITHDRAWAL PROPHYLAXIS PROTOCOL,0.008,2,246,9,0.006,6,1045,32,1.42,0.6528068037448452,0.653,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC ED ADULT CONSULT QUICKLIST,0.206,14,54,24,0.236,167,542,211,0.84,0.6541498523372047,0.654,2412,lo,HEART FAILURE
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.321,17,36,79,0.363,214,376,1074,0.83,0.6542254391829921,0.654,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP ICU END OF LIFE CARE,0.029,2,66,12,0.021,15,694,89,1.4,0.6543371946808174,0.654,2412,lo,HEART FAILURE
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.088,5,52,17,0.12,42,309,184,0.71,0.6548897737686261,0.655,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC ED RAD QUICKLIST,0.25,18,54,19,0.228,108,365,118,1.13,0.6556228620750841,0.656,1806,lo,HEART FAILURE AND SHOCK WITH MCC
SHC ED ADULT CONSULT QUICKLIST,0.317,19,41,23,0.289,172,424,214,1.14,0.6561340448369966,0.656,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP CAR GENERAL ADMIT,0.036,2,54,26,0.026,11,406,184,1.37,0.6584550722603283,0.658,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP CTS TAVR CV POSTOP,0.036,2,54,83,0.026,11,406,496,1.37,0.6584550722603283,0.658,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP LAB COAGULATION TESTING,0.036,2,54,7,0.026,11,406,24,1.37,0.6584550722603283,0.658,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.025,2,77,2,0.019,10,523,19,1.36,0.6597402650940948,0.66,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP/ED MASSIVE TRANSFUSION ADULT (>50 KG),0.007,2,299,16,0.005,8,1624,51,1.36,0.660171679104459,0.66,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP/ED/CDU GEN RADIOLOGY CONTRAST DYE ALLERGY (PREMEDICATION),0.007,2,299,3,0.005,8,1624,11,1.36,0.660171679104459,0.66,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC ED NURSING TRIAGE RESPIRATORY PROTOCOL,0.018,2,108,17,0.013,9,658,75,1.35,0.6604895434265269,0.66,2412,hi,HEART FAILURE
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.018,2,108,28,0.013,9,658,77,1.35,0.6604895434265269,0.66,2412,hi,HEART FAILURE
IP SUR DAY OF SURGERY ORDERS,0.036,2,54,12,0.027,11,401,37,1.35,0.6607580629667024,0.661,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC ED NURSING TRIAGE PEDIATRIC FEVER PROTOCOL,0.009,2,228,8,0.006,8,1227,28,1.35,0.6619083071139652,0.662,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC CARDIAC EVENT MONITORS,0.054,2,35,5,0.041,18,418,39,1.33,0.6639840559335385,0.664,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
ED QUICKLIST - ADULTS,0.024,2,80,9,0.018,7,372,40,1.33,0.6645036547579809,0.665,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.976,80,2,1727,0.982,372,7,4425,0.75,0.6645036547579809,0.665,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP GEN SBO GASTROGRAFIN STUDY,0.022,2,91,19,0.016,6,361,76,1.32,0.6659940208804174,0.666,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
"SHC IP TRS LUNG, HEART-LUNG TRANSPLANT READMISSION",0.022,2,91,45,0.016,6,361,120,1.32,0.6659940208804174,0.666,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.17,8,39,47,0.148,58,334,488,1.18,0.6675589322771405,0.668,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP/ED NEU TENECTEPLASE (TNKASE) FOR ISCHEMIC STROKE,0.022,2,89,22,0.017,6,350,69,1.31,0.6677974991134162,0.668,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP NEU ICU STROKE ISCHEMIC/INTRACEREBRAL HEMORRHAGE ADMIT,0.017,2,118,95,0.013,6,464,244,1.31,0.6678426249447894,0.668,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP SUBCUTANEOUS INSULIN,0.054,8,140,68,0.045,33,698,202,1.21,0.6682508618014549,0.668,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP INSULIN TRANSITION OFF IV INFUSION,0.043,2,45,13,0.033,13,379,132,1.3,0.6686647512302295,0.669,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
IP BMT ALLOGENEIC READMISSION,0.035,2,55,37,0.027,14,497,233,1.29,0.6694488591336376,0.669,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.035,2,55,2,0.027,14,497,19,1.29,0.6694488591336376,0.669,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.074,5,63,19,0.102,72,637,429,0.7,0.66951412617022,0.67,2412,lo,HEART FAILURE
SHC ED ADULT CONSULT QUICKLIST,0.027,2,72,2,0.021,11,509,20,1.29,0.6704727133540471,0.67,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC ED RAD QUICKLIST,0.253,21,62,23,0.227,105,357,114,1.15,0.6714101489038515,0.671,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.125,6,42,13,0.159,56,296,290,0.76,0.6726866174746762,0.673,2579,lo,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP VAD ARGATROBAN IV INFUSION LVAD PROTOCOLS,0.029,2,67,33,0.023,9,383,189,1.27,0.673155530863901,0.673,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.051,2,37,17,0.041,16,370,154,1.25,0.6759485095341367,0.676,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP CTS CARDIAC SURGERY TRANSFER,0.051,2,37,61,0.041,16,370,513,1.25,0.6759485095341367,0.676,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP SUR DAY OF SURGERY ORDERS,0.128,6,41,44,0.168,66,326,498,0.72,0.6761302537913283,0.676,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
PRE-ADMISSION/PRE-OP ORDERS,0.097,9,84,40,0.082,30,337,166,1.2,0.676908124990223,0.677,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC ED ADULT CONSULT QUICKLIST,0.265,22,61,26,0.24,111,351,146,1.14,0.6772376552318183,0.677,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP GEN VTE PROPHYLAXIS,0.024,2,81,3,0.019,9,453,12,1.24,0.6778584628438808,0.678,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC ED RAD QUICKLIST,0.025,2,77,2,0.021,8,381,8,1.24,0.6791723712761197,0.679,2352,hi,SEIZURE
SHC IP SUR GENERAL ADMIT/POSTOP,0.097,6,56,74,0.125,62,435,863,0.75,0.6807883469449709,0.681,6268,lo,MAJOR LARGE BOWEL PROCEDURES
IP SUR HEPATECTOMY POSTOP,0.368,25,43,574,0.343,150,287,4395,1.11,0.6836383297331738,0.684,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP GENERAL DISCHARGE ORDER SET,0.952,40,2,214,0.96,434,18,2306,0.83,0.6837293360310354,0.684,8873,lo,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.338,26,51,606,0.31,113,251,2643,1.13,0.6858620775829292,0.686,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP CAR CONGESTIVE HEART FAILURE,0.009,2,228,25,0.007,9,1226,177,1.19,0.6866319882982086,0.687,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.033,2,58,3,0.029,17,579,24,1.17,0.6896469196887198,0.69,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
