name,order_code_description,Orderable,LabDept,billing_code,Option,Version,FeeSchedCode,qty
ULSD,"LSD IMMUNOREACTIVES, URINE                      ARUP",N,SOR,50724657,0,8,SHS,1
ULYSOZ,"LYSOZYME, URINE                          ARUP",N,SOR,50753409,0,8,SHS,1
UMAGT,"MAGNESIUM, URINE (TIMED)",Y,CH,50464809,0,8,SHS,1
UMAG,"MAGNESIUM, UR (RANDOM) W/CREAT",Y,CH,50464809,0,8,SHS,1
UMALB,"MICROALBUMIN, URINE                             ARUP",N,SOR,50722156,0,8,SHS,1
UMARIJ,"MARIJUANA, UR-DAS                NOT ORDERABLE 3/27/02",N,SOS,50725480,0,8,SHS,1
UMERCU,"MERCURY, URINE                                  ARUP",N,SOR,50725498,0,8,SHS,1
UMETAF,"METANEPHRINES, URINE FRACT                      ARUP",N,SOF,50720606,0,8,SHS,1
UMG,"MAGNESIUM, URINE                                ARUP",N,SOR,50725464,0,8,SHS,1
UMISC,MISC URINE TEST,Y,U,00000064,0,8,SHS,1
UMISC,MISC URINE TEST,Y,U,00000000,2,8,SHS,1
UMYOSC,"Myoglobin Screen, Urine",Y,U,50302116,0,8,SHS,1
UMYO,"MYOGLOBIN, URINE                                ARUP",N,SOF,50721257,0,8,SHS,1
UNAT,"SODIUM, URINE (TIMED)",Y,CH,50403583,0,8,SHS,1
UNA,"SODIUM, UR (RANDOM) W/CREAT",Y,CH,50403583,0,8,SHS,1
UNLAB,"UNLABELED, IDENTIFIED BY                 MADE NON-ORDERABLE 07/09/04 SJUDKINS",N,PARA,00000065,0,8,SHS,1
UNLAB,"UNLABELED, IDENTIFIED BY                 MADE NON-ORDERABLE 07/09/04 SJUDKINS",N,PARA,00000000,2,8,SHS,1
UNTX,"N-TELOPEPTIDE, CROSS-LINKED                     ARUP",N,SOF,50722958,0,8,SHS,1
UORGAN,"ORGANIC ACIDS, URINE                     ARUP",N,SOF,50725530,0,8,SHS,1
UORGA,"ORGANIC ACIDS, URINE                            ARUP",N,SOF,50725530,0,8,SHS,1
UORG,"ORGANIC ACIDS, URINE",Y,BCG,52751591,0,8,SHS,1
UOROT,"OROTIC ACID, URINE",Y,BCG,52752045,0,8,SHS,1
UOSM,"Osmolality, Urine",Y,CH,51864973,0,8,SHS,1
UOXAL,"OXALATE, URINE                                  ARUP",N,SOR,50721430,0,8,SHS,1
UPBGQT,"PORPHOBILINOGEN, URINE QUANT",Y,SOF,50722867,0,8,SHS,1
UPE,"PROT ELECTROPHORESIS, URINE",N,CH,50403310,0,8,SHS,1
UPHOST,"PHOSPHATE, URINE (TIMED)",Y,CH,50403120,0,8,SHS,1
UPHOS,"PHOSPHATE, UR (RANDOM) W/CREAT",Y,CH,50403120,0,8,SHS,1
UPIET,"URINE PROTEIN IMMUNOFIX ELECT, TIMED",Y,CHIM,51564599,0,8,SHS,1
UPIE,"URINE PROTEIN IMMUNOFIX ELECT, RANDOM",Y,CHIM,51564599,0,8,SHS,1
UPOR,"PORPHYRINS, URINE FRACT",Y,SOF,50740240,0,8,SHS,1
UPREG,"Pregnancy Test, Urine",Y,U,51870038,0,8,SHS,1
UPYR2,PYRIDINIUM CORSSLINKS 2-HOUR                    ARUP,N,SOF,50742113,0,8,SHS,1
UPYR,PYRIDINIUM CROSSLINKS (T&D)                     ARUP,N,SOF,50742139,0,8,SHS,1
URAMY,"AMYLASE, UR (RANDOM) W/O CREAT",Y,CH,51862126,0,8,SHS,1
URCA,"CALCIUM, UR (RANDOM) W/O CREAT",Y,CH,50400969,0,8,SHS,1
URCL,"CHLORIDE,UR(RANDOM) W/O CREAT",Y,CH,50401249,0,8,SHS,1
URED,"Reducing Substances, Urine",N,U,50325075,0,8,SHS,1
URGL,"GLUCOSE, UR (RANDOM) W/O CREAT",Y,CH,50462290,0,8,SHS,1
URGM,Urine Culture/GS,N,MC,55070007,0,8,SHS,1
URGM,Urine Culture/GS,N,MC,55090401,0,8,SHS,1
URIC,"Uric Acid, Ser/Plas",Y,CH,50403807,0,8,SHS,1
URK,"POTASSIUM, UR(RANDOM)W/O CREAT",Y,CH,50403187,0,8,SHS,1
URMAG,"MAGNESIUM,UR(RANDOM) W/O CREAT",Y,CH,50464809,0,8,SHS,1
URNA,"SODIUM, UR (RANDOM) W/O CREAT",Y,CH,50403583,0,8,SHS,1
URNC,Urine Culture,Y,MC,55070007,0,8,SHS,1
URNC,Urine Culture,Y,MC,55090955,3,8,SHS,1
URPHOS,"PHOSPHATE,UR(RANDOM) W/O CREAT",Y,CH,50403120,0,8,SHS,1
URTP,"PROTEIN, UR (RANDOM) W/O CREAT",Y,CH,50403419,0,8,SHS,1
URUN,"UREA, UR (RANDOM) W/O CREAT",Y,CH,50403781,0,8,SHS,1
URURIC,"URIC ACID,UR(RANDOM) W/O CREAT",Y,CH,50462324,0,8,SHS,1
USID2,Urine spot ID 2 orgs,B,MC,55020879,0,8,SHS,1
USID2,Urine spot ID 2 orgs,B,MC,55020879,0,8,SHS,1
USID3,Urine spot ID 3 orgs,B,MC,55020879,0,8,SHS,1
USID3,Urine spot ID 3 orgs,B,MC,55020879,0,8,SHS,1
USID3,Urine spot ID 3 orgs,B,MC,55020879,0,8,SHS,1
USID4,Urine spot ID 4 orgs,B,MC,55020879,0,8,SHS,1
USID4,Urine spot ID 4 orgs,B,MC,55020879,0,8,SHS,1
USID4,Urine spot ID 4 orgs,B,MC,55020879,0,8,SHS,1
USID4,Urine spot ID 4 orgs,B,MC,55020879,0,8,SHS,1
USID5,Urine spot ID 5 orgs,B,MC,55020879,0,8,SHS,1
USID5,Urine spot ID 5 orgs,B,MC,55020879,0,8,SHS,1
USID5,Urine spot ID 5 orgs,B,MC,55020879,0,8,SHS,1
USID5,Urine spot ID 5 orgs,B,MC,55020879,0,8,SHS,1
USID5,Urine spot ID 5 orgs,B,MC,55020879,0,8,SHS,1
USID,Urine spot ID 1 org,B,MC,55020879,0,8,SHS,1
USPG,Specific Gravity,Y,U,50301803,0,8,SHS,1
UTHI,"THIOCYANATE, RANDOM URINE",Y,SOR,50753441,0,8,SHS,1
UTPRAN,"PROTEIN, UR (RANDOM) W/CREAT",Y,CH,50403419,0,8,SHS,1
UTP,"TOTAL PROTEIN, URINE (TIMED)",Y,CH,50403419,0,8,SHS,1
UT,Collection Period,N,CH,00000066,0,8,SHS,1
UT,Collection Period,N,CH,00000000,2,8,SHS,1
UUNT,"UREA, URINE (TIMED)",Y,CH,50403781,0,8,SHS,1
UUN,"UREA, UR (RANDOM) W/CREAT",Y,CH,50403781,0,8,SHS,1
UURICT,"URIC ACID, URINE (TIMED)",Y,CH,50462324,0,8,SHS,1
UURIC,"URIC ACID,UR (RANDOM) W/CREAT",Y,CH,50462324,0,8,SHS,1
UVH,"VMA & HVA, URINE",N,SOR,50782648,0,8,SHS,1
UVH,"VMA & HVA, URINE",N,SOR,50782655,0,8,SHS,1
UVMA,"VMA, URINE",Y,SOR,50725720,0,8,SHS,1
UVOLAT,"VOLATILES, URINE",N,,50462019,0,8,SHS,1
UVOLF,"VOLATILES, UR-FINAL",N,CHTO,00000067,0,8,SHS,1
UVOLF,"VOLATILES, UR-FINAL",N,CHTO,00000000,2,8,SHS,1
UVOLP,"VOLATILES, UR-PRELIMINARY",N,CHTO,00000068,0,8,SHS,1
UVOLP,"VOLATILES, UR-PRELIMINARY",N,CHTO,00000000,2,8,SHS,1
VALV,Valve Culture/GS,N,MC,55060859,0,8,SHS,1
VALV,Valve Culture/GS,N,MC,55091649,0,8,SHS,1
VANPOL,"VANCOMYCIN, PEAK",Y,CHTD,51862662,0,8,SHS,1
VANPO,"Vancomycin, Peak",N,CHTD,51862662,0,8,SHS,1
VANPRL,"VANCOMYCIN, TROUGH",Y,CHTD,51862662,0,8,SHS,1
VANPR,"Vancomycin, Trough",N,CHTD,51862662,0,8,SHS,1
VANUNL,"VANCOMYCIN, SINGLE DAILY DOSE",Y,CHTD,51862662,0,8,SHS,1
VANUN,"Vancomycin, Single Daily Dose",N,CHTD,51862662,0,8,SHS,1
VAPCHL,VAP CHOLESTEROL,Y,SOM,50753706,0,8,SHS,1
VAPCHL,VAP CHOLESTEROL,Y,SOM,50753714,0,8,SHS,1
VBGEP2,VEN BLOOD GAS/LYTES II,N,,50462829,0,8,SHS,1
VBGEP2,VEN BLOOD GAS/LYTES II,N,,50462845,0,8,SHS,1
VBGR,"BLOOD GAS, VENOUS",N,CHLP,50462829,0,8,SHS,1
VBG,"BLOOD GASES, VENOUS",Y,CH,50462829,0,8,SHS,1
VCAB,EB Viral Capsid AB-IgG,N,V,50730787,0,8,SHS,1
VCAIGG,EBV VCA IgG,Y,V,46161055,0,8,SHS,1
VCAIGM,EBV VCA IgM,Y,V,46161048,0,8,SHS,1
VCAMB,EB Viral Capsid AB-IgM,N,V,50730795,0,8,SHS,1
VCULF,"VIRAL CULTURE, FLUID",Y,MC,46161394,0,8,SHS,1
VCULO,"VIRAL CULTURE, OCULAR",Y,MC,46161402,0,8,SHS,1
VCULR,"VIRAL CULTURE, RESPIRATORY",Y,MC,46161410,0,8,SHS,1
VCULS,"VIRAL CULTURE, STOOL/RECTAL",Y,MC,46161428,0,8,SHS,1
VCULT,"VIRAL CULTURE, TISSUE",Y,MC,46161436,0,8,SHS,1
VCULU,"VIRAL CULTURE, URINE",Y,MC,46161444,0,8,SHS,1
VCUL,VIRAL CULTURE,N,MC,46100459,0,8,SHS,1
VCUL,VIRAL CULTURE,N,MC,46100400,13,8,SHS,1
VCUL,VIRAL CULTURE,N,MC,46130001,3,8,SHS,1
VD125,"Vitamin D, 1,25-Dihydroxy                       ARUP",N,SOF,50721455,0,8,SHS,1
VD25H,"VITAMIN D, 25-HYDROXYVITAMIN",Y,CHSP,51565281,0,8,SHS,1
VENLAF,Venlafaxine                                     ARUP,N,SOR,50724673,0,8,SHS,1
VFID2,Viral ID 2 agents,B,MC,46140000,0,8,SHS,1
VFID2,Viral ID 2 agents,B,MC,46140000,0,8,SHS,1
VFID3,Viral ID 3 agents,B,MC,46140000,0,8,SHS,1
VFID3,Viral ID 3 agents,B,MC,46140000,0,8,SHS,1
VFID3,Viral ID 3 agents,B,MC,46140000,0,8,SHS,1
VFID4,Viral ID 4 agents,B,MC,46140000,0,8,SHS,1
VFID4,Viral ID 4 agents,B,MC,46140000,0,8,SHS,1
VFID4,Viral ID 4 agents,B,MC,46140000,0,8,SHS,1
VFID4,Viral ID 4 agents,B,MC,46140000,0,8,SHS,1
VFID,Viral addnl mthds cge,B,MC,46140000,0,8,SHS,1
VHEM1,VirCult Heme. x1,B,MC,46100467,0,8,SHS,1
VHEM2,INACTIVE VirCult Heme. x2,B,MC,00000096,0,8,SHS,1
VHEM,VirCult Heme. x2,B,MC,46100467,0,8,SHS,1
VHEM,VirCult Heme. x2,B,MC,46100467,0,8,SHS,1
VHHA,VH HYPERMUTATION ASSAY,Y,MDX,50807251,0,8,SHS,1
VID,Viral Identification,Y,MC,46100426,0,8,SHS,1
VID,Viral Identification,Y,MC,46130001,3,8,SHS,1
VIP,Vasoact Int Peptide                             ARUP,N,SOF,50723113,0,8,SHS,1
VIRSO1,MISC. VIROLOGY TEST,Y,V,00000684,0,8,SHS,1
VISC,"VISCOSITY, SERUM",Y,AH,50320902,0,8,SHS,1
VITA,"VITAMIN A, SER/PLAS                             ARUP",N,SOF,50743137,0,8,SHS,1
VITB1W,"Vitamin B1, WB                                  ARUP",N,SOF,50725712,0,8,SHS,1
VITB6,"Vitamin B6, Total Pl                            ARUP",N,SOF,50743145,0,8,SHS,1
VITD25,"Vitamin D, 25-Hydroxy                           ARUP",N,SOF,50721463,0,8,SHS,1
VITE,VITAMIN E                                       ARUP,N,SOF,50722412,0,8,SHS,1
VITK,"VITAMIN K1, SERUM",Y,SOF,50790377,0,8,SHS,1
VLDL,VLDL (Calculated),Y,CH,00000069,0,8,SHS,1
VNTR,STR/VNTR,Y,HLA,00000562,0,8,SHS,1
VOLAT,"VOLATILES, PLASMA",N,,50461409,0,8,SHS,1
VOLF,"VOLATILES, PL-FINAL",N,CHTO,50461409,0,8,SHS,1
VOLF,"VOLATILES, PL-FINAL",N,CHTO,00000000,2,8,SHS,1
VOLPC,Comment,N,CHTO,00000073,0,8,SHS,1
VOLPC,Comment,N,CHTO,00000000,2,8,SHS,1
VOLP,"VOLATILES, PL-PRELIMINARY                 DO NOT ORDER",N,CHTO,00000072,0,8,SHS,1
VOLP,"VOLATILES, PL-PRELIMINARY                 DO NOT ORDER",N,CHTO,00000000,2,8,SHS,1
VOLTL,VOLATILE SCREEN,Y,CH,51864767,0,8,SHS,1
VOL,Volume,N,CH,00000070,0,8,SHS,1
VOL,Volume,N,CH,00000000,2,8,SHS,1
VP1,ACUTE HEPATITIS PANEL,N,,46100152,0,8,SHS,1
VP1,ACUTE HEPATITIS PANEL,N,,46100210,0,8,SHS,1
VP1,ACUTE HEPATITIS PANEL,N,,46100103,0,8,SHS,1
VP1,ACUTE HEPATITIS PANEL,N,,46100095,0,8,SHS,1
VP2,DIAG. HEPATITIS B PANEL,N,,46100152,0,8,SHS,1
VP2,DIAG. HEPATITIS B PANEL,N,,46100202,0,8,SHS,1
VP2,DIAG. HEPATITIS B PANEL,N,,46122248,0,8,SHS,1
VP3,COMP HEPATITIS PANEL,N,,51565026,0,8,SHS,1
VP3,COMP HEPATITIS PANEL,N,,51565158,0,8,SHS,1
VP3,COMP HEPATITIS PANEL,N,,51565166,0,8,SHS,1
VP3,COMP HEPATITIS PANEL,N,,51565174,0,8,SHS,1
VP3,COMP HEPATITIS PANEL,N,,51565588,0,8,SHS,1
VP4,COMP HEPATITIS PANEL,N,,51565026,0,8,SHS,1
VP4,COMP HEPATITIS PANEL,N,,51565158,0,8,SHS,1
VP4,COMP HEPATITIS PANEL,N,,51565166,0,8,SHS,1
VP4,COMP HEPATITIS PANEL,N,,51565539,0,8,SHS,1
VP4,COMP HEPATITIS PANEL,N,,51565588,0,8,SHS,1
VP5,COMP HEPATITIS PANEL,Y,,51565711,0,8,SHS,1
VP5,COMP HEPATITIS PANEL,Y,,51565158,0,8,SHS,1
VP5,COMP HEPATITIS PANEL,Y,,51565166,0,8,SHS,1
VP5,COMP HEPATITIS PANEL,Y,,51565539,0,8,SHS,1
VP5,COMP HEPATITIS PANEL,Y,,51565588,0,8,SHS,1
VPAL,VALPROIC ACID,Y,CHTD,51862050,0,8,SHS,1
VPA,VALPROIC ACID,N,CHTD,51862050,0,8,SHS,1
VPCR2,Virolab added PCR 2,B,MC,50730456,0,8,SHS,1
VPCR3,Virolab added PCR 3,B,MC,50730456,0,8,SHS,1
VPCRX,Virolab additional PCR,B,MC,50730456,0,8,SHS,1
VSTAT,VIROLOGY STAT FEE,B,V,46100368,0,8,SHS,1
VSTA,HIV Subtype analysis,N,MC,46310280,0,8,SHS,1
VSTLA,Adenovirus Ag by EIA,N,MC,46122974,0,8,SHS,1
VSTLC,Viral Stool Culture,N,MC,46100459,0,8,SHS,1
VWAG,Von Willebrand Antigen,Y,CG,51401701,0,8,SHS,1
VWFPA,VW FACTOR PROTEASE ACTIVITY,N,SOM,50751874,0,8,SHS,1
VWFPI,VW FACTOR PROTEASE INHIBITOR,N,SOM,50751882,0,8,SHS,1
VWMULT,Von Willebrand Multi                            ARUP,N,SOF,50721588,0,8,SHS,1
VWNTRP,"INTERPRETATION, VW SCN",Y,CG,00000074,0,8,SHS,1
VWNTRP,"INTERPRETATION, VW SCN",Y,CG,00000000,2,8,SHS,1
VWSCN,VON WILLEBRAND SCN,Y,,51400950,0,8,SHS,1
VWSCN,VON WILLEBRAND SCN,Y,,51401511,0,8,SHS,1
VWSCN,VON WILLEBRAND SCN,Y,,51401701,0,8,SHS,1
VWSCN,VON WILLEBRAND SCN,Y,,00000074,0,8,SHS,1
VZABM,VARICELLA ZOSTER AB IGM,N,V,00000097,0,8,SHS,1
VZAB,Varicella Zoster AB IgG,N,V,46140497,0,8,SHS,1
VZLAT,V.ZOS Ab by Latex AG,N,V,46122842,0,8,SHS,1
VZPAN,VZV IGG IGM PANEL,Y,V,46161642,0,8,SHS,2
VZPCR,Varicella Zoster PCR,N,MC,46160230,0,8,SHS,1
VZVCSF,"VZV DNA PCR QUAL, CSF",N,V,46161279,0,8,SHS,1
VZVIGG,VZV IgG,Y,V,46140497,0,8,SHS,1
VZVQLP,"VZV DNA PCR QUAL, PLASMA",N,V,46161287,0,8,SHS,1
VZVQL,"VZV DNA PCR QUAL, NON LESION",Y,V,46161626,0,8,SHS,1
VZV,VARICELLA AB PANEL,N,V,50774058,0,8,SHS,1
VZV,VARICELLA AB PANEL,N,V,50774066,0,8,SHS,1
WADIFF,DIFFERENTIAL {COWELL},N,AH,00000000,2,8,SHS,1
WALB1,"AFB ID/SUSC., WALLACE",B,MC,55034276,0,8,SHS,1
WALB1,"AFB ID/SUSC., WALLACE",B,MC,55034250,0,8,SHS,1
WALB1,"AFB ID/SUSC., WALLACE",B,MC,55034268,0,8,SHS,1
WALB2,PCR RMG/NOCARDIA WALLACE LAB,B,MC,55034078,0,8,SHS,1
WARF,Warfarin                                        ARUP,N,SOR,50723618,0,8,SHS,1
WASP,Wasp Venom,N,CHIM,50464346,0,8,SHS,1
WBC2,Western Blot Confirm,N,MV,46122412,0,8,SHS,1
WBC2,Western Blot Confirm,N,MV,46130001,3,8,SHS,1
WBCE,WBC EXAM (stool),N,MC,55020606,0,8,SHS,1
WBPT,"PT, WHOLE BLOOD                     OUTREACH ONLY",N,CG,50502574,0,8,SHS,1
WDCG,Wound Culture/GS,Y,MC,55060909,0,8,SHS,1
WDCG,Wound Culture/GS,Y,MC,55090401,0,8,SHS,1
WDCG,Wound Culture/GS,Y,MC,55060909,22,8,SHS,1
WDCG,Wound Culture/GS,Y,MC,50393750,22,8,SHS,1
WDCS,Wound-Deep/Surg/Asp/GS,Y,MC,55060958,0,8,SHS,1
WDCS,Wound-Deep/Surg/Asp/GS,Y,MC,55090401,0,8,SHS,1
WDC,Wound Culture,Y,MC,55060909,0,8,SHS,1
WDIFF,SLIDE DIFF AND MORPH {COWELL},N,AH,00000000,2,8,SHS,1
WEST,Western Ragweed,N,CHIM,50463967,0,8,SHS,1
WFID2,Wound full ID 2 orgs,B,MC,55020903,0,8,SHS,1
WFID2,Wound full ID 2 orgs,B,MC,55020903,0,8,SHS,1
WFID3,Wound full ID 3 orgs,B,MC,55020903,0,8,SHS,1
WFID3,Wound full ID 3 orgs,B,MC,55020903,0,8,SHS,1
WFID3,Wound full ID 3 orgs,B,MC,55020903,0,8,SHS,1
WFID4,Wound full ID 4 orgs,B,MC,55020903,0,8,SHS,1
WFID4,Wound full ID 4 orgs,B,MC,55020903,0,8,SHS,1
WFID4,Wound full ID 4 orgs,B,MC,55020903,0,8,SHS,1
WFID4,Wound full ID 4 orgs,B,MC,55020903,0,8,SHS,1
WFID5,Wound full ID 5 orgs,B,MC,55020903,0,8,SHS,1
WFID5,Wound full ID 5 orgs,B,MC,55020903,0,8,SHS,1
WFID5,Wound full ID 5 orgs,B,MC,55020903,0,8,SHS,1
WFID5,Wound full ID 5 orgs,B,MC,55020903,0,8,SHS,1
WFID5,Wound full ID 5 orgs,B,MC,55020903,0,8,SHS,1
WFID,Wound full ID 1 org,B,MC,55020903,0,8,SHS,1
WHT,Wheat,N,CHIM,50463975,0,8,SHS,1
WNILE,West Nile Virus AB,N,V,46160594,0,8,SHS,1
WNILE,West Nile Virus AB,N,V,46160594,0,8,SHS,1
WNVAB,"WEST NILE VIRUS AB PANEL,CSF",Y,FOCR,50782507,0,8,SHS,1
WNVAB,"WEST NILE VIRUS AB PANEL,CSF",Y,FOCR,50782515,0,8,SHS,1
WNVRNA,"WEST NILE VIRUS RNA, RT-PCR",Y,FOCF,50773092,0,8,SHS,1
WSID2,Wound spot ID 2 orgs,B,MC,55020911,0,8,SHS,1
WSID2,Wound spot ID 2 orgs,B,MC,55020911,0,8,SHS,1
WSID3,Wound spot ID 3 orgs,B,MC,55020911,0,8,SHS,1
WSID3,Wound spot ID 3 orgs,B,MC,55020911,0,8,SHS,1
WSID3,Wound spot ID 3 orgs,B,MC,55020911,0,8,SHS,1
WSID4,Wound spot ID 4 orgs,B,MC,55020911,0,8,SHS,1
WSID4,Wound spot ID 4 orgs,B,MC,55020911,0,8,SHS,1
WSID4,Wound spot ID 4 orgs,B,MC,55020911,0,8,SHS,1
WSID4,Wound spot ID 4 orgs,B,MC,55020911,0,8,SHS,1
WSID5,Wound spot ID 5 orgs,B,MC,55020911,0,8,SHS,1
WSID5,Wound spot ID 5 orgs,B,MC,55020911,0,8,SHS,1
WSID5,Wound spot ID 5 orgs,B,MC,55020911,0,8,SHS,1
WSID5,Wound spot ID 5 orgs,B,MC,55020911,0,8,SHS,1
WSID5,Wound spot ID 5 orgs,B,MC,55020911,0,8,SHS,1
WSID,Wound spot ID 1 org,B,MC,55020911,0,8,SHS,1
WVABOR,ABO/Rh Typing,N,TSWV,00063001,0,8,SHS,1
WVACEM,Acetaminophen,N,CWV,00063001,0,8,SHS,1
WVACET,Acetone,N,CWV,00063001,0,8,SHS,1
WVAGAP,Anion Gap,N,CWV,00063001,0,8,SHS,1
WVALC,Alcohol,N,CWV,00063001,0,8,SHS,1
WVALT,ALT (SGPT),N,CWV,00063001,0,8,SHS,1
WVAMM,"Ammonia, Blood",N,CWV,00063001,0,8,SHS,1
WVAMY,Amylase,N,CWV,00063001,0,8,SHS,1
WVAST,AST (SGOT),N,CWV,00063001,0,8,SHS,1
WVBUCR,BUN/Creatinine,N,CWV,00063001,0,8,SHS,1
WVBUN,BUN,N,CWV,00063001,0,8,SHS,1
WVCARB,Carbamazepine,N,CWV,00063001,0,8,SHS,1
WVCA,Calcium,N,CWV,00063001,0,8,SHS,1
WVCBCD,CBC WITH MANUAL DIFF,N,AHWV,00063001,0,8,SHS,1
WVCBC,COMPLETE BLOOD COUNT,N,AHWV,00063005,0,8,SHS,1
WVCKMB,"CK, MB",N,CWV,00063001,0,8,SHS,1
WVCK,CPK,N,CWV,00063001,0,8,SHS,1
WVCL,Chloride,N,CWV,00063001,0,8,SHS,1
WVCO2,CO2,N,CWV,00063001,0,8,SHS,1
WVCRYO,Cryoglobulin,N,AHWV,00063001,0,8,SHS,1
WVCR,Creatinine,N,CWV,00063001,0,8,SHS,1
WVCSFP,"Protein, CSF",N,CWV,00063001,0,8,SHS,1
WVDBIL,Direct Bilirubin,N,CWV,00063001,0,8,SHS,1
WVDIG,Digoxin,N,CWV,00063002,0,8,SHS,1
WVDIL,Dilantin,N,CWV,00063001,0,8,SHS,1
WVESR,ESR,N,CWV,00063001,0,8,SHS,1
WVFFIB,Fetal Fibronectin,N,CWV,00063001,0,8,SHS,1
WVFIB,Fibrinogen,N,CWV,00063001,0,8,SHS,1
WVGLU,Glucose,N,CWV,00063003,0,8,SHS,1
WVGMST,Gram Stain,N,MWV,00063001,0,8,SHS,1
WVGNTP,Gentamicin Peak,N,CWV,00063001,0,8,SHS,1
WVGNTT,Gentamicin Trough,N,CWV,00063001,0,8,SHS,1
WVHCGQ,"HCG, QUANT",N,CWV,00063004,0,8,SHS,1
WVHCGS,PREGNANCY/SERUM HCG,N,CWV,00063001,0,8,SHS,1
WVHCGU,PREGNANCY/URINE HCG,N,UWV,00063001,0,8,SHS,1
WVHEMO,HEMOGRAM,N,AHWV,00063006,0,8,SHS,1
WVK,Potassium,N,CWV,00063001,0,8,SHS,1
WVLYTE,ELECTROLYTE PANEL,N,CWV,00063001,0,8,SHS,1
WVMETB,"METABOLIC PANEL, BASIC",N,CWV,00063001,0,8,SHS,1
WVMG,Magnesium,N,CGWV,00063001,0,8,SHS,1
WVMSPT,Infectious Mono Screen,N,CWV,00063001,0,8,SHS,1
WVNA,Sodium,N,CWV,00063001,0,8,SHS,1
WVOSM,Calculated Osmolality,N,CWV,00063001,0,8,SHS,1
WVPHEN,Phenobarbital,N,CWV,00063001,0,8,SHS,1
WVPLT,Platelet count,N,AHWV,00063007,0,8,SHS,1
WVPO4,Phosphorus,N,CWV,00063001,0,8,SHS,1
WVPROC,Procainamide,N,CWV,00063001,0,8,SHS,1
WVPTT,PTT,N,CGWV,00063009,0,8,SHS,1
WVPT,PROTHROMBIN TIME (PT),N,CGWV,00063008,0,8,SHS,1
WVQU,Quinidine,N,CWV,00063001,0,8,SHS,1
WVSAL,Salicylate,N,CWV,00063001,0,8,SHS,1
WVSEMA,Semen Analysis,N,CWV,00063001,0,8,SHS,1
WVTBIL,Total Bilirubin,N,CWV,00063001,0,8,SHS,1
WVTHEO,Theophylline,N,CWV,00063001,0,8,SHS,1
WVTOBP,"Tobramycin, Peak",N,CWV,00063001,0,8,SHS,1
WVTOBT,"Tobramycin, Trough",N,CWV,00063001,0,8,SHS,1
WVUA,URIN. WITH MICROSCOPIC,N,UWV,00063001,0,8,SHS,1
WVURA,Uric Acid,N,CWV,00063001,0,8,SHS,1
X11DES,11-DESOXYCORTISOL,Y,XF,50752591,0,8,SHS,1
X17HPR,17-OH-PREGNENOLONE,Y,XF,50752617,0,8,SHS,1
X17OHP,17-ALPHA-HYDROXYPROGESTERONE,Y,XF,50752609,0,8,SHS,1
XAAB,HEPARIN (LMWH) BY ANTI-XA                 COAG CTR OAK,N,SOM,50742444,0,8,SHS,1
XAD21,ANTI-ADRENAL 21-OH ANTIBODY,Y,XR,50753789,0,8,SHS,1
XALD,ALDOSTERONE,Y,XF,50752625,0,8,SHS,1
XAMH,ANTI-MULLERIAN HORMONE (AMH),N,XF,50752864,0,8,SHS,1
XAND,ANDROSTENEDIONE,Y,XF,50752633,0,8,SHS,1
XB2,EXTRA BLUE,Y,PARA,00000728,0,8,SHS,1
XB3,EXTRA BLUE,Y,PARA,00000729,0,8,SHS,1
XB,EXTRA BLUE,Y,PARA,00000718,0,8,SHS,1
XCAT,"CATECHOLAMINES, PLASMA",N,XF,50752682,0,8,SHS,1
XCORT,"CORTISOL, SERUM",N,XF,50773951,0,8,SHS,1
XDHEAS,DHEA-SULFATE,Y,XF,50752708,0,8,SHS,1
XDHEA,DEHYDROEPIANDROSTERONE,Y,XF,50752690,0,8,SHS,1
XDHT,DIHYDROTESTOSTERONE (DHT),Y,XF,50752716,0,8,SHS,1
XDOC,DEOXYCORTICOSTERONE (DOC),N,XF,50773969,0,8,SHS,1
XESTD,"ESTRADIOL, SERUM",Y,XF,50752724,0,8,SHS,1
XESTRN,"ESTRONE, SERUM",Y,XF,50752740,0,8,SHS,1
XES,"ESTROGENS, TOTAL",Y,XF,50752732,0,8,SHS,1
XFSH,FOLLICLE STIMULATING HORMONE,Y,XF,50752757,0,8,SHS,1
XFTES,"TESTOSTERONE, FREE WITH SHBG",Y,XF,50752781,0,8,SHS,1
XFTES,"TESTOSTERONE, FREE WITH SHBG",Y,XF,50752799,0,8,SHS,1
XFTES,"TESTOSTERONE, FREE WITH SHBG",Y,XF,50752807,0,8,SHS,1
XG2,EXTRA GOLD,Y,PARA,00000726,0,8,SHS,1
XG3,EXTRA GOLD,Y,PARA,00000727,0,8,SHS,1
XGAD65,ANTI GAD 65 ANTIBODIES,Y,XR,50752955,0,8,SHS,1
XGH,"GROWTH HORMONE, RIA",Y,XF,50752815,0,8,SHS,1
XGR2,EXTRA GREEN,Y,PARA,00000733,0,8,SHS,1
XGR3,EXTRA GREEN,Y,PARA,00000734,0,8,SHS,1
XGR,EXTRA GREEN,Y,PARA,00000717,0,8,SHS,1
XG,EXTRA GOLD,Y,PARA,00000715,0,8,SHS,1
XHF,SPECIAL HANDLING FEE,N,MSO,46100939,0,8,SHS,1
XHIA,HUMAN INSULIN ANTIBODY,N,XF,50790435,0,8,SHS,1
XICA51,ICA-512 AUTOANTIBODIES,Y,XF,50752823,0,8,SHS,1
