procedure_cat,reference_code_set,code,proc_simple,proc_simple_comment,reference_description
THOR,ICD-10-PCS,0BL80ZZ,Thoracic surgery,,"Occlusion of Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BL84ZZ,Thoracic surgery,,"Occlusion of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL90CZ,Thoracic surgery,,"Occlusion of Lingula Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL94CZ,Thoracic surgery,,"Occlusion of Lingula Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL90DZ,Thoracic surgery,,"Occlusion of Lingula Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL94DZ,Thoracic surgery,,"Occlusion of Lingula Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL90ZZ,Thoracic surgery,,"Occlusion of Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BL94ZZ,Thoracic surgery,,"Occlusion of Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL60CZ,Thoracic surgery,,"Occlusion of Right Lower Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL64CZ,Thoracic surgery,,"Occlusion of Right Lower Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL60DZ,Thoracic surgery,,"Occlusion of Right Lower Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL64DZ,Thoracic surgery,,"Occlusion of Right Lower Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL60ZZ,Thoracic surgery,,"Occlusion of Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BL64ZZ,Thoracic surgery,,"Occlusion of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL30CZ,Thoracic surgery,,"Occlusion of Right Main Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL34CZ,Thoracic surgery,,"Occlusion of Right Main Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL30DZ,Thoracic surgery,,"Occlusion of Right Main Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL34DZ,Thoracic surgery,,"Occlusion of Right Main Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL30ZZ,Thoracic surgery,,"Occlusion of Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BL34ZZ,Thoracic surgery,,"Occlusion of Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL50CZ,Thoracic surgery,,"Occlusion of Right Middle Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL54CZ,Thoracic surgery,,"Occlusion of Right Middle Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL50DZ,Thoracic surgery,,"Occlusion of Right Middle Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL54DZ,Thoracic surgery,,"Occlusion of Right Middle Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL50ZZ,Thoracic surgery,,"Occlusion of Right Middle Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BL54ZZ,Thoracic surgery,,"Occlusion of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL40CZ,Thoracic surgery,,"Occlusion of Right Upper Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL44CZ,Thoracic surgery,,"Occlusion of Right Upper Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL40DZ,Thoracic surgery,,"Occlusion of Right Upper Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BL44DZ,Thoracic surgery,,"Occlusion of Right Upper Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BL40ZZ,Thoracic surgery,,"Occlusion of Right Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BL44ZZ,Thoracic surgery,,"Occlusion of Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BMT0ZZ,Thoracic surgery,,"Reattachment of Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BMB0ZZ,Thoracic surgery,,"Reattachment of Left Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BMJ0ZZ,Thoracic surgery,,"Reattachment of Left Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BML0ZZ,Thoracic surgery,,"Reattachment of Left Lung, Open Approach"
THOR,ICD-10-PCS,0BM70ZZ,Thoracic surgery,,"Reattachment of Left Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BM80ZZ,Thoracic surgery,,"Reattachment of Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BMG0ZZ,Thoracic surgery,,"Reattachment of Left Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BM90ZZ,Thoracic surgery,,"Reattachment of Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BMH0ZZ,Thoracic surgery,,"Reattachment of Lung Lingula, Open Approach"
THOR,ICD-10-PCS,0BM60ZZ,Thoracic surgery,,"Reattachment of Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BMF0ZZ,Thoracic surgery,,"Reattachment of Right Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BMK0ZZ,Thoracic surgery,,"Reattachment of Right Lung, Open Approach"
THOR,ICD-10-PCS,0BM30ZZ,Thoracic surgery,,"Reattachment of Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BM50ZZ,Thoracic surgery,,"Reattachment of Right Middle Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BMD0ZZ,Thoracic surgery,,"Reattachment of Right Middle Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BM40ZZ,Thoracic surgery,,"Reattachment of Right Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BMC0ZZ,Thoracic surgery,,"Reattachment of Right Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BNM0ZZ,Thoracic surgery,,"Release Bilateral Lungs, Open Approach"
THOR,ICD-10-PCS,0BNM4ZZ,Thoracic surgery,,"Release Bilateral Lungs, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNT0ZZ,Thoracic surgery,,"Release Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BNT4ZZ,Thoracic surgery,,"Release Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNB0ZZ,Thoracic surgery,,"Release Left Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BNB4ZZ,Thoracic surgery,,"Release Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNJ0ZZ,Thoracic surgery,,"Release Left Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BNJ4ZZ,Thoracic surgery,,"Release Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNL0ZZ,Thoracic surgery,,"Release Left Lung, Open Approach"
THOR,ICD-10-PCS,0BNL4ZZ,Thoracic surgery,,"Release Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN70ZZ,Thoracic surgery,,"Release Left Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN74ZZ,Thoracic surgery,,"Release Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNP0ZZ,Thoracic surgery,,"Release Left Pleura, Open Approach"
THOR,ICD-10-PCS,0BNP4ZZ,Thoracic surgery,,"Release Left Pleura, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN80ZZ,Thoracic surgery,,"Release Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN84ZZ,Thoracic surgery,,"Release Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNG0ZZ,Thoracic surgery,,"Release Left Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BNG4ZZ,Thoracic surgery,,"Release Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN90ZZ,Thoracic surgery,,"Release Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN94ZZ,Thoracic surgery,,"Release Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNH0ZZ,Thoracic surgery,,"Release Lung Lingula, Open Approach"
THOR,ICD-10-PCS,0BNH4ZZ,Thoracic surgery,,"Release Lung Lingula, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN60ZZ,Thoracic surgery,,"Release Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN64ZZ,Thoracic surgery,,"Release Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNF0ZZ,Thoracic surgery,,"Release Right Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BNF4ZZ,Thoracic surgery,,"Release Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNK0ZZ,Thoracic surgery,,"Release Right Lung, Open Approach"
THOR,ICD-10-PCS,0BNK4ZZ,Thoracic surgery,,"Release Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN30ZZ,Thoracic surgery,,"Release Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN34ZZ,Thoracic surgery,,"Release Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN50ZZ,Thoracic surgery,,"Release Right Middle Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN54ZZ,Thoracic surgery,,"Release Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BND0ZZ,Thoracic surgery,,"Release Right Middle Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BND4ZZ,Thoracic surgery,,"Release Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNN0ZZ,Thoracic surgery,,"Release Right Pleura, Open Approach"
THOR,ICD-10-PCS,0BNN4ZZ,Thoracic surgery,,"Release Right Pleura, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BN40ZZ,Thoracic surgery,,"Release Right Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BN44ZZ,Thoracic surgery,,"Release Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BNC0ZZ,Thoracic surgery,,"Release Right Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BNC4ZZ,Thoracic surgery,,"Release Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP807Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WP847Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT07Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT47Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPC07Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WPC47Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK07Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK47Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP007Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP047Z,Thoracic surgery,,"Removal of Autologous Tissue Substitute from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT0MZ,Thoracic surgery,,"Removal of Diaphragmatic Pacemaker Lead from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT4MZ,Thoracic surgery,,"Removal of Diaphragmatic Pacemaker Lead from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP800Z,Thoracic surgery,,"Removal of Drainage Device from Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WP840Z,Thoracic surgery,,"Removal of Drainage Device from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT00Z,Thoracic surgery,,"Removal of Drainage Device from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT40Z,Thoracic surgery,,"Removal of Drainage Device from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPL00Z,Thoracic surgery,,"Removal of Drainage Device from Left Lung, Open Approach"
THOR,ICD-10-PCS,0BPL40Z,Thoracic surgery,,"Removal of Drainage Device from Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPC00Z,Thoracic surgery,,"Removal of Drainage Device from Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WPC40Z,Thoracic surgery,,"Removal of Drainage Device from Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPK00Z,Thoracic surgery,,"Removal of Drainage Device from Right Lung, Open Approach"
THOR,ICD-10-PCS,0BPK40Z,Thoracic surgery,,"Removal of Drainage Device from Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK00Z,Thoracic surgery,,"Removal of Drainage Device from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK40Z,Thoracic surgery,,"Removal of Drainage Device from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PM00Z,Thoracic surgery,,"Removal of Drainage Device from Thymus, Open Approach"
THOR,ICD-10-PCS,07PM40Z,Thoracic surgery,,"Removal of Drainage Device from Thymus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP000Z,Thoracic surgery,,"Removal of Drainage Device from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP040Z,Thoracic surgery,,"Removal of Drainage Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK0CZ,Thoracic surgery,,"Removal of Extraluminal Device from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,0BP00CZ,Thoracic surgery,,"Removal of Extraluminal Device from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP04CZ,Thoracic surgery,,"Removal of Extraluminal Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP843Z,Thoracic surgery,,"Removal of Infusion Device from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPL03Z,Thoracic surgery,,"Removal of Infusion Device from Left Lung, Open Approach"
THOR,ICD-10-PCS,0BPL43Z,Thoracic surgery,,"Removal of Infusion Device from Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPQ43Z,Thoracic surgery,,"Removal of Infusion Device from Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPK03Z,Thoracic surgery,,"Removal of Infusion Device from Right Lung, Open Approach"
THOR,ICD-10-PCS,0BPK43Z,Thoracic surgery,,"Removal of Infusion Device from Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK03Z,Thoracic surgery,,"Removal of Infusion Device from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK43Z,Thoracic surgery,,"Removal of Infusion Device from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PM03Z,Thoracic surgery,,"Removal of Infusion Device from Thymus, Open Approach"
THOR,ICD-10-PCS,07PM43Z,Thoracic surgery,,"Removal of Infusion Device from Thymus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP003Z,Thoracic surgery,,"Removal of Infusion Device from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP043Z,Thoracic surgery,,"Removal of Infusion Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK0DZ,Thoracic surgery,,"Removal of Intraluminal Device from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK4DZ,Thoracic surgery,,"Removal of Intraluminal Device from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP00DZ,Thoracic surgery,,"Removal of Intraluminal Device from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP04DZ,Thoracic surgery,,"Removal of Intraluminal Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT02Z,Thoracic surgery,,"Removal of Monitoring Device from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT42Z,Thoracic surgery,,"Removal of Monitoring Device from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPL02Z,Thoracic surgery,,"Removal of Monitoring Device from Left Lung, Open Approach"
THOR,ICD-10-PCS,0BPL42Z,Thoracic surgery,,"Removal of Monitoring Device from Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPK02Z,Thoracic surgery,,"Removal of Monitoring Device from Right Lung, Open Approach"
THOR,ICD-10-PCS,0BPK42Z,Thoracic surgery,,"Removal of Monitoring Device from Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP002Z,Thoracic surgery,,"Removal of Monitoring Device from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP042Z,Thoracic surgery,,"Removal of Monitoring Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP80KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WP84KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT0KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT4KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPC0KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WPC4KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK0KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK4KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP00KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP04KZ,Thoracic surgery,,"Removal of Nonautologous Tissue Substitute from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP80YZ,Thoracic surgery,,"Removal of Other Device from Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WP84YZ,Thoracic surgery,,"Removal of Other Device from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT0YZ,Thoracic surgery,,"Removal of Other Device from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT4YZ,Thoracic surgery,,"Removal of Other Device from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPL0YZ,Thoracic surgery,,"Removal of Other Device from Left Lung, Open Approach"
THOR,ICD-10-PCS,0BPL4YZ,Thoracic surgery,,"Removal of Other Device from Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPB0YZ,Thoracic surgery,,"Removal of Other Device from Left Pleural Cavity, Open Approach"
THOR,ICD-10-PCS,0WPB4YZ,Thoracic surgery,,"Removal of Other Device from Left Pleural Cavity, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPC0YZ,Thoracic surgery,,"Removal of Other Device from Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WPC4YZ,Thoracic surgery,,"Removal of Other Device from Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPQ0YZ,Thoracic surgery,,"Removal of Other Device from Pleura, Open Approach"
THOR,ICD-10-PCS,0BPQ4YZ,Thoracic surgery,,"Removal of Other Device from Pleura, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPQ4YZ,Thoracic surgery,,"Removal of Other Device from Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPK0YZ,Thoracic surgery,,"Removal of Other Device from Right Lung, Open Approach"
THOR,ICD-10-PCS,0BPK4YZ,Thoracic surgery,,"Removal of Other Device from Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP90YZ,Thoracic surgery,,"Removal of Other Device from Right Pleural Cavity, Open Approach"
THOR,ICD-10-PCS,0WP94YZ,Thoracic surgery,,"Removal of Other Device from Right Pleural Cavity, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK0YZ,Thoracic surgery,,"Removal of Other Device from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK4YZ,Thoracic surgery,,"Removal of Other Device from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PM0YZ,Thoracic surgery,,"Removal of Other Device from Thymus, Open Approach"
THOR,ICD-10-PCS,07PM4YZ,Thoracic surgery,,"Removal of Other Device from Thymus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP00YZ,Thoracic surgery,,"Removal of Other Device from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP04YZ,Thoracic surgery,,"Removal of Other Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP801Z,Thoracic surgery,,"Removal of Radioactive Element from Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WP841Z,Thoracic surgery,,"Removal of Radioactive Element from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPL01Z,Thoracic surgery,,"Removal of Radioactive Element from Left Lung, Open Approach"
THOR,ICD-10-PCS,0BPL41Z,Thoracic surgery,,"Removal of Radioactive Element from Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPC01Z,Thoracic surgery,,"Removal of Radioactive Element from Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WPC41Z,Thoracic surgery,,"Removal of Radioactive Element from Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPQ41Z,Thoracic surgery,,"Removal of Radioactive Element from Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPK01Z,Thoracic surgery,,"Removal of Radioactive Element from Right Lung, Open Approach"
THOR,ICD-10-PCS,0BPK41Z,Thoracic surgery,,"Removal of Radioactive Element from Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP001Z,Thoracic surgery,,"Removal of Radioactive Element from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP041Z,Thoracic surgery,,"Removal of Radioactive Element from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP80JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WP84JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BPT0JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BPT4JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPB0JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Left Pleural Cavity, Open Approach"
THOR,ICD-10-PCS,0WPB4JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Left Pleural Cavity, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WPC0JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WPC4JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WP90JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Right Pleural Cavity, Open Approach"
THOR,ICD-10-PCS,0WP94JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Right Pleural Cavity, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,07PK0JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Thoracic Duct, Open Approach"
THOR,ICD-10-PCS,07PK4JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Thoracic Duct, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BP00JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Tracheobronchial Tree, Open Approach"
THOR,ICD-10-PCS,0BP04JZ,Thoracic surgery,,"Removal of Synthetic Substitute from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQM0ZZ,Thoracic surgery,,"Repair Bilateral Lungs, Open Approach"
THOR,ICD-10-PCS,0BQM4ZZ,Thoracic surgery,,"Repair Bilateral Lungs, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WQ80ZZ,Thoracic surgery,,"Repair Chest Wall, Open Approach"
THOR,ICD-10-PCS,0WQ84ZZ,Thoracic surgery,,"Repair Chest Wall, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQT0ZZ,Thoracic surgery,,"Repair Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BQT4ZZ,Thoracic surgery,,"Repair Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQB0ZZ,Thoracic surgery,,"Repair Left Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQB4ZZ,Thoracic surgery,,"Repair Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQJ0ZZ,Thoracic surgery,,"Repair Left Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BQJ4ZZ,Thoracic surgery,,"Repair Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQL0ZZ,Thoracic surgery,,"Repair Left Lung, Open Approach"
THOR,ICD-10-PCS,0BQL4ZZ,Thoracic surgery,,"Repair Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ70ZZ,Thoracic surgery,,"Repair Left Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ74ZZ,Thoracic surgery,,"Repair Left Main Bronchus, Percutaneous Endoscopic Approach"
