proc_code	description	base_name	component_name	count
LAB12505R	"SODIUM, 24-HR STOOL"	YSTNA3	COLLECTION DURATION	6
LAB12505R	"SODIUM, 24-HR STOOL"	YSTNA4	SODIUM CONCENTRATION	6
LABYTRYPS	TRYPSIN-LIKE IMMUNOREACTIVITY	YTRYP1	TRYPSIN-LIKE IMMUNOREACTIVITY	6
LABYUALDO	"ALDOSTERONE, URINE"	YUALD2	COLLECTION DURATION	6
LABYUCITR	"CITRATE EXCRETION, URINE"	YUCICN	CITRATE CONCENTRATION	6
LABYUCITR	"CITRATE EXCRETION, URINE"	YUCIUT	COLLECTION DURATION	6
LABYUOXAL	OXALATE URINE (TIMED)	YUOXCO	OXALATE CONCENTRATION	6
LABYUOXAL	OXALATE URINE (TIMED)	YUOXUT	COLLECTION DURATION	6
LABYZINCS	ZINC	ZINC	ZINC	6
10195R	HLA ORDER - WAIT LIST STATUS CHANGE	10049R	HLA LAB TESTING STATUS	5
10210R	HLA ORDER - DESENSITIZATION MONITORING POST IVIG	10049R	HLA LAB TESTING STATUS	5
LAB11373R	MARFAN(FBN1) SEQUENCING	11374R	MARFAN(FBN1) SEQUENCING	5
LAB11435R	CELIAC GENETICS	11499R	CELIAC GENETICS	5
LAB11615R	SODIUM BENZOATE LEVEL	11774R	SODIUM BENZOATE LEVEL	5
LAB11991R	"DNA EXTRACTION, NPL"	11992R	SPECIMEN	5
LAB11991R	"DNA EXTRACTION, NPL"	11993R	SPECIMEN ID	5
LAB11991R	"DNA EXTRACTION, NPL"	11995R	ORDER DATE	5
LAB11991R	"DNA EXTRACTION, NPL"	11996R	COMMENT	5
LAB11991R	"DNA EXTRACTION, NPL"	11998R	REVIEWED BY	5
LAB11991R	"DNA EXTRACTION, NPL"	11999R	RELEASE DATE	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12448R	ACCESSION NUMBER	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12449R	REFERRING PATH-PHYSICIAN	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12450R	REF PATH-PHYS ADDRESS	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12451R	PLACE OF DEATH	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12452R	DATE AND TIME OF DEATH	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12453R	DATE OF AUTOPSY	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12454R	SPECIMEN	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12455R	MATERIAL	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12456R	TISSUE DESCRIPTION	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12457R	MICROSCOPIC DESCRIPTION	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12458R	CLINICAL HISTORY	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12459R	FINAL DIAGNOSIS	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12460R	FINAL DIAGNOSIS	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12461R	COMMENT	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12462R	REVISION DESCRIPTION	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12463R	SIGNING PATHOLOGIST	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12464R	SPECIAL PROCEDURES	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12465R	SP SIGNING PATHOLOGIST	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12466R	PREVIOUS REPORT FOLLOWS	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12467R	ADDENDUM	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12468R	ADDENDUM COMMENT	5
LAB12447R	AP SPECIAL STUDIES REVIEW	12469R	ADDENDUM PATHOLOGIST	5
LAB12645R	"COMPLEMENT, ALTERNATE PATHWAY"	12644R	"COMPLEMENT, ALTERNATE PATHWAY"	5
LAB12651R	HYPERTROPHIC CARDIOMYOPATHY PAN	12650R	HYPERTROPHIC CARDIOMYOPATHY PANEL	5
LAB13000R	AMINOLEVULINIC ACID 24HR UR	12683R	"CREATININE, URINE MG/DL"	5
LAB13000R	AMINOLEVULINIC ACID 24HR UR	12684R	"CREATININE, URINE MG/DAY"	5
LAB13000R	AMINOLEVULINIC ACID 24HR UR	12685R	AMINOLEVULINIC ACID UMO/L	5
LAB13000R	AMINOLEVULINIC ACID 24HR UR	12686R	AMINOLEVULINIC ACID UMOL/DAY	5
LAB13000R	AMINOLEVULINIC ACID 24HR UR	12687R	HOURS COLLECTED	5
LAB13000R	AMINOLEVULINIC ACID 24HR UR	12688R	TOTAL VOLUME	5
LAB12723R	"ADENOSINE DEAMINASE, PERITONEAL"	12722R	"ADENOSINE DEAMINASE, PERITONEAL"	5
LAB12774R	MOTOR NEUROPATHY AB SCREEN	12775R	CO-GM1 QUATTRO	5
LAB12790R	CYSTATIN C WITH ESTIMATED GFR	12789R	EGFR BY CYSTATIN C	5
LAB12790R	CYSTATIN C WITH ESTIMATED GFR	12805R	CYSTATIN C	5
10295R	HLA - AUTO T FLOW CROSSMATCH	9084R	SERUM DESCRIPTION 1	5
10295R	HLA - AUTO T FLOW CROSSMATCH	9091R	SERUM DATE 3	5
10295R	HLA - AUTO T FLOW CROSSMATCH	9093R	MCS 3	5
10300R	HLA - AUTO B FLOW CROSSMATCH	9105R	SERUM DESCRIPTION 1	5
10300R	HLA - AUTO B FLOW CROSSMATCH	9112R	SERUM DATE 3	5
10300R	HLA - AUTO B FLOW CROSSMATCH	9114R	MCS 3	5
10305R	HLA - ALLO T FLOW CROSSMATCH	9131R	SERUM DESCRIPTION 1	5
10310R	HLA - ALLO B FLOW CROSSMATCH	9161R	SERUM DESCRIPTION 1	5
10315R	HLA - ALLO T CDC CROSSMATCH	9196R	PATIENT\'S SERUM 2 DESCRIPTION	5
10315R	HLA - ALLO T CDC CROSSMATCH	9207R	INTERPRETATION/ COMMENTS	5
10350R	HLA - IN VITRO IVY INHIBITION ASSAY	9341R	POSSIBLE HLA ANTIBODIES FOR CLASS II	5
10360R	HLA - MONITORING BY C1Q	9384R	POSSIBLE HLA ANTIBODIES FOR C1Q CLASS I FOR CURRENT	5
10360R	HLA - MONITORING BY C1Q	9391R	INTERPRETATION/ COMMENTS CLASS I	5
10360R	HLA - MONITORING BY C1Q	9404R	INTERPRETATION/ COMMENTS CLASS II	5
10295R	HLA - AUTO T FLOW CROSSMATCH	9597R	RESULT 3	5
10300R	HLA - AUTO B FLOW CROSSMATCH	9602R	RESULT 3	5
10360R	HLA - MONITORING BY C1Q	9624R	REFERENCE SERUM DATE	5
10360R	HLA - MONITORING BY C1Q	9625R	REFERENCE SERUM DESCRIPTION	5
LAB12399R	ACETYLCHOLINE MODULATING AB	ACRMOD	ACETYLCHOLINE MODULATING AB	5
LABADVQT	"ADENOVIRUS REAL TIME PCR,QUANTITATIVE"	ADPCR1	ADENVIRUS DNA	5
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	AFIBTADTIT	AFIB TACHY ZONE DETECTION INTERVAL	5
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ALERT	ALERT	5
LABMALL1	MISCELLANEOUS ALLERGEN 1	ALL1	ALLERGEN	5
LAB11139R	CARDIAC REJECTION RISK	ALLO	ALLOMAP	5
LABMALL1	MISCELLANEOUS ALLERGEN 1	ALLR1	ALLERGEN RESULT	5
LABTTRMET	AMYLOIDOSIS DNA TITER	AMYLDO	TTR AMYLOIDOSIS DNA	5
LAB11072R	APO A1	APOA1	APOLIPOPROTEIN A1	5
LABHMET	"HEAVY METALS SCREEN, BLOOD"	ARSENIC	ARSENIC	5
LABARSAL	"ARYLSULFATASE A, LEUKOCYTES"	ARYLSA	"ARYLSULFATASE A, LEUK"	5
LABBARSAB	BARTONELLA SPECIES AB	BQIGGT	B.QUINTANA IGG TITER	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQCO	COMMENT	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQDI	DISCLAIMER	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQDX	CLINICAL INDICATION	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQET	ETHNICITY (PROVIDED BY MD)	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQIN	INTERPRETATION	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQMD	INTERPRETED BY	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQME	METHOD	5
LABBTHSQ	BETA THALASSEMIA SEQUENCING	BSQRE	RESULT	5
LABHMET	"HEAVY METALS SCREEN, BLOOD"	CADMIUM	CADMIUM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	CAN10	CANDIDA 1:10 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	CAN100	CANDIDA 1:100 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	CAN50	CANDIDA 1:50 CPM	5
LABCCP	ANTI CCP	CCPINT	INTERPRETATION	5
LABCCP	ANTI CCP	CCPR	ANTI CCP ANTIBODY	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	CNDINT	CANDIDA INTERPRETATION	5
LABBMS	BMT STERILITY SAMPLE	CULT	CULT/OTHER RSLT:	5
LABFUNIDS	FUNGAL ID BY SEQUENCING	CULT	CULT/OTHER RSLT:	5
LABTMONA	TRICHOMONAS EXAM	CULT	CULT/OTHER RSLT:	5
LABTBP71	TRANSFUSION BLOOD PRODUCT 72	DI	ISSUE DATE/TIME	5
LABTBP72	TRANSFUSION BLOOD PRODUCT 73	DI	ISSUE DATE/TIME	5
LABTBP75	TRANSFUSION BLOOD PRODUCT 76	DI	ISSUE DATE/TIME	5
LABTBP76	TRANSFUSION BLOOD PRODUCT 77	DI	ISSUE DATE/TIME	5
LABTBP77	TRANSFUSION BLOOD PRODUCT 78	DI	ISSUE DATE/TIME	5
LABDT	DIPHTHERIA AND TETANUS AB IGG	DIPHT	"DIPTHERIA AB , IGG"	5
LAB11112R	DONOR TOXOPLASMA AB	DTOXOM	DONOR TOXO IGM	5
LABCD3F	"CD3, FLUID"	FCD3AB	"CD3 (T), ABS., FLD"	5
LABCD3F	"CD3, FLUID"	FCD3PC	"CD3 (T) %, FLD"	5
LABCD3F	"CD3, FLUID"	FCSOUR	SOURCE	5
LAB12796R	FLUCONAZOLE LEVEL	FLUCOZ	FLUCONAZOLE	5
LABYT7P	FREE THYROXINE INDEX	FT4INDEX	FREE THYROXINE INDEX	5
LABYGADAB	GLUTAMIC ACID DECARBOXY AB	GAD65AB	GAD65 ANTIBODY	5
LABHBSQT	ANTI HBS QUANT	HBSAB	"HBS ANTIBODY, S"	5
LABHBSQT	ANTI HBS QUANT	HBSABQUAL	"HBS ANTIBODY,QUANTITATIVE, S"	5
LABVP5	COMP HEPATITIS PANEL	HBSAIN	INTERPRETATION	5
LABVP5	COMP HEPATITIS PANEL	HBSAQL	HEP B SURF AB QUAL	5
LABVP5	COMP HEPATITIS PANEL	HBSAQT	HEP B SURF AB QUANT	5
LABVP5	COMP HEPATITIS PANEL	HBSINT	INTERPRETATION	5
LABVP5	COMP HEPATITIS PANEL	HBSR	HEP B SURFACE ANTIGEN	5
LABVP5	COMP HEPATITIS PANEL	HBTINT	INTERPRETATION	5
LABVP5	COMP HEPATITIS PANEL	HBTR	ANTI-HBC ANTIBODY	5
EXTHCT	EXTERNAL HCT	HCT	EXTERNAL HCT	5
LABVP5	COMP HEPATITIS PANEL	HCVI	INTERPRETATION	5
LABVP5	COMP HEPATITIS PANEL	HCVR	ANTI-HCV	5
LABFHHV7	HERPES VIRUS 7 IGG AND IGM AB	HERPG	"HERPESVIRUS 7 AB, IGG"	5
LABFHHV7	HERPES VIRUS 7 IGG AND IGM AB	HERPM	"HERPESVIRUS 7 AB, IGM"	5
LABYHISTA	"HISTAMINE, SERUM"	HISTP	HISTAMINE	5
LABMALL1	MISCELLANEOUS ALLERGEN 1	I1	INTERPRETATION	5
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	ICDBRAVMAX	BRADY ADAPTIVE AV RATE MAXIMUM	5
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDBRMAXRT	BRADY MAX. SENSOR RATE	5
210993279	"PM DEVICE EVAL,SNGL,W/REPROGRAMMING"	ICDBRMDACR	BRADY MODULATION ACCELERATION REACTION	5
210993279	"PM DEVICE EVAL,SNGL,W/REPROGRAMMING"	ICDBRMDDCR	BRADY MODULATION DECELERATION RECOVERY	5
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	ICDBRMDSLP	BRADY MODULATION SLOPE	5
210993279	"PM DEVICE EVAL,SNGL,W/REPROGRAMMING"	ICDBRMDTHR	BRADY MODULATION THRESHOLD	5
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDDTATPAT	ICD DETECTIONS AND TREATMENTS ATP EPISODES ATRIAL	5
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	ICDDTATRFL	ICD DETECTIONS AND TREATMENTS ATRIAL FLUTTER	5
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDDTATRFL	ICD DETECTIONS AND TREATMENTS ATRIAL FLUTTER	5
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDDTSKAVT	ICD DETECTIONS AND TREATMENTS SHOCKS ABORTED VENT	5
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDDTSKDVT	ICD DETECTIONS AND TREATMENTS SHOCKS DELIVERED VENT	5
LAB12838R	INSULIN-LIKE GROWTH FACTOR 1	IGF	INSULIN-LIKE GROWTH FACTOR 1	5
LABYANTIN	INSULIN ANTIBODIES	INSAB	"INSULIN ABS, SERUM"	5
LABHMET	"HEAVY METALS SCREEN, BLOOD"	LEAD	LEAD	5
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	LEADALERT	LEAD ALERT	5
LABLEMSAB	LEMS AUTOAB	LEMS	LEMS AUTOANTIBODY	5
LABCD3F	"CD3, FLUID"	LYMABFLD	"LYMPHOCYTES, ABS., FLD"	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMCOB	COMMENT	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMDIB	DISCLAIMER	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMDXB	CLINICAL INDICATION	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMINB	INTERPRETATION	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMMDB	INTERPRETED BY	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMMEB	METHOD	5
LABMGMTB	"MGMT, METHYLATION SPECIFIC PCR, BLOOD"	MGMREB	RESULT	5
LABADIFFS	DIFFERENTIAL AND SLIDE REVIEW	MORPH	MORPHOLOGY	5
LABADIFF	DIFFERENTIAL	MYEL	MYELOCYTES	5
LABADIFF	DIFFERENTIAL	NRBC	NRBC/100WBC	5
LAB11051R	OLANZAPINE LEVEL	OLANZ	OLANZAPINE	5
LABPAI1AT	PAI-1 ACTIVITY	PAI1T	PAI-1 ACTIVITY	5
IMG1PTCA	CAR PTCA EACH ADDITIONAL VESSEL	PDF	PDF RESULT	5
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	PMDEVIMPDT	PM DEVICE IMPLANT DATE	5
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	PMRALDUNIM	PM RA LEAD UNIPOLAR IMPEDANCE	5
210993279	"PM DEVICE EVAL,SNGL,W/REPROGRAMMING"	PMTLBATIMP	PM TELEMETRY BATTERY IMPEDANCE	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	PPD100	PPD 1:100 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	PPD200	PPD 1:200 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	PPD400	PPD 1:400 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	PPD50	PPD 1:50 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	PPD800	PPD 1:800 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	PPDINT	PPD INTERPRETATION	5
LABTBP86	TRANSFUSION BLOOD PRODUCT 87	PRO	PRODUCT ID  	5
LABTBP87	TRANSFUSION BLOOD PRODUCT 88	PRO	PRODUCT ID  	5
LABTBP88	TRANSFUSION BLOOD PRODUCT 89	PRO	PRODUCT ID  	5
LABTBP89	TRANSFUSION BLOOD PRODUCT 90	PRO	PRODUCT ID  	5
LAB11055R	PROPAFENONE LEVEL	PROPAF	PROPAFENONE	5
LABPSAU	POST-THERAPY PSA	PSAU	POST-THERAPY PSA	5
LABPT12	PROTHROMBIN FRAGMENT 1 AND 2	PTFR12	PROTHROMBIN FRAG 1+2	5
LABBCGMIS	BIOCHEM GENETIC MISCELLANEOUS TEST	RESUL8	RESULT	5
LABBBPRH	RHO(D) IMMUNE GLOB (RHOGAM)	RHSTA	RHOGAM PRODUCT STATUS	5
10195R	HLA ORDER - WAIT LIST STATUS CHANGE	RINFO	TO FIND RESULT:	5
10210R	HLA ORDER - DESENSITIZATION MONITORING POST IVIG	RINFO	TO FIND RESULT:	5
LABBCGMIS	BIOCHEM GENETIC MISCELLANEOUS TEST	RLAB8	REFERENCE LAB	5
LABRPRQT	RPR QUANTITATIVE	RPRT	RESULT	5
LABBMS	BMT STERILITY SAMPLE	RPT	RPT	5
LABFUNIDS	FUNGAL ID BY SEQUENCING	RPT	RPT	5
LABTMONA	TRICHOMONAS EXAM	RPT	RPT	5
LABCD3F	"CD3, FLUID"	RTFDA2	NOTE	5
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	RVBRSENR	RV BRADY SENSING REFRACTORY PERIOD	5
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	RVTHRSENAM	RV THRESHOLD SENSING AMPLITUDE	5
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	RVTHRSENPO	RV THRESHOLD SENSING POLARITY	5
LABBMS	BMT STERILITY SAMPLE	SDES	SPECIMEN	5
LABFUNIDS	FUNGAL ID BY SEQUENCING	SDES	SPECIMEN	5
LABTMONA	TRICHOMONAS EXAM	SDES	SPECIMEN	5
LABFSPG	"SPECIFIC GRAVITY, FLUID"	SGFLTY	SOURCE	5
LABTBP86	TRANSFUSION BLOOD PRODUCT 87	SI	<<STATUS>>  	5
LABTBP87	TRANSFUSION BLOOD PRODUCT 88	SI	<<STATUS>>  	5
LABTBP88	TRANSFUSION BLOOD PRODUCT 89	SI	<<STATUS>>  	5
LABTBP89	TRANSFUSION BLOOD PRODUCT 90	SI	<<STATUS>>  	5
LABADIFF	DIFFERENTIAL	SIGNIF	SIGNIFICANT ABNORMALITIES	5
LABADIFFS	DIFFERENTIAL AND SLIDE REVIEW	SLREV	SLIDE REVIEW	5
210993284	"ICD DEVICE EVAL,BIV,W/REPROGRAMMING"	SLWVTTAZNS	SLOWVT TACHY ZONE SUDDEN ONSET CRITERIA	5
LABADVQT	"ADENOVIRUS REAL TIME PCR,QUANTITATIVE"	SOUR10	SOURCE	5
LABBCGMIS	BIOCHEM GENETIC MISCELLANEOUS TEST	SPCTY	SPECIMEN TYPE	5
LABTBP40	TRANSFUSION BLOOD PRODUCT 41	SPEXP	SPECIMEN EXPIRATION DATE/TIME	5
LABFSPG	"SPECIFIC GRAVITY, FLUID"	SPGFLD	"SPECIFIC GRAVITY, FLUID"	5
LABBMS	BMT STERILITY SAMPLE	SREQ	COMMENTS	5
LABFUNIDS	FUNGAL ID BY SEQUENCING	SREQ	COMMENTS	5
LABTMONA	TRICHOMONAS EXAM	SREQ	COMMENTS	5
LABT1114	"T(11	14) BY PCR"	T11CT	COMMENT	5
LABT1114	"T(11	14) BY PCR"	T11DS	DISCLAIMER	5
LABT1114	"T(11	14) BY PCR"	T11DX	CLINICAL INDICATION	5
LABT1114	"T(11	14) BY PCR"	T11MD	INTERPRETED BY	5
LABT1114	"T(11	14) BY PCR"	T11MT	METHOD	5
LABT1114	"T(11	14) BY PCR"	T11RS	RESULT	5
LABYT7P	FREE THYROXINE INDEX	T4	"THYROXINE, TOTAL"	5
LABUALBT	"ALBUMIN, URINE (TIMED)"	TALBU	ALBUMIN EXCRETION	5
LABBCGMIS	BIOCHEM GENETIC MISCELLANEOUS TEST	TEST8	TEST NAME	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	TET1K	TETANUS 1:1000 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	TET2K	TETANUS 1:2000 CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	TET5K	TETANUS 1:5000 CPM	5
LABDT	DIPHTHERIA AND TETANUS AB IGG	TETAN	"TETANUS AB , IGG"	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	TETINT	TETANUS INTERPRETATION	5
LAB11057R	TNF	TNF	TUMOR NECROSIS FTR	5
LABTOXATP	"TOXO AB TRANSPLANT PNL, SERUM"	TOXDES	TEST DESCRIPTION	5
LABTOXATP	"TOXO AB TRANSPLANT PNL, SERUM"	TOXGQL	IGG RESULT	5
LABTOXATP	"TOXO AB TRANSPLANT PNL, SERUM"	TOXGQT	IGG LEVEL	5
LABTOXATP	"TOXO AB TRANSPLANT PNL, SERUM"	TOXMQL	IGM RESULT	5
LABTOXATP	"TOXO AB TRANSPLANT PNL, SERUM"	TOXMQT	IGM LEVEL	5
LAB11058R	TRAZODONE LEVEL	TRAZO	TRAZODONE	5
LABUALBT	"ALBUMIN, URINE (TIMED)"	UALB	"ALBUMIN, URINE"	5
LABTBP77	TRANSFUSION BLOOD PRODUCT 78	UBT	UNIT BLOOD TYPE  	5
LABTBP78	TRANSFUSION BLOOD PRODUCT 79	UBT	UNIT BLOOD TYPE  	5
LABTBP79	TRANSFUSION BLOOD PRODUCT 80	UBT	UNIT BLOOD TYPE  	5
LABTBP80	TRANSFUSION BLOOD PRODUCT 81	UBT	UNIT BLOOD TYPE  	5
LABTBP81	TRANSFUSION BLOOD PRODUCT 82	UBT	UNIT BLOOD TYPE  	5
LABTBP82	TRANSFUSION BLOOD PRODUCT 83	UBT	UNIT BLOOD TYPE  	5
LABUELP	"ELECTROLYTE PANEL, URINE W/O CREATININE"	UCL	"CHLORIDE, URINE"	5
LABUELP	"ELECTROLYTE PANEL, URINE W/O CREATININE"	UK	"POTASSIUM, URINE"	5
LAB12811R	"MYOGLOBIN, URINE"	UMYOG	"MYOGLOBIN, URINE"	5
LABUELP	"ELECTROLYTE PANEL, URINE W/O CREATININE"	UNA	"SODIUM, URINE"	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	UNCAN	UNSTIMULATED CPM	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	UNPPD	UNSTIMULATED CPM	5
LABTBP77	TRANSFUSION BLOOD PRODUCT 78	UNT	UNIT NUMBER  	5
LABTBP78	TRANSFUSION BLOOD PRODUCT 79	UNT	UNIT NUMBER  	5
LABTBP79	TRANSFUSION BLOOD PRODUCT 80	UNT	UNIT NUMBER  	5
LABTBP80	TRANSFUSION BLOOD PRODUCT 81	UNT	UNIT NUMBER  	5
LABTBP81	TRANSFUSION BLOOD PRODUCT 82	UNT	UNIT NUMBER  	5
LABTBP82	TRANSFUSION BLOOD PRODUCT 83	UNT	UNIT NUMBER  	5
LABLAS	LYMPHOCYTE AG STIMULATION SCREEN	UNTET	UNSTIMULATED CPM	5
LABUALBT	"ALBUMIN, URINE (TIMED)"	UT35	COLLECTION PERIOD	5
LABTBP25	TRANSFUSION BLOOD PRODUCT 26	VL	PRODUCT VOLUME	5
LABTBP33	TRANSFUSION BLOOD PRODUCT 34	VL	PRODUCT VOLUME	5
LABTBP36	TRANSFUSION BLOOD PRODUCT 37	VL	PRODUCT VOLUME	5
LABLPD	LIPID PANEL WITH DIRECT LDL	VLDL	VLDL (CALCULATED)	5
LABUALBT	"ALBUMIN, URINE (TIMED)"	VOL35	VOLUME	5
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	VSLWVTTDTD	VSLOWVT TACHY ZONE DETECTION DURATION	5
LABPANWBC	WBC COUNT	WBC	WBC	5
LABCD3F	"CD3, FLUID"	WBCFLD	"WBC COUNT, FLD"	5
LABTBP61	TRANSFUSION BLOOD PRODUCT 62	XMR	UNIT CROSSMATCH  	5
LABTBP69	TRANSFUSION BLOOD PRODUCT 70	XMR	UNIT CROSSMATCH  	5
LABTBP70	TRANSFUSION BLOOD PRODUCT 71	XMR	UNIT CROSSMATCH  	5
LABTBP71	TRANSFUSION BLOOD PRODUCT 72	XMR	UNIT CROSSMATCH  	5
LABTBP72	TRANSFUSION BLOOD PRODUCT 73	XMR	UNIT CROSSMATCH  	5
LABTBP73	TRANSFUSION BLOOD PRODUCT 74	XMR	UNIT CROSSMATCH  	5
LAB12066R	CRMP-5-IGG WESTERN BLOT	YCRMP	CRMP-5-IGG WESTERN BLOT	5
LABYFUN	"UREA NITROGEN, FLUID"	YFLSC1	FLUID TYPE	5
LABYRS	RSV IGG AND IGM AB	YRS2	"RSV AB, IGG"	5
LABYRS	RSV IGG AND IGM AB	YRS3	"RSV AB, IGM"	5
LAB12503R	"POTASSIUM, 24-HR STOOL"	YSTK3	"POTASSIUM, 24-HR STOOL"	5
LAB12503R	"POTASSIUM, 24-HR STOOL"	YSTK4	POTASSIUM CONCENTRATION	5
LABYT7P	FREE THYROXINE INDEX	YT7P2	T-UPTAKE %	5
LAB11229R	"METANEPHRINE,FRACT,RANM U"	YUMEUT	COLLECTION DURATION	5
10110R	HLA ORDER - FLOW AUTO CROSSMATCH	10049R	HLA LAB TESTING STATUS	4
10135R	HLA ORDER - SCHEDULED SCREENING KIT BILLING	10049R	HLA LAB TESTING STATUS	4
LABHHV6QT	"HERPES VIRUS 6 DNA, QUANT"	11154R	SOURCE	4
LABHHV6QT	"HERPES VIRUS 6 DNA, QUANT"	11155R	"HERPES VIRUS 6 DNA, QUANT"	4
LAB12772R	ENCEPHALITIS AB SCREEN	11639R	ENCEPHALITIS AB SCREEN	4
LAB11606R	CYTOCHROME P450 2D6 GENOTYPE	11758R	CYP2D6 GENOTYPE	4
LAB11606R	CYTOCHROME P450 2D6 GENOTYPE	11759R	REVIEWED BY	4
LABYGDA	"DRUG SCREEN, FLUIDS"	11829R	DRUGS DETECTED:	4
LABYGDA	"DRUG SCREEN, FLUIDS"	11830R	SOURCE	4
LAB11899R	"N. GONORRHOEAE RNA, RECTAL"	11900R	"N.GONORRHOEAE RNA,RECTAL"	4
LAB11991R	"DNA EXTRACTION, NPL"	11994R	SOURCE	4
LAB11991R	"DNA EXTRACTION, NPL"	11997R	AMENDMENT	4
LABFQFVR	COXIELLA BURNETII AB	12015R	Q FEVER IGM PHASE LI TITER	4
LABFCLAB	CHLAMYDIA TRACHOMATIS SEROLOGY FOR OCCULT S	12428R	INTERPRETATION	4
LAB12853R	"EVEROLIMUS, BLOOD"	12500R	DATE OF LAST DOSE	4
LAB12853R	"EVEROLIMUS, BLOOD"	12501R	TIME OF LAST DOSE	4
LAB12853R	"EVEROLIMUS, BLOOD"	12502R	"DOSE, MG"	4
LAB12507R	IBD SGI DIAGNOSTIC	12508R	IBD SGI DIAGNOSTIC	4
LAB12548R	"SIROLIMUS, BLOOD (HPLC-MS MS)"	12552R	"SIROLIMUS, BLOOD"	4
LAB12664R	"NTX TELOPEPTIDE, URINE"	12661R	NTX	4
