base_name	description	display_name	count
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -*2 units PRBC	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -1 unit FFP	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -1 unit Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -1Use one of the following orders for Lab Transfusion Services:	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 EDTA tubes.Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 U PRBCs	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 units for OR Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 units of PRBC, on call in the OR Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 units of PRBC\'s	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 units PRBCs	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -2 units rbcs Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -4 units FFP 4 units PRBC For surgery 11/25/2013 Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -A	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -ARVI, lavender top	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Autologous unit only REMOVE this order, it is for your information only.     Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -baUse one of the following orders for Lab Transfusion Services:	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Blood type verification	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Blood Verification	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	"Use Order Set for Lab Transfusion -Check HCT 8 hours after end of surgery.  If HCT 26-30, transfuse 1 U PRBC	  if HCT 22-26 transfuse 2 U PRBC	 if HCT < 22 transfuse 2 U PRBC and call PAMF orthopedist on call."	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Cross-match 2U PRBC	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Drop in Hb after the procedure (PPM implant).	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -FFP	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -FFP 2 units	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -For OR tomorrow    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -For PRBC 2 units during dialysis	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -For surgery scheduled 7/27/12	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -HOLD prbc 2 units	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Keep ahead 2 units of pRBC and 2 units of platelets	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Keep ahead 2 units PRBC	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Low h/h    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Low hct, 2 unit of prbc Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -On call to OR Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Platelet and PRBC for every Monday and Friday, possible transfusion	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please draw 2 EDTA tubes. Thanks.  Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please have 2 units of FFP available for transfusion for OR. Thank you.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please have 2 units of PRBC ready and on hold in preparation for surgery tomorrow. Thanks.  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please hold 2 10-packs of platelets for possible operation in the OR	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please hold 4-units of blood for the OR	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	"Use Order Set for Lab Transfusion -Please hold 4 UNITS PRBC for pt	 actively bleeding    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  "	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please hold FFP STAT	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please keep 2 units of platelets available typed and cross ahead	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please keep ahead 4 UNITS pRBC.    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please send 1 prbc	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please stat type and cross upon arrival to PACU	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please transfuse 1unit aulologous blood this am	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Please transfuse autologous Blood  Thank You Matt Bernard MD 13515	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -PLEASE TYPE AND CROSS, 2 UNITS READY FOR OPERATING ROOM, STAT ORDER IN PREOP AREA Use one of the following orders for Lab Transfusion Services:	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Possible platelet transfusion pre and post-op	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -PRBC x1 Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Prepare 1 unit of PRBC for transfusion ASAP. Thank you.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Pt going to OR now	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -REMOVE this order, it is for your information only	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -REMOVE this order, it is for your information only    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -REMOVE this order, it is for your information only.    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -REMOVE this order, it is for your information only.  Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -STAT PLEASE      	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -To do on Sunday (7/14/2013): type and cross for TWO UNITS please. Thanks.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -tpe and cross 4 units of blood please	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -transfuse  1 unit of FFP now and  1unit on hold for procedure	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1  Unit packed red blood cells	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 pRBC    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 unit	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 unit cryoprecipitate	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 unit of PRBC  . Give  Blood  Over  2 hours.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 unit packed red blood cells    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 unit PRBC now for postop Hct of 28.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 1 unit PRBC\'s	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 Units FFP	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 units Fresh Frozen plasma	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 units of FFP	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 units of PRBC over 2 hours each bag.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 units of PRBC.      	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 units PRBC over 2 hrs each	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse 2 units RBC  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse one unit platelet, irradiated leukoreduced.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse platelet 1 unit	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse platelet concentrate 1 unit Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse platelets	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse RBC  1 unit	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse second unit of packed red cells in PACU    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Transfuse stat RBC\'s and FFP	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Two units please	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type &  Cross. For 2 units RBC.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type & Cross for 3UPRBC    Use this Lab Transfusion Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARD  	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross 2 untis PRBC	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross for 2 units  Packed cells and plasma      	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross for 2 units RBC\'s	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and Cross for 4.	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross in anticipation of pelvic surgery with orthopaedics tomorrow.   	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and Cross match  2 units PRBC	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and Cross one unit PRBCs	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross only	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross please	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and cross: Hold 2 units PRBCs. Going to OR for exploratory laparotomy with colorectal surgery 2/8/11	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and screen pending surgery	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and screen pending surgery please	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and screen please prior to surgery	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Type and scrren prior to surgery please	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Use one of the following orders for Lab Transfusion Services: a	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Use one of the following orders for Lab Transfusion Services: b Autologous blood, Type and Cross 1 unit	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Use one of the following orders for Lab Transfusion Services: Process as STAT pt to go to OR today	1
LABUSEOSTS	USE ORDER SET FOR LAB TRANSFUSION	Use Order Set for Lab Transfusion -Usn Services order set:  (1049) IP LAB TRANSFUSION SERVICE, STANDARDe this Lab Transfusio	1
LABUSPG	SPECIFIC GRAVITY, URINE	Specific Gravity, Urine	11422
LABUSPG	SPECIFIC GRAVITY, URINE		8162
LABUSPG	SPECIFIC GRAVITY, URINE	SPECIFIC GRAVITY, URINE	4465
LABUTHI	THIOCYANATE, URINE (RANDOM)	Thiocyanate, Urine (Random)	6
LABUTHI	THIOCYANATE, URINE (RANDOM)		2
LABUTP	PROTEIN, URINE (TIMED)	Protein, Urine (Timed)	1116
LABUTP	PROTEIN, URINE (TIMED)		320
LABUTP	PROTEIN, URINE (TIMED)	Protein, Urine (Timed)(24 hour)	6
LABUTPRAN	PROTEIN WITH CREATININE, URINE (RANDOM)	Protein with Creatinine, Urine (Random)	2957
LABUTPRAN	PROTEIN WITH CREATININE, URINE (RANDOM)		738
LABUTPRAN	PROTEIN WITH CREATININE, URINE (RANDOM)	Protein with Creat, Urine (Random)	28
LABUUN	UREA WITH CREATININE, URINE (RANDOM)	Urea with Creatinine, Urine (Random)	2728
LABUUN	UREA WITH CREATININE, URINE (RANDOM)		1058
LABUUN	UREA WITH CREATININE, URINE (RANDOM)	Urea with Creat, Urine (Random)	92
LABUUNT	UREA NITROGEN, URINE (TIMED)	Urea Nitrogen, Urine (Timed)	1715
LABUUNT	UREA NITROGEN, URINE (TIMED)		316
LABUURIC	URIC ACID WITH CREATININE, URINE (RANDOM)	Uric Acid With Creatinine, Urine (Random)	27
LABUURIC	URIC ACID WITH CREATININE, URINE (RANDOM)		12
LABUURIC	URIC ACID WITH CREATININE, URINE (RANDOM)	Uric Acid With Creat, Urine (Random)	6
LABUURICT	URIC ACID, URINE (TIMED)	Uric Acid, Urine (Timed)	22
LABUURICT	URIC ACID, URINE (TIMED)		8
LABUVH	VMA AND HVA	VMA And HVA	54
LABUVH	VMA AND HVA		24
LABUVMA	VANILLYMANDELIC ACID, URINE	Vanillymandelic Acid, Urine	66
LABVANPOL	VANCOMYCIN PEAK LEVEL	Vancomycin Peak Level	400
LABVANPOL	VANCOMYCIN PEAK LEVEL		52
LABVANPOL	VANCOMYCIN PEAK LEVEL	Vancomycin, Peak	10
LABVANPOL	VANCOMYCIN PEAK LEVEL	Vancomycin, peak	1
LABVANPRL	VANCOMYCIN TROUGH LEVEL	Vancomycin Trough Level	84928
LABVANPRL	VANCOMYCIN TROUGH LEVEL		8482
LABVANPRL	VANCOMYCIN TROUGH LEVEL	Vancomycin, Trough	591
LABVANPRL	VANCOMYCIN TROUGH LEVEL	Vancomycin, trough	5
LABVANUNL	VANCOMYCIN SINGLE DAILY DOSE LEVEL	Vancomycin Single Daily Dose Level	5165
LABVANUNL	VANCOMYCIN SINGLE DAILY DOSE LEVEL		1292
LABVANUNL	VANCOMYCIN SINGLE DAILY DOSE LEVEL	VANCOMYCIN SINGLE DAILY DOSE LEVEL	191
LABVANUNL	VANCOMYCIN SINGLE DAILY DOSE LEVEL	Vancomycin, Single Daily Dose	63
LABVANUNL	VANCOMYCIN SINGLE DAILY LEVEL	Vancomycin Single Daily Level	8
LABVBG	BLOOD GASES, VENOUS	Blood Gases, Venous	85094
LABVBG	BLOOD GASES, VENOUS		12038
LABVCAIGG	EBV VIRAL CAPSID ANTIGEN IGG	EBV VIRAL CAPSID ANTIGEN IgG	124
LABVCAIGG	EB VIRAL CAPSID AG IGG AB		33
LABVCAIGG	EBV VIRAL CAPSID ANTIGEN IGG		4
LABVCAIGG	EB VIRAL CAPSID AG IGG AB	EB Viral Capsid Ag IgG Ab	1
LABVCAIGM	EBV VIRAL CAPSID ANTIGEN IGM	EBV VIRAL CAPSID ANTIGEN IgM	138
LABVCAIGM	EB VIRAL CAPSID AG IGM AB		33
LABVCAIGM	EBV VIRAL CAPSID ANTIGEN IGM		4
LABVCUL	VIRAL CULTURE		3426
LABVCUL	VIRAL CULTURE	Viral Culture	1555
LABVCUL	VIRAL CULTURE	Viral Culture, CSF	578
LABVCUL	VIRAL CULTURE	Viral culture	128
LABVCUL	VIRAL CULTURE	Viral Culture, Bronchoalveolar lavage	96
LABVCUL	VIRAL CULTURE	Viral Culture, Pleural Fluid	68
LABVCUL	VIRAL CULTURE	Viral Culture, Pericardial Fluid	16
LABVCUL	VIRAL CULTURE	Viral Culture, Peritoneal Fluid	10
LABVCUL	VIRAL CULTURE	Viral Culture, Bone Marrow (ACD, Citrate or EDTA)	8
LABVCULF	VIRAL CULTURE, FLUID	VIRAL CULTURE, FLUID	216
LABVCULF	VIRAL CULTURE, FLUID	Viral Culture CSF	31
LABVCULO	VIRAL CULTURE, OCULAR	VIRAL CULTURE, OCULAR	36
LABVCULR	VIRAL CULTURE, RESPIRATORY	VIRAL CULTURE, RESPIRATORY	638
LABVCULS	VIRAL CULTURE, STOOL/RECTAL	VIRAL CULTURE, STOOL/RECTAL	187
LABVCULT	VIRAL CULTURE, TISSUE	VIRAL CULTURE, TISSUE	608
LABVCULU	VIRAL CULTURE, URINE	VIRAL CULTURE, URINE	4
LABVD25H	VITAMIN D, 25-HYDROXYVITAMIN	Vitamin D, 25-Hydroxyvitamin	2646
LABVD25H	VITAMIN D, 25-HYDROXYVITAMIN		90
LABVHHA	VH HYPERMUTATION ASSAY	VH Hypermutation Assay	26
LABVHHA	VH HYPERMUTATION ASSAY		4
LABVIRSO1	MISC. VIROLOGY TEST	Misc. Virology Test	70
LABVIRSO1	MISC. VIROLOGY TEST		40
LABVISC	VISCOSITY, SERUM	Viscosity, Serum	229
LABVISC	VISCOSITY, SERUM		14
LABVITB1P	VITAMIN B1, PLASMA	Vitamin B1, Plasma	20
LABVITB1P	VITAMIN B1, PLASMA		6
LABVITK	VITAMIN K1, SERUM	Vitamin K1, Serum	71
LABVITK	VITAMIN K1, SERUM		4
LABVLDL	VLDL (CALCULATED)		6
LABVLDL	VLDL (CALCULATED)	VLDL (Calculated)	4
LABVOLTL	VOLATILE SCREEN	Volatile Screen	9448
LABVOLTL	VOLATILE SCREEN		1594
LABVOLTL	VOLATILE SCREEN	Volatile screen, serum alcohol	1014
LABVOLTL	VOLATILE SCREEN	ETOH/Drugs: Contract, toxicology screen (Volatile Screen)	20
LABVOLTL	VOLATILE SCREEN	Volatile screen	6
LABVOLTL	VOLATILE SCREEN	ETOH/Drugs:  Contract, toxicology screen (Volatile Screen)	2
LABVORI	VORICONAZOLE LEVEL	Voriconazole Level	44
LABVORI	VORICONAZOLE LEVEL		4
LABVP3	COMPREHENSIVE HEPATITIS PANEL	Comprehensive Hepatitis Panel	2272
LABVP3	COMPREHENSIVE HEPATITIS PANEL		102
LABVP3	COMPREHENSIVE HEPATITIS PANEL	Comprehensive hepatitis panel	47
LABVP4	COMP HEPATITIS PANEL	COMP HEPATITIS PANEL	1038
LABVP4	COMPREHENSIVE HEPATITIS PANEL	Comprehensive Hepatitis Panel	20
LABVP4	COMP HEPATITIS PANEL	Comprehensive Hepatitis Panel	16
LABVP4	COMP HEPATITIS PANEL	Comprehensive hepatitis panel	8
LABVP5	COMP HEPATITIS PANEL	COMP HEPATITIS PANEL	7
LABVP5	COMPREHENSIVE HEPATITIS PANEL	Comprehensive Hepatitis Panel	1
LABVPAL	VALPROIC ACID	Valproic Acid	4354
LABVPAL	VALPROIC ACID		298
LABVPAL	VALPROIC ACID	Valproic acid	123
LABVSTLC	VIRAL STOOL CULTURE	Viral Stool Culture	345
LABVSTLC	VIRAL STOOL CULTURE		252
LABVSTLC	VIRAL STOOL CULTURE	Viral Stool Culture, Stool	178
LABVWAG	VON WILLEBRAND AG	Von Willebrand Ag	208
LABVWAG	VON WILLEBRAND AG		32
LABVWAG	VON WILLEBRAND AG	Von Willebrand Antigen	4
LABVWFPI	VON WILLEBRAND PROTEASE INHIBITOR	Von Willebrand Protease Inhibitor	20
LABVWFPI	VON WILLEBRAND PROTEASE INHIBITOR		2
LABVWNTRP	INTERPRETATION, VW SCREEN		6
LABVWSCN	VON WILLEBRAND SCREEN	Von Willebrand Screen	170
LABVWSCN	VON WILLEBRAND SCREEN		10
LABVZAB	VARICELLA ZOSTER VIRUS AB IGG	VZ Virus Ab IgG	619
LABVZAB	VARICELLA ZOSTER VIRUS AB IGG	VZ VIRUS AB IGG	160
LABVZAB	VARICELLA ZOSTER VIRUS AB IGG		62
LABVZAB	VARICELLA ZOSTER VIRUS AB IGG	Varicella Zoster Virus Ab IgG	45
LABVZPAN	VZV IGG IGM PANEL	VZV IGG IGM Panel	74
LABVZVCSF	VZV DNA PCR QUAL, CSF	VZV DNA PCR QUAL, CSF	475
LABVZVIGG	VZ IGG	VZ Virus Ab IgG	353
LABVZVIGG	VZ IGG	VZ IgG	200
LABVZVIGG	VARICELLA ZOSTER VIRUS AB IGG	VZ Virus Ab IgG	56
LABVZVIGG	VZ IGG	Varicella Zoster Virus Ab IgG	36
LABVZVIGG	VZ IGG		8
LABVZVIGG	VARICELLA ZOSTER VIRUS AB IGG	VZ VIRUS AB IGG	2
LABVZVIGG	VZ IGG	VZ VIRUS AB IGG	2
LABVZVQL	VZV DNA PCR QUAL, NON LESION	VZV DNA PCR Qual, Non Lesion	322
LABVZVQLP	VZV DNA PCR QUAL, PLASMA	VZV DNA PCR QUAL, PLASMA	318
LABWDC	WOUND CULTURE	Wound Culture	6211
LABWDC	WOUND CULTURE		1714
LABWDC	WOUND CULTURE	Wound Culture (LABWDC)	2
LABWDCG	WOUND CULTURE AND GRAM STAIN		1156
LABWDCG	WOUND CULTURE AND GRAM STAIN	Wound Culture And Gram Stain	872
LABWDCS	WOUND CULTURE AND GRAM STAIN, DEEP / SURGICAL / ASP		1902
LABWDCS	WOUND CULTURE AND GRAM STAIN, DEEP / SURGICAL / ASP	Wound Culture And Gram Stain, Deep/Surgical/Asp	1112
LABWNVAB	WEST NILE VIRUS AB PANEL, CSF	West Nile Virus Ab Panel, CSF	926
LABWNVAB	WEST NILE VIRUS AB PANEL, CSF		204
LABWNVAB	WEST NILE VIRUS AB PANEL, CSF	West nile virus Ab panel, CSF	2
LABWNVRNA	WEST NILE VIRUS RNA, RT  -PCR	West Nile Virus RNA, RT-PCR	104
LABWNVRNA	WEST NILE VIRUS RNA, RT  -PCR		18
LABXAMH	ANTI - MULLERIAN HORMONE	Anti-Mullerian Hormone	2
LABXGAD65	ANTI GAD 65 ANTIBODIES	Anti GAD 65 Antibodies	20
LABXGAD65	ANTI GAD 65 ANTIBODIES		2
LABXHIA	HUMAN INSULIN ANTIBODY	Human Insulin Ab	45
LABXHIA	HUMAN INSULIN ANTIBODY		2
LABXICA51	ICA 512 AB	ICA 512 Ab	102
LABXICA51	ICA 512 AB		4
LABXIGF1	PEDIATRIC IGF-1	PEDIATRIC IGF-1	32
LABY17OHP	17 - HYDROXYPROGESTERONE, SERUM	17-Hydroxyprogesterone, Serum	2
LABY21HYX	21 - HYDROXYLASE AB, SERUM	21-Hydroxylase Ab, Serum	4
LABY25VD	VITAMIN D, 25-HYDROXY	Vitamin D, 25-Hydroxy	184
LABY25VD	VITAMIN D, 25-HYDROXY		18
LABY25VD	PEDIATRIC VITAMIN D, 25-HYDROXY	Pediatric Vitamin D, 25-Hydroxy	10
LABY5NUC	5 - NUCLEOTIDASE	5-Nucleotidase	5
LABYA1APH	ALPHA - 1 - ANTITRYPSIN PHENOTYPE	Alpha-1-Antitrypsin Phenotype	131
