features,indices
"BD ULTRA-FINE SHORT PEN NEEDLE 31 GAUGE X 5/16"" MISC NDLE",18886
M43.22,18887
E. HISTOLYTICA AB,18888
"EYE VITAMIN AND MINERALS 7,160-113-100 UNIT-MG-UNIT PO TABS",18889
F02.80,18890
PREGABALIN 20 MG/ML PO SOLN,18891
SODIUM CHLORIDE 2 % OPHT DROP,18892
S91.301D,18893
Z74.2,18894
MIDAZOLAM PO,18895
S72.144A,18896
ADMELOG U-100 INSULIN LISPRO 100 UNIT/ML SC SOLN,18897
"INSULIN SYRINGE-NEEDLE U-100 0.5 ML 31 GAUGE X 5/16"" MISC SYRG",18898
S72.402A,18899
A50.9,18900
POVIDONE-IODINE 10 % TP SOLN,18901
POTASSIUM PHOSPHATE 5 MMOL IN 100 ML D5W IVPB (VC),18902
R93.421,18903
"T83.510A, N39.0",18904
"BACLOFEN 20,000 MCG/20ML (1,000 MCG/ML) IT SYRG",18905
GLUTAMINE 5 GRAM PO PWPK,18906
B27.12,18907
D5 1/4 NS WITH KCL IV INFUSION (VC),18908
M21.629,18909
HEARING AID EXAMINATION AND SELECTION; BINAURAL (92591),18910
HEARING AID CHECK MONAURAL (92592),18911
EAR IMPRESSION (V5275),18912
HEARING AID FITTING/CHECKING (V5011),18913
F51.4,18914
IODIXANOL 320 MG IODINE/ML IV SOLN (RADIOLOGY) 50 ML,18915
DENOSUMAB 120 MG/1.7 ML (70 MG/ML) SC SOLN,18916
P07.30,18917
CEFOXITIN PEDIATRIC IV SYRINGE (VC),18918
ACETAMINOPHEN 10 MG/ML PEDIATRIC IV SYRINGE (VC),18919
P78.0,18920
C83.32,18921
COCCI ID WITH REFLEX TO CF,18922
O10.919,18923
PROCARDIA PO,18924
ONDANSETRON IV ORDERABLE,18925
GENTAMICIN PEDIATRIC IV SYRINGE (VC),18926
LIDOCAINE WITH 8.4% SOD BICARB 0.9 % (3 ML) INJ SYRG,18927
R19.03,18928
"CALCIUM PHOS,DIBAS-VITAMIN D3 105-120 MG-UNIT PO TABS",18929
"PENICILLIN G POTASSIUM 5 MILLION UNIT INJ SOLR, SODIUM CHLORIDE 0.9 % IV PGBK",18930
I82.91,18931
H93.8X2,18932
Z13.31,18933
F19.99,18934
Z13.39,18935
"M54.41, G89.29",18936
HUMIRA PEN 40 MG/0.4 ML SC PNKT,18937
ADALIMUMAB WITH REFLEX TO ANTIBODY,18938
HUMIRA(CF) PEN 40 MG/0.4 ML SC PNKT,18939
"OMEGA 3-DHA-EPA-FISH OIL 500-1,000 MG PO CAPS",18940
ARNUITY ELLIPTA 200 MCG/ACTUATION INH DSDV,18941
H44.119,18942
SUDAFED 30 MG PO TABS,18943
"T86.19, D47.Z1",18944
SURGICEL HEMOSTAT 2 X 3 (VC),18945
D04.72,18946
"I11.9, I43",18947
"CULTURE,BRONCHOSCOPY WITH GRAM STAIN",18948
H35.053,18949
DEXTROMETHORPHAN-GUAIFENESIN PO,18950
M77.42,18951
C49.A9,18952
H02.60,18953
AEROCHAMBER PLUS Z STAT MD MSK MISC SPCR,18954
HLA ORDER - TYPING FOR BMT EVALUATION (BLOOD DRAW FOR INITIAL TYPE AND SCREEN),18955
INSULIN REGULAR 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),18956
INSULIN REGULAR 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),18957
J09.X1,18958
SAXAGLIPTIN 2.5 MG PO TABS,18959
"INSULIN SYRINGE-NEEDLE U-100 0.3 ML 31 GAUGE X 5/16"" MISC SYRG",18960
NOVOLIN R REGULAR U-100 INSULN 100 UNIT/ML INJ SOLN,18961
R77.1,18962
"C61, C77.5",18963
N02.9,18964
KAOLIN (BULK) MISC POWD,18965
DARATUMUMAB IV STANDARD INFUSION,18966
F45.1,18967
M12.812,18968
APIXABAN,18969
S62.629A,18970
S64.40XA,18971
S61.019A,18972
"L.ACIDOPH,SALIVA-B.BIF-S.THERM 175 MG PO CAPS",18973
SODIUM CHLORIDE 0.225% INFUSION (VC),18974
VALPROATE IVPB (VC),18975
THERAPEUTIC-M VITAMIN/MINERALS PO,18976
F43.12,18977
B COMPLEX-C-CALCIUM PO,18978
TYLENOL 325 MG PO CAPS,18979
Q82.5,18980
IOPAMIDOL 76 % IV SOLN,18981
J15.8,18982
NATURE-THROID PO,18983
D12.5,18984
L97.521,18985
L97.209,18986
H40.211,18987
"K94.09, K46.9",18988
H44.113,18989
LAMOTRIGINE 300 MG PO TR24,18990
LONHALA MAGNAIR STARTER 25 MCG/ML INH NEBU,18991
NON-FORMULARY MEDICATION HELP ORDER,18992
ALEVE 220 MG PO CAPS,18993
C76.1,18994
S82.261C,18995
"AMYLASE, BODY FLUID",18996
FACTOR VIII ACTIVITY,18997
"M54.6, G89.29",18998
O42.919,18999
O99.212,19000
H10.32,19001
M10.269,19002
I69.921,19003
"E08.621, L97.402",19004
G57.91,19005
M14.671,19006
I36.1,19007
M1A.0710,19008
SHC OUTSIDE PATHOLOGY - SCANNED,19009
"FULL THCKNESS GRAFT,FREE,INCLDING DIRECT CLOSURE DONOR SITE,NOSE,EARS,",19010
"REPAIR COMPLEX WOUND EYELD/NSE/EAR/LIP, 1.1-2.5 CM",19011
WOMEN'S GENTLE LAXATIVE(BISAC) PO,19012
NU-IRON PO,19013
ARTHRITIS PAIN RELIEF (ACETAM) 650 MG PO TBSR,19014
CEFOTETAN 1 GRAM/50 ML NS VIAL2BAG,19015
COCAINE (BULK) MISC,19016
M21.161,19017
S83.221A,19018
AZOR 5-20 MG PO TABS,19019
S72.351P,19020
NUCALA 100 MG SC SOLR,19021
"K91.89, K43.2",19022
R45.4,19023
S37.039A,19024
S72.401D,19025
FLEET MINERAL OIL PR,19026
SUDAFED SINUS PO,19027
ANUSOL-HC 2.5 % TP CRPE,19028
PATIROMER CALCIUM SORBITEX 8.4 GRAM PO PWPK,19029
C90.02,19030
IMMUN GLOB G(IGG)-PRO-IGA 0-50 10 GRAM/50 ML (20 %) SC SOLN,19031
GLYCOPYRROL-NEBULIZER-ACCESSOR 25 MCG/ML INH NEBU,19032
EXFORGE PO,19033
DIPHENHYDRAMINE 50 MG/50 ML NS IVPB (VC),19034
POTASSIUM PHOSPHATE 20 MMOL IN 250 ML D5W IVPB (VC),19035
RSV PCR,19036
BACTERIAL ANTIGEN,19037
ARUP MISC 3,19038
ARUP MISC 4,19039
"OLIGOCLONAL BANDS, CSF",19040
ACYCLOVIR IVPB (>500 MG) (VC),19041
MULTIVIT-IRON-FA-CALCIUM-MINS 9 MG IRON-400 MCG PO TABS,19042
"HSV TYPE 2 AB IGG, CSF",19043
"VDRL TITER, CSF",19044
"HSV TYPE 1 AB IGG, CSF",19045
ANCA VASCULITIS PROFILE W/RFLX TO TITER,19046
ENCEPHALITIS ANTIBODY PANEL (CSF),19047
O00.01,19048
T83.84XA,19049
K82.A2,19050
K80.43,19051
K50.914,19052
M84.364A,19053
R09.2,19054
SALONPAS TP PTMD,19055
"J18.9, T50.905A",19056
TECHLITE LANCETS 25 GAUGE MISC MISC,19057
TRUEDRAW LANCING DEVICE MISC MISC,19058
NALOXONE 4 MG/ACTUATION NASAL SPRY,19059
F69,19060
L97.321,19061
L97.311,19062
JANTOVEN 3 MG PO TABS,19063
H31.003,19064
"H02.883, H02.886",19065
CALMOSEPTINE TP,19066
GLUCAGON INJ,19067
CHLOROPHYLL 0.6-3 MG PO TABS,19068
"I50.82, I50.20",19069
Q26.2,19070
S43.004A,19071
T84.621A,19072
B00.3,19073
INSULIN ADMIN SUPPLIES SC,19074
HUMULIN R INJ,19075
LACTOBACILL.ACIDOPHILUS (BULK) MISC,19076
"M85.80, T38.0X5A",19077
D06.0,19078
D74.8,19079
B34.3,19080
M86.621,19081
"S52.101B, S52.001B",19082
M25.311,19083
T81.31XD,19084
WELLBUTRIN SR 150 MG PO SR12,19085
"M79.651, M79.652",19086
"C79.9, C25.9",19087
PRIMIDONE 25 MG PO SPLIT TABS,19088
PLECANATIDE 3 MG PO TABS,19089
"A41.9, R65.20, N17.9",19090
R50.81,19091
C92.41,19092
S61.412A,19093
Z16.30,19094
M65.319,19095
Z30.8,19096
O43.122,19097
L51.1,19098
H18.30,19099
"C78.89, C22.1",19100
"Z87.59, Z86.59",19101
S63.8X2A,19102
CEFTAZIDIME 1 GRAM/50 ML NS MINIBAG PLUS,19103
NS WITH KCL IV INFUSION (COMPOUNDED),19104
FERROUS SULFATE 15 MG IRON (75 MG)/ML PO DROP,19105
"N40.1, R39.12",19106
I83.893,19107
Z32.00,19108
Z34.82,19109
GROUP B STREP CULTURE/DNA PROBE,19110
M67.951,19111
"Z98.890, Z86.007",19112
ENVARSUS XR 1 MG PO TB24,19113
DONOR-DERIVED CELL-FREE DNA (ALLOSURE),19114
C44.619,19115
D04.61,19116
"Z98.890, Z85.9",19117
S62.524A,19118
"EPOETIN ALFA 20,000 UNIT/2 ML INJ SOLN",19119
B58.9,19120
S97.81XA,19121
S43.439A,19122
USTEKINUMAB 130 MG/26 ML IV SOLN,19123
S47.9XXA,19124
STIOLTO RESPIMAT 2.5-2.5 MCG/ACTUATION INH MIST,19125
S43.395A,19126
S43.60XA,19127
G57.62,19128
"HYALURONATE SODIUM, STABILIZED 88 MG/4 ML INTRA-ARTIC SYRG",19129
R31.21,19130
SYSTANE GEL 0.4-0.3 % OPHT DRPG,19131
PEG 400-PROPYLENE GLYCOL 0.4-0.3 % OPHT DRPG,19132
POTASSIUM CITRATE 15 MEQ PO TBSR,19133
GLYCERIN (LAXATIVE) 5.4 GRAM/5.4 ML PR SOLN,19134
H02.403,19135
M24.412,19136
OXYCODONE 80 MG PO TR12,19137
T45.2X1A,19138
VITAMIN B3 (NIACIN+METABOLITE),19139
T45.2X1S,19140
Q23.8,19141
THIAMINE MONONITRATE (VIT B1) 100 MG PO TABS,19142
C83.31,19143
INSULIN REGULAR 100 UNIT/ML SC VERY AGGRESSIVE SCALE FEEDING (MEALS),19144
INSULIN REGULAR 100 UNIT/ML SC VERY AGGRESSIVE SCALE FEEDING (BEDTIME),19145
LANCETS 33 GAUGE MISC MISC,19146
"COMFORT EZ PEN NEEDLES 33 GAUGE X 5/16"" MISC NDLE",19147
G56.43,19148
T84.619A,19149
M16.51,19150
S51.009A,19151
CASPOFUNGIN 70 MG IV SOLR,19152
SINCALIDE IV INFUSION (VC),19153
"C50.212, Z17.0",19154
CMV QUANT PCR,19155
"LACTOFERRIN,FECAL, QUAL",19156
ENTYVIO 300 MG IV SOLR,19157
CODEINE SULFATE 60 MG PO TABS,19158
L97.502,19159
C85.93,19160
POTASSIUM CHLORIDE IN WATER 40 MEQ/100 ML IV PGBK,19161
ENALAPRILAT 1.25 MG/ML IV SOLN,19162
HYDROMORPHONE (PF) 0.5 MG/0.5 ML INJ SYRG,19163
GENERIC EXTERNAL MEDICATION,19164
ASCORBIC ACID PO,19165
M1A.9XX1,19166
ZINC-15 66 MG PO TABS,19167
M84.522G,19168
"E87.70, I50.9",19169
INSULIN SYRINGE 1 ML 30 GAUGE X 5/16 MISC SYRG,19170
T38.0X5S,19171
H49.22,19172
VANCOMYCIN IN 0.9 % SODIUM CHL 1 GRAM/200 ML IV PGBK,19173
Limited Ultrasound- Cardiac Transthoracic ECHO,19174
Limited Ultrasound- Chest/Lung/Thoracic,19175
"CEFEPIME IN DEXTROSE,ISO-OSM 1 GRAM/50 ML IV PGBK",19176
SANTYL TP,19177
S20.212A,19178
HUMALOG JUNIOR KWIKPEN U-100 100 UNIT/ML SC INPH,19179
S52.91XB,19180
ACETAMINOPHEN 160 MG/5 ML (5 ML) PO SUSP (PED),19181
E11.3313,19182
WINE,19183
M71.80,19184
ZOSYN 4.5 GM IN NS 100 ML BAG - INVENTORY,19185
MELPHALAN HCL-BETADEX SBES 50 MG IV SOLR,19186
"ANTIHEMOPHILIC FACTOR-VWF 500-1,200 UNIT IV SOLR",19187
H40.52X3,19188
E11.3213,19189
H34.8191,19190
I82.459,19191
MAGNESIUM SULFATE IN WATER 4 GRAM/100 ML (4 %) IV PGBK,19192
JUBLIA 10 % TP SOLA,19193
"M25.529, G89.29",19194
LIDOCAINE HCL 0.5 MG ID PNIJ,19195
NORFLURANE-PENTAFLUOROPROPANE TP SPRA,19196
Limited Ultrasound- FAST/EFAST Scan,19197
LENVATINIB 4 MG PO CAPS,19198
INSULIN REGULAR 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),19199
INSULIN REGULAR 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),19200
"K26.9, B96.81",19201
E13.11,19202
"M75.41, M75.42",19203
IOHEXOL 300 MG IODINE/ML IV SOLN (RADIOLOGY) 200 ML,19204
ALCLOMETASONE 0.05 % TP CREA,19205
K51.018,19206
Arterial line,19207
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN (SHC OR PNB),19208
NOREPINEPHRINE BITARTRATE-D5W 8 MG/250 ML (32 MCG/ML) IV SOLN,19209
L51.2,19210
"N40.0, R97.20",19211
HYZAAR 100-12.5 MG PO TABS,19212
C96.6,19213
Central line,19214
GLUCAGON EMERGENCY KIT (HUMAN) 1 MG INJ SOLR,19215
ASCORBIC ACID (VITAMIN C) 500 MG PO TBSR,19216
M86.149,19217
L03.011,19218
M46.96,19219
"H52.13, H52.203",19220
VITALINE COQ10 PO,19221
TOCILIZUMAB IV INFUSION,19222
O44.03,19223
"CULTURE, FUNGUS",19224
NEEDLE BIOPSY OF SALIVARY GLAND,19225
ACID FAST SMEAR & CULTURE W/RFLX,19226
METHYLPREDNISOLONE IVPB (60 MIN DURATION),19227
EZETIMIBE 5 MG PO SPLIT TABS,19228
M70.22,19229
I63.411,19230
BREAST PUMP MISC DEVI,19231
BIO-STATIN PO,19232
"T86.49, K66.8",19233
"T86.49, I70.8",19234
MISCELLANEOUS MEDICATION HELP ORDER,19235
S42.224A,19236
LUCENTIS 0.3 MG,19237
G37.5,19238
B33.22,19239
EMTRICITABINE-TENOFOVIR (TDF) 200-300 MG PO TABS,19240
Lumbar Drain,19241
KETAMINE 500 MG IN D5W 100 ML IV INFUSION,19242
NITROPRUSSIDE IN 0.9 % NACL 50 MG/100 ML (0.5 MG/ML) IV SOLN,19243
Z74.01,19244
CELECOXIB 400 MG PO CAPS,19245
A90,19246
C50.011,19247
T86.890,19248
IMPACT ADVANCED RECOVERY 0.1 GRAM-1.12 KCAL/ML PO LIQD,19249
FLUTICASONE PROPIONATE 110 MCG/ACTUATION INH HFAA,19250
S34.109A,19251
D5-1/2 NS WITH KCL IV INFUSION (COMPOUNDED),19252
ENSURE PRE-SURGERY 0.68 KCAL/ML PO LIQD,19253
D80.2,19254
I70.203,19255
M19.211,19256
J45.21,19257
I70.213,19258
ANTITHYMOCYTE GLOBULIN RABBIT IN NS 250 ML (OR USE ONLY),19259
FREESTYLE PRECISION NEO STRIPS MISC STRP,19260
AZITHROMYCIN 500 MG/250 ML MINIBAG PLUS,19261
"LIPASE-PROTEASE-AMYLASE 20,000-63,000- 84,000 UNIT PO CPDR",19262
IV Placement(Physician),19263
Limited Ultrasound- US-guided Peripheral IV,19264
H90.A22,19265
"H66.91, H72.91",19266
E08.9,19267
Z90.721,19268
"FOOD SUPPLEMT, LACTOSE-REDUCED 0.08 GRAM-1.5 KCAL/ML PO LIQD",19269
MULTIFOCAL ERG W/I&R,19270
FULL FIELD ERG W/I&R,19271
V09.20XA,19272
L97.904,19273
M24.571,19274
"S82.201B, S82.401B",19275
E83.31,19276
FERROUS FUMARATE-DOCUSATE 150 MG (50 MG IRON)-100 MG PO TBSR,19277
I24.1,19278
PERITON. DIALYSIS 4-1.5 % DEXT CA 3.5 MEQ/L- MG 0.5 MEQ/L IP SOLN,19279
NORMOSOL-R IV INFUSION (LOS SURG),19280
PAP AGE BASED SCREENING,19281
"O99.019, D50.9",19282
"NTX TELOPEPTIDE, URINE RANDOM",19283
S78.019A,19284
Z89.611,19285
GARLIC EXTRACT PO,19286
CO Q10-RED YEAST RICE PO,19287
PSYLLIUM-BRAN PO,19288
R41.844,19289
S92.352A,19290
G71.20,19291
D75.838,19292
"WBC, STOOL",19293
Cardioversion,19294
"M79.661, M79.662",19295
ONABOTULINUMTOXINA 50 UNIT IM SOLR,19296
SUVOREXANT 5 MG PO TABS,19297
O90.0,19298
O12.10,19299
"O99.119, D69.6",19300
Closed reduction,19301
E08.49,19302
"G30.0, F02.80",19303
D51.8,19304
D52.1,19305
Thoracentesis - left ,19306
BIOTIN 5 MG PO CAPS,19307
CARDIAC REJECTION RISK,19308
VRAYLAR 4.5 MG PO CAPS,19309
CARIPRAZINE 4.5 MG PO CAPS,19310
QUERCETIN DIHYDRATE (BULK) MISC,19311
NETTLE LEAF PO,19312
BETAMETHASONE ACETATE (BULK) MISC,19313
"O99.320, F19.10",19314
L97.914,19315
H40.043,19316
H40.20X3,19317
H34.8120,19318
IBU 600 MG PO TABS,19319
EMA FOR SPHEROCYTOSIS,19320
L23.3,19321
ALBUTEROL CONTINUOUS NEBULIZER SOLUTION 20 MG/HR (ED),19322
Intubation,19323
LIPID PANEL WITH REFLEX TO DIRECT LDL,19324
CYANOCOBALAMIN (VITAMIN B-12) 500 MCG SL SUBL,19325
LIPID PANEL WITH LDL:HDL RATIO,19326
VITAMIN B12 & FOLATE (LABCORP),19327
J45.31,19328
CANDESARTAN 16 MG PO TABS,19329
NOVOLOG FLEXPEN U-100 INSULIN 100 UNIT/ML (3 ML) SC INPN,19330
Orthopedic injury,19331
S01.00XD,19332
MAGNESIUM OXIDE 250 MG MAGNESIUM PO TABS,19333
Limited Ultrasound- Renal/Urinary Tract Scan,19334
HEME-STAMP NGS PANEL BLOOD,19335
TYMPANOMETRY & REFLEX THRESH,19336
"OTO OTOACOUSTIC EMISSIONS,COMP MMC",19337
L10.2,19338
Z83.41,19339
L74.512,19340
MORPHABOND ER 30 MG PO TR12,19341
PHENYTOIN SODIUM EXTENDED 200 MG PO CAPS,19342
MORPHINE 30 MG PO TR12,19343
QVAR REDIHALER 40 MCG/ACTUATION INH HFAB,19344
BREATHERITE MDI SPACER MISC,19345
BECLOMETHASONE DIPROPIONATE 40 MCG/ACTUATION INH HFAB,19346
H40.023,19347
MAGNESIUM OXIDE 400 MG MAGNESIUM PO TABS,19348
T17.808A,19349
Limited Ultrasound- IVC Scan (Limited Retroperitoneal),19350
ANTI-THYROID ANTIBODIES,19351
T84.019D,19352
D72.822,19353
Q79.4,19354
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,19355
Limited Ultrasound- US-guided Paracentesis,19356
POLY-IRON 150 FORTE 150-25-1 MG-MCG-MG PO CAPS,19357
S06.9X0A,19358
S92.401A,19359
MIRENA 20 MCG/24 HOURS (5 YRS) 52 MG INTRAUTER IUD,19360
Arthrocentesis,19361
S52.599A,19362
GLEEVEC 100 MG PO TABS,19363
IRON 159 MG (45 MG IRON) PO TBSR,19364
B-COMPLEX WITH VITAMIN C PO TBSR,19365
Z00.129,19366
"IMMUNOGLOBULIN E, TOTAL IGE",19367
C82.09,19368
"I13.10, N18.30",19369
TRYPTOPHAN 500 MG PO CAPS,19370
"INSULIN SYRINGE-NEEDLE U-100 0.3 ML 30 GAUGE X 5/16"" MISC SYRG",19371
"PEN NEEDLE, DIABETIC 31 GAUGE X 3/16"" MISC NDLE",19372
T42.4X4A,19373
1/4 NS WITH SODIUM BICARBONATE IV INFUSION,19374
PROPOFOL 10 MG/ML IV INFUSION (VC) (NO RASS QUESTION),19375
FERROUS GLUCONATE 236 MG (27 MG IRON) PO TABS,19376
NS IV INFUSION (POST ALTEPLASE),19377
"S32.433A, S32.443A",19378
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 500 ML,19379
ERRIN 0.35 MG PO TABS,19380
I63.12,19381
BIOFREEZE (MENTHOL) 4 % TP GEL,19382
H18.619,19383
CEFEPIME 2 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,19384
S12.501A,19385
A31.2,19386
S22.43XD,19387
S12.111A,19388
S92.121D,19389
S92.211D,19390
X78.9XXA,19391
COLYTE WITH FLAVOR PACKS 240-22.72-6.72 -5.84 GRAM PO SOLR,19392
CEFTRIAXONE 2 GRAM/20 ML IV PUSH (COMPOUNDED BY RX)(VC),19393
K58.0,19394
H15.839,19395
HCV BY QUANTITATIVE NAAT,19396
HBV BY QUANTITATIVE NAAT,19397
SOFOSBUVIR-VELPATASVIR 400-100 MG PO TABS,19398
TRIVORA (28) 50-30 (6)/75-40 (5)/125-30(10) PO TABS,19399
M41.87,19400
K51.918,19401
"E66.9, Z68.38",19402
PROCTO-PAK 1 % TP CRPE,19403
Thoracentesis,19404
H83.8X9,19405
"REMOVAL OF MALIG. SKIN LESION TRNK/ARM/LEG, 1.1-2.0 CM",19406
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN (NO INSTRUCTIONS) ",19407
TANGNTL BX SKIN SINGLE LES,19408
H70.92,19409
SODIUM CHLORIDE 0.9 % (FLUSH) INJ SYRG,19410
DEXTROSE-SOD CITRATE-CITRIC AC 2.45-2.2 GRAM- 800 MG/100 ML MISC SOLN,19411
External Pacing,19412
EXTERNAL PACING,19413
I15.2,19414
INSULIN ASPART U-100 100 UNIT/ML (3 ML) SC INPN,19415
Limited Ultrasound- Soft Tissue Abscess Evaluation,19416
GLYBURIDE-METFORMIN PO,19417
S32.110A,19418
H00.012,19419
FILGRASTIM-AAFI 300 MCG/0.5 ML SC SYRG,19420
ZARXIO 300 MCG/0.5 ML INJ SYRG,19421
CEFAZOLIN 2 G IN STERILE WATER INJECTION (COMPOUNDED BY RX) (VC),19422
C44.792,19423
"D84.821, T45.1X5A, Z79.899",19424
"FLOW CYTOMETRY FOR B-ALL MINIMAL RESIDUAL DISEASE,BM",19425
G44.59,19426
Lumbar Puncture,19427
LACTULOSE 20 GRAM PO PACK,19428
S46.212A,19429
FERRIC CITRATE 210 MG IRON PO TABS,19430
"T84.59XD, Z96.619",19431
CEFTRIAXONE (CUSTOM DOSE) IN D5W IVPB,19432
Z90.01,19433
G47.429,19434
DEXLANSOPRAZOLE 30 MG PO CPDM,19435
ORALAIR 300 INDX REACTIVITY SL SUBL,19436
LEVONORGESTREL 20 MCG/24 HOURS (5 YRS) 52 MG INTRAUTER IUD,19437
M26.649,19438
"N17.0, N18.30",19439
ZINC GLUCONATE 100 MG PO TABS,19440
Z3A.38,19441
G71.19,19442
ZYFLO 600 MG PO TABS,19443
A48.1,19444
HEPATITIS B SURFACE ANTIBODY,19445
"TOXOPLASMA DNA PCR, QUALITATIVE",19446
ETONOGESTREL-ETHINYL ESTRADIOL 0.12-0.015 MG/24 HR VAG RING,19447
T80.818A,19448
"E11.22, N18.30, Z79.4",19449
C67.2,19450
S81.801S,19451
Z80.6,19452
"N40.1, R35.0",19453
M65.312,19454
M65.331,19455
ALBUTEROL CONTINUOUS NEB (ED AND ICU),19456
FLUTICASONE FUROATE-VILANTEROL 100-25 MCG/DOSE INH DSDV,19457
T84.50XD,19458
VENTOLIN INH,19459
EPINEPHRINE 0.15 MG/0.3 ML INJ ATIN,19460
ASCORBIC ACID (VITAMIN C) 500 MG PO CAPS,19461
"URINALYSIS, MACRO W/REFLEX TO MICRO",19462
FUROSEMIDE 100 MG/100 ML NS MINIBAG PLUS CONTINUOUS INFUSION,19463
BUMETANIDE IV INFUSION,19464
NITRIC OXIDE GAS FOR INHALATION,19465
"CHLORIDE, URINE (TIMED)",19466
BUMETANIDE 25 MG IN 100 ML (0.25 MG/ML) IV INFUSION,19467
"PHOS DIALY NO.3 W-OUT CALC,DEX K (4)-MG (1.5 MEQ/L)-PO4 (1) HEMODIAL SOLN",19468
DOBUTAMINE IV INFUSION CUSTOM MIXTURE,19469
AMPHOTERICIN B LIPOSOMAL 25 MG/6.25 ML NEB SOLUTION,19470
Z71.82,19471
FLUTICASONE PROPION-SALMETEROL 500-50 MCG/DOSE INH DSDV,19472
TOBRAMYCIN SINGLE DAILY DOSE LEVEL,19473
"CALCIUM CARBONATE-VITAMIN D3 600 MG(1,500MG) -200 UNIT PO TABS",19474
D5 1/2 NS WITH KCL AND INSULIN IV INFUSION (VC),19475
FLUTICASONE FUROATE-VILANTEROL 200-25 MCG/DOSE INH DSDV,19476
S42.131A,19477
"C50.911, C79.89",19478
H35.3134,19479
H35.3232,19480
H33.031,19481
H27.111,19482
H20.00,19483
I63.412,19484
PEDI MULTIVIT NO.159-IRON SULF 4.5 MG PO CHEW,19485
DEXTROSE 20 % IN WATER (D20W) IV BOLUS,19486
SODIUM POLYSTYRENE SULFONATE PO POWD,19487
S32.425A,19488
Moderate sedation,19489
"G93.49, B99.9",19490
CONJUGATED ESTROGENS (BULK) MISC,19491
MINOCIN PO,19492
PROGESTERONE (BULK) MISC,19493
M19.171,19494
M47.814,19495
FREE KAPPA/LAMBDA LIGHT CHAIN RATIO,19496
ARMODAFINIL 200 MG PO TABS,19497
TENOFOVIR ALAFENAMIDE 25 MG PO TABS,19498
MORPHINE 8 MG/ML INJ SYRG,19499
MULTIVITAMIN WITH FOLIC ACID 400 MCG PO TABS,19500
NAFCILLIN 2 GRAM/100 ML MINIBAG PLUS,19501
I82.C22,19502
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN (VC) (NO RASS QUESTION),19503
GENTAMICIN IN NACL (ISO-OSM) 120 MG/100 ML IV PGBK,19504
MOXIFLOXACIN-SOD.CHLORIDE(ISO) 400 MG/250 ML IV PGBK,19505
S62.615A,19506
S86.819A,19507
VELTASSA 8.4 GRAM PO PWPK,19508
M86.18,19509
M71.069,19510
S62.643A,19511
BENZOYL PEROXIDE 4 % TP CLSR,19512
MULTIVIT-MIN-FERROUS GLUCONATE 9 MG IRON/15 ML PO LIQD,19513
Bronchoscopy,19514
NS + LIDOCAINE 1% W/EPINEPHRINE 1:100K MIXTURE (SHC OR),19515
C25.4,19516
M46.90,19517
S14.134A,19518
S46.091D,19519
G47.09,19520
Z28.21,19521
D39.0,19522
Limited Ultrasound- DVT Scan,19523
TEZACAFTOR-IVACAFTOR 100-150 MG (D)/ 150 MG (N) PO TBSQ,19524
B08.4,19525
VANCOMYCIN PER PHARMACY PROTOCOL VC,19526
SENNA-C PO,19527
PANADOL EXTRA STRENGTH PO,19528
HYDROMORPHONE 0.5 MG SPLIT TABLET,19529
CALCITONIN (SALMON) NASAL,19530
PAIN RELIEF REGULAR STRENGTH 325 MG PO TABS,19531
S56.419A,19532
S67.20XA,19533
S67.22XA,19534
Z3A.30,19535
T40.1X1A,19536
HYDROMORPHONE (PF)-0.9 % NACL 6 MG/30 ML (0.2 MG/ML) IV SPCA,19537
CLENPIQ 10 MG-3.5 GRAM -12 GRAM/160 ML PO SOLN,19538
H25.041,19539
Z22.330,19540
VENETOCLAX 10 MG PO TABS,19541
VENCLEXTA STARTING PACK 10 MG-50 MG- 100 MG PO DSPK,19542
IBRUTINIB 420 MG PO TABS,19543
Limited Ultrasound- Gallbladder Scan,19544
MORPHINE 2 MG/ML IV SYRG,19545
METHYLPREDNISOLONE SODIUM SUCC 125 MG INJ SOLR,19546
DARBEPOETIN ALFA IN POLYSORBAT 150 MCG/0.3 ML INJ SYRG,19547
H46.8,19548
H05.229,19549
HALOPERIDOL DECANOATE 100 MG/ML IM SOLN,19550
TRADITIONAL GLUCOSE TOLERANCE WITH INSULIN,19551
SINUS RINSE NASAL,19552
BROVANA INH,19553
ACETAZOLAMIDE PO,19554
SALINE MIST NASAL,19555
SENNA MISC,19556
V43.64XA,19557
F32.89,19558
"E11.29, E11.65, R80.9",19559
I83.11,19560
T63.441A,19561
Z89.431,19562
S40.021A,19563
"FACTOR XA,INACTIVATED-ZHZO 100 MG IV SOLR (BOLUS)",19564
