Table,Code,Description,num_patient,Score
Diagnosis,CIR008,"Unspecified hypertensive kidney disease with chronic kidney disease stage I through stage IV, or unspecified(403.90)",13029,1.7257023536423293
Diagnosis,CIR008,Hypertensive heart disease with heart failure,12405,1.7257023536423293
Diagnosis,CIR008,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",10640,1.7257023536423293
Diagnosis,CIR008,"Secondary hypertension, unspecified",6725,1.7257023536423293
Lab result,INR,INR,337518,1.6652990549615476
Lab result,INR,"INR, ISTAT",53851,1.6652990549615476
Lab result,INR,INR (Manual Entry) See EMR for details,17721,1.6652990549615476
Lab result,INR,"INR, Fingerstick {Menlo}",4024,1.6652990549615476
Lab result,INR,External INR,2084,1.6652990549615476
Medication,Q5W,MUPIROCIN 2 % TP OINT,32942,1.5669394209273408
Medication,Q5W,BACITRACIN ZINC 500 UNIT/GRAM TP OINT,20921,1.5669394209273408
Medication,Q5W,CLINDAMYCIN PHOSPHATE 1 % TP LOTN,14643,1.5669394209273408
Medication,Q5W,BACITRACIN ZINC 500 UNIT/GRAM TP PACK,10718,1.5669394209273408
Medication,Q5W,MUPIROCIN CALCIUM 2 % TP CREA,7777,1.5669394209273408
Pocedure,412485,NURSING COMMUNICATION,214880,1.529983917616496
Diagnosis,CIR026,"Peripheral vascular disease, unspecified",14601,1.5277671512590143
Diagnosis,CIR026,"Peripheral vascular disease, unspecified (CMS-HCC)",9061,1.5277671512590143
Diagnosis,CIR026,Atherosclerosis of aorta (CMS-HCC),7802,1.5277671512590143
Diagnosis,CIR026,Atherosclerosis of aorta,7693,1.5277671512590143
Diagnosis,CIR026,PVD (peripheral vascular disease) (CMS-HCC),7201,1.5277671512590143
Lab result,XUBACT,"Bacteria, urine",218658,1.474152033735753
Pocedure,659308,CBC WITH DIFFERENTIAL,427099,1.4676541183202478
Lab result,XSPG,"Specific Gravity, urine",221483,1.383822056951889
Diagnosis,INF008,"Viral infection, unspecified",23913,1.3450462342655518
Diagnosis,INF008,Other viral agents as the cause of diseases classified elsewhere,21635,1.3450462342655518
Diagnosis,INF008,"Unspecified viral infection, in conditions classified elsewhere and of unspecified site",16255,1.3450462342655518
Diagnosis,INF008,Viral syndrome,14784,1.3450462342655518
Diagnosis,INF008,"Viral wart, unspecified",9905,1.3450462342655518
Medication,C5J,DEXTROSE 50 % IN WATER (D50W) IV SYRG,141338,1.3057174827454516
Medication,C5J,DEXTROSE 5 % IN WATER (D5W) IV SOLP,24303,1.3057174827454516
Medication,C5J,DEXTROSE 50% IN WATER (D50W) IV SYRG,21478,1.3057174827454516
Medication,C5J,DEXTROSE 50 % IN WATER (D50W) IV SOLP,11399,1.3057174827454516
Medication,C5J,DEXTROSE 10 % IN WATER (D10W) 10 % IV SOLP,5329,1.3057174827454516
Lab result,CA,"Calcium, Ser/Plas",896056,1.302804784134666
Lab result,CA,"Calcium, Serum (Manual Entry) See EMR for details",91151,1.302804784134666
Lab result,CA,Calcium,88,1.302804784134666
Lab result,CA,"Calcium, Serum",25,1.302804784134666
Diagnosis,FAC020,Tobacco use,11379,1.201843444557289
Diagnosis,FAC020,Other problems related to lifestyle,4598,1.201843444557289
Diagnosis,FAC020,Tobacco abuse,4255,1.201843444557289
Diagnosis,FAC020,"Other psychological or physical stress, not elsewhere classified(V62.89)",1980,1.201843444557289
Diagnosis,FAC020,High risk heterosexual behavior,1953,1.201843444557289
Medication,C6C,VITAMIN C PO,35899,1.201606537214727
Medication,C6C,ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,16319,1.201606537214727
Medication,C6C,ASCORBIC ACID 500 MG PO TABS,11741,1.201606537214727
Medication,C6C,"ASCORBIC ACID (VITAMIN C) 1,000 MG PO TABS",4980,1.201606537214727
Medication,C6C,ASCORBIC ACID 250 MG PO TABS,4047,1.201606537214727
Lab result,HGB,Hemoglobin,982722,1.1930895640301116
Lab result,HGB,Hemoglobin (Manual Entry) See EMR for details,114709,1.1930895640301116
Lab result,HGB,"Hgb(Calc), ISTAT",71388,1.1930895640301116
Lab result,HGB,HgB,46893,1.1930895640301116
Lab result,HGB,HGB (Manual Entry) See EMR for details,3202,1.1930895640301116
Medication,A4D,LISINOPRIL 10 MG PO TABS,52643,1.1429396203582545
Medication,A4D,LISINOPRIL 20 MG PO TABS,41409,1.1429396203582545
Medication,A4D,LISINOPRIL 5 MG PO TABS,32374,1.1429396203582545
Medication,A4D,LISINOPRIL 40 MG PO TABS,20829,1.1429396203582545
Medication,A4D,LISINOPRIL 2.5 MG PO TABS,16168,1.1429396203582545
Lab result,XNITRITE,"Nitrite, urine",220900,1.140520110262674
Medication,A4F,LOSARTAN 50 MG PO TABS,45424,1.069638172051721
Medication,A4F,LOSARTAN 25 MG PO TABS,32915,1.069638172051721
Medication,A4F,LOSARTAN 100 MG PO TABS,27248,1.069638172051721
Medication,A4F,VALSARTAN 160 MG PO TABS,8855,1.069638172051721
Medication,A4F,VALSARTAN 80 MG PO TABS,8512,1.069638172051721
Medication,P6A,MELATONIN 3 MG PO TABS,48005,1.0651728255319588
Medication,P6A,MELATONIN 5 MG PO TABS,36250,1.0651728255319588
Medication,P6A,MELATONIN 3 MG PO TBDL,23220,1.0651728255319588
Medication,P6A,MELATONIN PO,16022,1.0651728255319588
Medication,P6A,MELATONIN 1 MG PO TABS,5067,1.0651728255319588
Medication,P3A,LEVOTHYROXINE 50 MCG PO TABS,33238,1.0527888530932017
Medication,P3A,LEVOTHYROXINE 75 MCG PO TABS,26404,1.0527888530932017
Medication,P3A,LEVOTHYROXINE 25 MCG PO TABS,25685,1.0527888530932017
Medication,P3A,LEVOTHYROXINE 100 MCG PO TABS,24784,1.0527888530932017
Medication,P3A,LEVOTHYROXINE 125 MCG PO TABS,14043,1.0527888530932017
Diagnosis,MBD005,"Anxiety disorder, unspecified",72665,1.017070791004424
Diagnosis,MBD005,Anxiety,54252,1.017070791004424
Diagnosis,MBD005,Generalized anxiety disorder,44981,1.017070791004424
Diagnosis,MBD005,"Anxiety state, unspecified",40819,1.017070791004424
Diagnosis,MBD005,Anxiety state,31720,1.017070791004424
Pocedure,1428,MONITOR INTAKE AND OUTPUT,205407,0.8610086813176581
Medication,D4B,ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,55999,0.7887917565052549
Medication,D4B,"CALCIUM CARBONATE 400 MG CALCIUM (1,000 MG) PO CHEW",20612,0.7887917565052549
Medication,D4B,ALUM-MAG HYDROXIDE-SIMETH 400-400-40 MG/5 ML PO SUSP,17615,0.7887917565052549
Medication,D4B,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) PO CHEW,10715,0.7887917565052549
Medication,D4B,"CALCIUM CARBONATE 400 MG (1,000 MG) PO CHEW",8543,0.7887917565052549
Diagnosis,SYM008,Restlessness and agitation,5103,0.7144399074538474
Diagnosis,SYM008,Other symptoms and signs involving appearance and behavior,3342,0.7144399074538474
Diagnosis,SYM008,Other symptoms and signs involving emotional state,2707,0.7144399074538474
Diagnosis,SYM008,Depressed mood,2057,0.7144399074538474
Diagnosis,SYM008,Agitation,1886,0.7144399074538474
Lab result,SARSCOV2SRC,SPECIMEN SOURCE,379098,0.7049427644644676
Diagnosis,INJ030,Drug-induced polyneuropathy,2557,0.6767794981360808
Diagnosis,INJ030,Medication overuse headache,2139,0.6767794981360808
Diagnosis,INJ030,"Drug-induced headache, not elsewhere classified, not intractable",2119,0.6767794981360808
Diagnosis,INJ030,Polyneuropathy due to other toxic agents,802,0.6767794981360808
Diagnosis,INJ030,Toxic erythema,430,0.6767794981360808
Lab result,HCT,Hematocrit,988518,0.6326959459299044
Lab result,HCT,Hct (Est),99973,0.6326959459299044
Lab result,HCT,Hematocrit (Manual Entry) See EMR for details,96497,0.6326959459299044
Lab result,HCT,"Hct, ISTAT",44756,0.6326959459299044
Lab result,HCT,"Hct(Calc), ISTAT",30262,0.6326959459299044
Diagnosis,SKN002,Acne vulgaris,23164,0.5846744865353609
Diagnosis,SKN002,"Pruritus, unspecified",21667,0.5846744865353609
Diagnosis,SKN002,"Seborrheic dermatitis, unspecified",19108,0.5846744865353609
Diagnosis,SKN002,Other acne,17180,0.5846744865353609
Diagnosis,SKN002,Seborrheic dermatitis,16851,0.5846744865353609
Medication,J9A,METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,147388,0.5135354792488278
Medication,J9A,METOCLOPRAMIDE 5 MG/ML INJ SOLN,56656,0.5135354792488278
Medication,J9A,METOCLOPRAMIDE HCL 10 MG PO TABS,26618,0.5135354792488278
Medication,J9A,METOCLOPRAMIDE HCL 5 MG/ML INJ SYRG,8177,0.5135354792488278
Medication,J9A,METOCLOPRAMIDE HCL 5 MG PO TABS,6275,0.5135354792488278
Diagnosis,FAC025,Other long term (current) drug therapy,172660,0.5132878064502417
Diagnosis,FAC025,Long term (current) use of aspirin,57994,0.5132878064502417
Diagnosis,FAC025,Encounter for long-term (current) use of other medications,48742,0.5132878064502417
Diagnosis,FAC025,Long term (current) use of anticoagulants,44698,0.5132878064502417
Diagnosis,FAC025,Other specified health status,35705,0.5132878064502417
Lab result,NEUTAB,"NEUT, ABS",522238,0.5026627267564442
Lab result,NEUTAB,"Neutrophil, Absolute",384165,0.5026627267564442
Lab result,NEUTAB,"Neut, ABS (man diff)",41867,0.5026627267564442
Lab result,NEUTAB,"Neut, ABS (Seg+Band) (man diff)",31195,0.5026627267564442
Lab result,NEUTAB,"NEUTS, ABS",5167,0.5026627267564442
Diagnosis,FAC011,Other sex counseling,270,0.5002506666814001
Diagnosis,FAC011,Counseling on other sexually transmitted diseases,252,0.5002506666814001
Diagnosis,FAC011,Sex counseling,167,0.5002506666814001
Diagnosis,FAC011,Sexually transmitted disease counseling,110,0.5002506666814001
Diagnosis,FAC011,"Sex counseling, unspecified",70,0.5002506666814001
Diagnosis,INJ028,"Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter",11684,0.4926994351854712
Diagnosis,INJ028,Antineoplastic and immunosuppressive drugs causing adverse effect in therapeutic use,5618,0.4926994351854712
Diagnosis,INJ028,"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",4725,0.4926994351854712
Diagnosis,INJ028,"Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter",4023,0.4926994351854712
Diagnosis,INJ028,"Adverse effect of other opioids, initial encounter",3434,0.4926994351854712
Lab result,MCHC,MCHC,974473,0.4665915186543824
Diagnosis,FAC019,Homelessness,4175,0.4538071625875196
Diagnosis,FAC019,Other specified problems related to psychosocial circumstances,2740,0.4538071625875196
Diagnosis,FAC019,Other physical and mental strain related to work,2394,0.4538071625875196
Diagnosis,FAC019,Stress at work,1676,0.4538071625875196
Diagnosis,FAC019,Problems related to unwanted pregnancy,1628,0.4538071625875196
Diagnosis,MBD026,"Alcohol abuse, in remission",3180,0.4509680754955971
Diagnosis,MBD026,"Alcohol dependence, in remission",2755,0.4509680754955971
Diagnosis,MBD026,"Major depressive disorder, single episode, in full remission",2325,0.4509680754955971
Diagnosis,MBD026,"Major depressive disorder, recurrent, in full remission",1877,0.4509680754955971
Diagnosis,MBD026,"Major depressive disorder, recurrent, in remission, unspecified",1165,0.4509680754955971
Diagnosis,END016,Overweight,23032,0.425161415561544
Diagnosis,END016,Hypercalcemia,10935,0.425161415561544
Diagnosis,END016,Hypomagnesemia,9670,0.425161415561544
Diagnosis,END016,Overweight (BMI 25.0-29.9),9390,0.425161415561544
Diagnosis,END016,Hypocalcemia,8353,0.425161415561544
Pocedure,1575,OT EVALUATE AND TREAT,126795,0.4114244072882275
Medication,W1A,AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS,70345,0.3951372069987702
Medication,W1A,AMOXICILLIN 500 MG PO CAPS,44727,0.3951372069987702
Medication,W1A,PIPERACILLIN-TAZOBACTAM-DEXTRS 3.375 GRAM/50 ML IV PGBK,34193,0.3951372069987702
Medication,W1A,AMOXICILLIN 400 MG/5 ML PO SUSR,17573,0.3951372069987702
Medication,W1A,PIPERACILLIN-TAZOBACTAM-DEXTRS 4.5 GRAM/100 ML IV PGBK,12571,0.3951372069987702
Pocedure,480951,"NOVEL CORONAVIRUS 2019 (SARS-COV-2), RT PCR",430381,0.3761668750712596
Lab result,SARSCOV2RNA,SARS-CoV-2 RNA,398820,0.3234267761655791
Lab result,SARSCOV2RNA,"SARS-COV-2,NAA",37606,0.3234267761655791
Lab result,SARSCOV2RNA,SARS CoV 2 RNA,4958,0.3234267761655791
Lab result,SARSCOV2RNA,"SARS CoV 2 RNA, RT PCR",1712,0.3234267761655791
Lab result,SARSCOV2RNA,"SARS-COV-2 (COVID-19), QUALITATIVE, NAA",514,0.3234267761655791
Diagnosis,FAC012,Other specified counseling,57146,0.2796513801847151
Diagnosis,FAC012,Dietary counseling and surveillance,21910,0.2796513801847151
Diagnosis,FAC012,Persons encountering health services in other specified circumstances,21526,0.2796513801847151
Diagnosis,FAC012,Travel advice encounter,15670,0.2796513801847151
Diagnosis,FAC012,Encounter to establish care,13806,0.2796513801847151
Lab result,XUWBC,"WBC, urine",218658,0.2784266745810418
Medication,M4D,ATORVASTATIN 40 MG PO TABS,70294,0.2689372082756002
Medication,M4D,ATORVASTATIN 20 MG PO TABS,62829,0.2689372082756002
Medication,M4D,ATORVASTATIN 10 MG PO TABS,61005,0.2689372082756002
Medication,M4D,SIMVASTATIN 20 MG PO TABS,40287,0.2689372082756002
Medication,M4D,ATORVASTATIN 80 MG PO TABS,25555,0.2689372082756002
Diagnosis,MUS013,Age-related osteoporosis without current pathological fracture,34876,0.2643777038039338
Diagnosis,MUS013,Osteoporosis,25209,0.2643777038039338
Diagnosis,MUS013,"Osteoporosis, unspecified osteoporosis type, unspecified pathological fracture presence",17289,0.2643777038039338
Diagnosis,MUS013,"Osteoporosis, unspecified",16064,0.2643777038039338
Diagnosis,MUS013,Other osteoporosis without current pathological fracture,4721,0.2643777038039338
Lab result,PRINTERVAL,P-R Interval,375625,0.254972254162597
Lab result,RR,RR,382675,0.2537295643545224
Lab result,QTINTERVAL,QT Interval,382675,0.2537295643545224
Lab result,QRSDINTERVAL,QRSD Interval,382687,0.2537295643545224
Lab result,QRSAXIS,QRS Axis,382694,0.2537295643545224
Lab result,QTCINTERVAL,QTC Interval,382673,0.2537295643545224
Lab result,HEARTRATE,Heart Rate,382694,0.2537295643545224
Lab result,ECGIMPRESS,ECG Impression,382686,0.2537295643545224
Diagnosis,SYM006,Unspecified abdominal pain,79731,0.2530975898531517
Diagnosis,SYM006,"Abdominal pain, unspecified site",56899,0.2530975898531517
Diagnosis,SYM006,"Diarrhea, unspecified",50130,0.2530975898531517
Diagnosis,SYM006,Epigastric pain,45748,0.2530975898531517
Diagnosis,SYM006,Diarrhea,44535,0.2530975898531517
Diagnosis,END014,Postprocedural hypoparathyroidism,409,0.2530833930631317
Diagnosis,END014,Asymptomatic postprocedural ovarian failure,362,0.2530833930631317
Diagnosis,END014,Symptomatic states associated with artificial menopause,264,0.2530833930631317
Diagnosis,END014,Surgical menopause,260,0.2530833930631317
Diagnosis,END014,Postprocedural adrenocortical (-medullary) hypofunction,174,0.2530833930631317
Diagnosis,MUS007,Effusion of lower leg joint,10389,0.2484838972612684
Diagnosis,MUS007,"Effusion, right knee",7205,0.2484838972612684
Diagnosis,MUS007,Other specified disorders of lower leg joint,6820,0.2484838972612684
Diagnosis,MUS007,"Effusion, left knee",6546,0.2484838972612684
Diagnosis,MUS007,"Other affections of shoulder region, not elsewhere classified",5208,0.2484838972612684
Lab result,TWAVEAXIS,T Wave Axis,382269,0.2450019633868168
Diagnosis,END010,"Hyperlipidemia, unspecified",196135,0.2370478444369828
Diagnosis,END010,Hyperlipidemia,108416,0.2370478444369828
Diagnosis,END010,Other and unspecified hyperlipidemia,105318,0.2370478444369828
Diagnosis,END010,"Hyperlipidemia, unspecified hyperlipidemia type",101058,0.2370478444369828
Diagnosis,END010,Mixed hyperlipidemia,60657,0.2370478444369828
Diagnosis,CIR020,"Cerebral infarction, unspecified",16509,0.2094633869794272
Diagnosis,CIR020,Unspecified cerebral artery occlusion with cerebral infarction,9620,0.2094633869794272
Diagnosis,CIR020,"Cerebrovascular accident (CVA), unspecified mechanism (CMS-HCC)",8063,0.2094633869794272
Diagnosis,CIR020,Stroke (CMS-HCC),4886,0.2094633869794272
Diagnosis,CIR020,Other cerebral infarction,3149,0.2094633869794272
Pocedure,34506,EVAL/MGMT OF EST PATIENT LEVEL 5,209691,0.1975707015928293
Pocedure,34506,"OFFICE/OUTPATIENT VISIT, EST",418,0.1975707015928293
Pocedure,34506,EVAL/MGMT OF EST PATIENT LEVEL FIVE,102,0.1975707015928293
Pocedure,34506,REFERRAL TO CANCER GENETICS AND GENOMICS,1,0.1975707015928293
Pocedure,34506,OFFICE OUTPT EST 40 MIN,13,0.1975707015928293
Lab result,PAXIS,P Axis,375241,0.1864401264663936
Diagnosis,MUS026,Muscle weakness (generalized),25570,0.184329816070172
Diagnosis,MUS026,Other muscle spasm,9943,0.184329816070172
Diagnosis,MUS026,Spasm of muscle,7285,0.184329816070172
Diagnosis,MUS026,Other specified disorders of muscle,6549,0.184329816070172
Diagnosis,MUS026,Muscle weakness,5701,0.184329816070172
Lab result,XMUCUS,"Mucous Threads, urine",146805,0.184324669672767
Medication,H21,LORAZEPAM 2 MG/ML INJ SOLN,66330,0.1826633676808596
Medication,H21,TEMAZEPAM 15 MG PO CAPS,12074,0.1826633676808596
Medication,H21,TEMAZEPAM 7.5 MG PO CAPS,6635,0.1826633676808596
Medication,H21,TEMAZEPAM 30 MG PO CAPS,2719,0.1826633676808596
Medication,H21,MIDAZOLAM 2 MG/ML PO SYRP,2180,0.1826633676808596
Diagnosis,CIR007,"Unspecified maternal hypertension, third trimester",428,0.1792856843263394
Diagnosis,CIR007,"Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester",364,0.1792856843263394
Diagnosis,CIR007,"Unspecified maternal hypertension, complicating the puerperium",225,0.1792856843263394
Diagnosis,CIR007,Pre-existing hypertension complicating pregnancy,198,0.1792856843263394
Diagnosis,CIR007,"Unspecified pre-existing hypertension complicating pregnancy, third trimester",192,0.1792856843263394
Medication,Q3S,BISACODYL 10 MG PR SUPP,140561,0.1722929126991311
Medication,Q3S,SODIUM PHOSPHATES 19-7 GRAM/118 ML PR ENEM,33961,0.1722929126991311
Medication,Q3S,MINERAL OIL PR ENEM,22695,0.1722929126991311
Medication,Q3S,SODIUM PHOSPHATES 19-7 GRAM/197 ML PR ENEM,2129,0.1722929126991311
Medication,Q3S,GLYCERIN (ADULT) PR SUPP,1801,0.1722929126991311
Pocedure,1916,SURGICAL PROCEDURE,347767,0.1700414391944952
Medication,C6Z,MULTIVITAMIN PO,35213,0.1695182561886821
Medication,C6Z,THERAPEUTIC MULTIVITAMIN PO TABS,33736,0.1695182561886821
Medication,C6Z,MULTIVITAMIN PO TABS,17928,0.1695182561886821
Medication,C6Z,B-COMPLEX WITH VITAMIN C PO TABS,13142,0.1695182561886821
Medication,C6Z,MULTIVITAMINS PO,10127,0.1695182561886821
Diagnosis,CIR016,"Conduction disorder, unspecified",18080,0.1549774733199503
Diagnosis,CIR016,Unspecified right bundle-branch block,17334,0.1549774733199503
Diagnosis,CIR016,Long QT syndrome,16149,0.1549774733199503
Diagnosis,CIR016,Presence of cardiac pacemaker,14819,0.1549774733199503
Diagnosis,CIR016,Cardiac pacemaker in situ,13642,0.1549774733199503
Pocedure,2263,"URINALYSIS SCREEN, CULTURE IF POSITIVE",219072,0.1458452895921072
Pocedure,2263,"URINALYSIS, SCREEN FOR CULTURE",60277,0.1458452895921072
Pocedure,2263,URINALYSIS W/REFLEX TO CULTURE,160,0.1458452895921072
Pocedure,2263,"UA/M W/RFLX CULTURE, ROUTINE",7,0.1458452895921072
Diagnosis,CIR024,"Cerebral aneurysm, nonruptured",6231,0.1323266183711877
Diagnosis,CIR024,Cerebral atherosclerosis,3395,0.1323266183711877
Diagnosis,CIR024,Other generalized ischemic cerebrovascular disease,2529,0.1323266183711877
Diagnosis,CIR024,"Cerebrovascular disease, unspecified",2296,0.1323266183711877
Diagnosis,CIR024,"Acute, but ill-defined, cerebrovascular disease",2112,0.1323266183711877
Diagnosis,SYM016,Edema,32379,0.1318637535474304
Diagnosis,SYM016,Localized edema,31644,0.1318637535474304
Diagnosis,SYM016,Abnormal weight loss,29316,0.1318637535474304
Diagnosis,SYM016,Localized enlarged lymph nodes,28264,0.1318637535474304
Diagnosis,SYM016,Other general symptoms and signs,22683,0.1318637535474304
Diagnosis,BLD003,"Anemia, unspecified",90725,0.1293197600110729
Diagnosis,BLD003,Anemia,38591,0.1293197600110729
Diagnosis,BLD003,"Anemia, unspecified type",25647,0.1293197600110729
Diagnosis,BLD003,Anemia in other chronic diseases classified elsewhere,10183,0.1293197600110729
Diagnosis,BLD003,Anemia in chronic kidney disease,9359,0.1293197600110729
Medication,H20,LORAZEPAM 0.5 MG PO TABS,72364,0.1286772555784887
Medication,H20,LORAZEPAM 1 MG PO TABS,72093,0.1286772555784887
Medication,H20,DIAZEPAM 5 MG PO TABS,50209,0.1286772555784887
Medication,H20,ALPRAZOLAM 0.25 MG PO TABS,18542,0.1286772555784887
Medication,H20,ALPRAZOLAM 0.5 MG PO TABS,17960,0.1286772555784887
Diagnosis,NVS020,Other specified disorders of brain,12338,0.1179239056830694
Diagnosis,NVS020,Other conditions of brain(348.89),9389,0.1179239056830694
Diagnosis,NVS020,Metabolic encephalopathy,7182,0.1179239056830694
Diagnosis,NVS020,"Encephalopathy, unspecified",5806,0.1179239056830694
Diagnosis,NVS020,"Disorder of brain, unspecified",3937,0.1179239056830694
Pocedure,1429,INCENTIVE SPIROMETER (WHILE AWAKE),116631,0.1164341712604475
Diagnosis,EXT019,"Exposure to other specified factors, initial encounter",21785,0.1133337086993051
Diagnosis,EXT019,Unspecified accident,7872,0.1133337086993051
Diagnosis,EXT019,Other accident,1944,0.1133337086993051
Diagnosis,EXT019,"Unknown cause of injury, initial encounter",1321,0.1133337086993051
Diagnosis,EXT019,"Accident, initial encounter",1131,0.1133337086993051
Diagnosis,EAR003,"Benign paroxysmal vertigo, unspecified ear",9282,0.1114919466225432
Diagnosis,EAR003,"Benign paroxysmal positional vertigo, unspecified laterality",7779,0.1114919466225432
Diagnosis,EAR003,Benign paroxysmal positional vertigo,7013,0.1114919466225432
Diagnosis,EAR003,"Benign paroxysmal vertigo, right ear",2543,0.1114919466225432
Diagnosis,EAR003,"Benign paroxysmal vertigo, left ear",2174,0.1114919466225432
Lab result,WBC,WBC,975990,0.1009169398057644
Lab result,WBC,WBC (Manual Entry) See EMR for details,104161,0.1009169398057644
Lab result,WBC,WBC count,15815,0.1009169398057644
Lab result,WBC,WBC Count,193,0.1009169398057644
Lab result,WBC,White Cells,1,0.1009169398057644
Pocedure,2215,TROPONIN I,117053,0.0900029795767736
Pocedure,1508,WEIGHT,172781,0.0831666281346851
Diagnosis,FAC024,Latent tuberculosis,2428,0.0498223389207656
Diagnosis,FAC024,Carrier or suspected carrier of methicillin resistant Staphylococcus aureus,1748,0.0498223389207656
Diagnosis,FAC024,"TB lung, latent",1152,0.0498223389207656
Diagnosis,FAC024,LTBI (latent tuberculosis infection),900,0.0498223389207656
Diagnosis,FAC024,MRSA (methicillin resistant staph aureus) culture positive,812,0.0498223389207656
Medication,J7A,LABETALOL 5 MG/ML IV SOLN,111531,0.0369720556741845
Medication,J7A,CARVEDILOL 6.25 MG PO TABS,20952,0.0369720556741845
Medication,J7A,CARVEDILOL 3.125 MG PO TABS,19546,0.0369720556741845
Medication,J7A,CARVEDILOL 12.5 MG PO TABS,16418,0.0369720556741845
Medication,J7A,CARVEDILOL 25 MG PO TABS,11980,0.0369720556741845
Medication,B6W,ALBUTEROL SULFATE 90 MCG/ACTUATION INH HFAA,123384,0.0293448582459419
Medication,B6W,ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,45075,0.0293448582459419
Medication,B6W,PROAIR HFA 90 MCG/ACTUATION INH HFAA,38733,0.0293448582459419
Medication,B6W,VENTOLIN HFA 90 MCG/ACTUATION INH HFAA,19639,0.0293448582459419
Medication,B6W,ALBUTEROL SULFATE 2.5 MG/0.5 ML INH NEBU,12773,0.0293448582459419
Lab result,XUKET,"Ketone, urine",220893,0.0273584559661164
Medication,H3A,OXYCODONE 5 MG PO TABS,217621,0.025005716917703
Medication,H3A,HYDROMORPHONE 1 MG/ML INJ SYRG,126927,0.025005716917703
Medication,H3A,HYDROMORPHONE (PF) 2 MG/ML INJ SOLN,106201,0.025005716917703
Medication,H3A,TRAMADOL 50 MG PO TABS,76441,0.025005716917703
Medication,H3A,MEPERIDINE (PF) 25 MG/ML INJ SYRG,66899,0.025005716917703
Lab result,XLEUKEST,"Leukocyte Esterase, urine",220888,0.0241744643754207
Diagnosis,SYM012,Palpitations,78284,0.0221571764995228
Diagnosis,SYM012,"Tachycardia, unspecified",72967,0.0221571764995228
Diagnosis,SYM012,"Bradycardia, unspecified",31184,0.0221571764995228
Diagnosis,SYM012,"Elevated blood-pressure reading, without diagnosis of hypertension",31040,0.0221571764995228
Diagnosis,SYM012,Elevated blood pressure reading without diagnosis of hypertension,24649,0.0221571764995228
Medication,Q6T,ARTIFICIAL TEARS(HYPROMELLOSE) 0.5 % OPHT DROP,6322,0.0202368091289227
Medication,Q6T,ARTIFICIAL TEARS OPHT,4198,0.0202368091289227
Medication,Q6T,ARTIFICIAL TEAR (HYPROMELLOSE) 0.5 % OPHT DROP,3752,0.0202368091289227
Medication,Q6T,CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DROP,3522,0.0202368091289227
Medication,Q6T,CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET,3352,0.0202368091289227
Lab result,GLU,"Glucose, Ser/Plas",894413,0.0197168485817528
Lab result,GLU,Glucose by Meter,219614,0.0197168485817528
Lab result,GLU,"Glucose, Whole Blood",116977,0.0197168485817528
Lab result,GLU,"Glucose, SER/PLAS (Manual Entry) See EMR for details",111348,0.0197168485817528
Lab result,GLU,"Glucose,ISTAT",58290,0.0197168485817528
Lab result,RBC,RBC,975574,0.0158386255603115
Lab result,RBC,RBC (MANUAL ENTRY) See EMR for details,10078,0.0158386255603115
Lab result,RBC,Total Cell Count{Menlo},385,0.0158386255603115
Lab result,RBC,Red cells,27,0.0158386255603115
Lab result,RBC,ADULT RBC,10,0.0158386255603115
Diagnosis,SKN006,Postprocedural hematoma of skin and subcutaneous tissue following other procedure,876,0.009795658038616
Diagnosis,SKN006,Other postprocedural complications of skin and subcutaneous tissue,669,0.009795658038616
Diagnosis,SKN006,Postprocedural seroma of skin and subcutaneous tissue following other procedure,639,0.009795658038616
Diagnosis,SKN006,Postprocedural hemorrhage of skin and subcutaneous tissue following other procedure,416,0.009795658038616
Diagnosis,SKN006,Incisional pain,370,0.009795658038616
Diagnosis,GEN023,Postmenopausal atrophic vaginitis,21100,0.0059390220894074
Diagnosis,GEN023,Menopausal and female climacteric states,14023,0.0059390220894074
Diagnosis,GEN023,Symptomatic menopausal or female climacteric states,12301,0.0059390220894074
Diagnosis,GEN023,Hormone replacement therapy,11838,0.0059390220894074
Diagnosis,GEN023,Postmenopausal bleeding,11060,0.0059390220894074
Medication,C6D,VITAMIN D3 PO,82759,0.0011478472481974
Medication,C6D,"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT PO CAPS",24427,0.0011478472481974
Medication,C6D,"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT PO TABS",14589,0.0011478472481974
Medication,C6D,VITAMIN D PO,11667,0.0011478472481974
