clinical_item_category_id	source_table	description	external_id	clinical_item_id	name	description	item_count	patient_count
72	stride_order_med	Med (Intravenous)	105694	46375	RXCUI105694	Epoetin Alfa (Intravenous)	372	125
8	stride_order_proc	Imaging	474077	48623	IMGDXSH2RT	XR SHOULDER 2V RT	159	125
4	stride_order_proc	Nursing	872047	62008	NUR0731	ADVANCE FEEDING TUBE	155	125
8	stride_order_proc	Imaging	474040	50200	IMGDXCH1P	XR CHEST 1V PORTABLE	129	125
34	stride_order_proc	Consult	508110	50463	CON315	CONSULT TO ENDOCRINOLOGY	134	125
72	stride_order_med	Med (Intravenous)	2.87E+18	44650	RXCUI4850,8591,56443,9863	Glucose-Potassium Chloride-Sodium Acetate-Sodium Chloride (Intravenous)	148	125
4	stride_order_proc	Nursing	621229	57733	NUR6001	RISK FOR DELIRIUM	142	125
73	stride_order_med	Med (Oral)	135447	44204	RXCUI135447	Donepezil (Oral)	193	124
73	stride_order_med	Med (Oral)	37798	44436	RXCUI37798	Terazosin (Oral)	334	124
73	stride_order_med	Med (Oral)	6963	44756	RXCUI6963	Midodrine (Oral)	378	124
72	stride_order_med	Med (Intravenous)	4179	44611	RXCUI4179	Etoposide (Intravenous)	169	124
24	stride_order_proc	Pathology	472129	49152	LABCYTOG	CYTOGENETICS REPORT	155	123
72	stride_order_med	Med (Intravenous)	16427	46589	MED16427	Potassium Chloride-Sodium Chloride (Intravenous)	142	123
6	stride_order_proc	Lab	472110	49016	LABUCRT	CREATININE, URINE (TIMED)	218	123
8	stride_order_proc	Imaging	473812	49836	IMGCT3AP	CT ANGIO ABDOMEN PELVIS	160	123
4	stride_order_proc	Nursing	489400	49715	NUR1626	PRIVILEGES-LEVEL 3 (G2)	143	123
8	stride_order_proc	Imaging	473879	50259	IMGCTTA	CT CHEST ABDOMEN	161	123
72	stride_order_med	Med (Intravenous)	229690	59632	MED229690	SODIUM GLYCEROPHOSPHATE 1 MMOL/ML IV SOLN	206	123
34	stride_order_proc	Consult	518286	49113	CON341	REQUEST FOR LANGUAGE SVS	162	122
73	stride_order_med	Med (Oral)	8183	44885	RXCUI8183	Phenytoin (Oral)	301	122
72	stride_order_med	Med (Intravenous)	114200	46247	RXCUI114200	Citrate (Intravenous)	202	122
107	stride_order_med	Med (Nebulization)	6387	46546	RXCUI6387	Lidocaine (Nebulization)	179	122
32	stride_order_proc	ECHO	472299	45963	ECH16	ECHO - TRANSESOPHAGEAL ECHO	139	121
72	stride_order_med	Med (Intravenous)	26237	46386	RXCUI26237	Granisetron (Intravenous)	170	121
73	stride_order_med	Med (Oral)	6468	46610	RXCUI6468	Loperamide (Oral)	235	121
73	stride_order_med	Med (Oral)	33227	46609	MED33227	Amoxicillin-Clavulanate (Oral)	218	121
34	stride_order_proc	Consult	519219	50547	CON345	CONSULT TO HEMATOLOGY	140	121
4	stride_order_proc	Nursing	491495	62016	NUR2075	PREVALON BOOTS	133	120
8	stride_order_proc	Imaging	474717	62087	IMG4NA	ANGIOGRAM CEREBRAL	166	120
73	stride_order_med	Med (Oral)	28384	44278	MED28384	Acetaminophen-Hydrocodone (Oral)	144	119
6	stride_order_proc	Lab	497524	48486	LABVANUNL	VANCOMYCIN SINGLE DAILY DOSE LEVEL	263	119
73	stride_order_med	Med (Oral)	3008	44704	RXCUI3008	Cyclosporine (Oral)	505	119
6	stride_order_proc	Lab	472740	45835	LABLEGU	LEGIONELLA AG, URINE	204	118
4	stride_order_proc	Nursing	519482	46143	NUR368	TED HOSE	130	118
8	stride_order_proc	Imaging	474102	48936	IMGDXHIP2LT	XR HIP 2V LT	149	118
8	stride_order_proc	Imaging	474009	52426	IMGFLERCPS	XR ERCP W SPHICTEROTOMY, BILIARY AND PANCREAS	165	118
8	stride_order_proc	Imaging	473969	45769	IMGDXSH2LT	XR SHOULDER 2V LT	162	117
4	stride_order_proc	Nursing	472918	46146	NUR1039	CHECK DISTAL PULSES, COLOR, TEMP	156	117
72	stride_order_med	Med (Intravenous)	68149	44612	RXCUI68149	Mycophenolate Mofetil (Intravenous)	215	117
4	stride_order_proc	Nursing	624825	50864	NUR4076	GUIDELINES FOR MD ORDERING 3	146	117
6	stride_order_proc	Lab	471955	50930	LABSYNCT	CELL COUNT AND DIFF, SYNOVIAL FLUID	180	117
4	stride_order_proc	Nursing	870011	61829	NUR9001	INSTRUCTIONS TO PHYSICIANS	122	117
24	stride_order_proc	Pathology	624482	62264	CG05	CHROMOSOME ANALYSIS, CANCER DIAGNOSIS	173	117
6	stride_order_proc	Lab	472041	63739	LABCMVIGM	CMV IGM	136	117
4	stride_order_proc	Nursing	473006	48663	NUR1076	ABSCESS DRAINAGE TUBE	191	116
6	stride_order_proc	Lab	473349	48539	LABUSPG	SPECIFIC GRAVITY, URINE	1017	116
6	stride_order_proc	Lab	896077	63796	10290R	HLA - TYPING	154	116
73	stride_order_med	Med (Oral)	1114195	60178	RXCUI1114195	Rivaroxaban (Oral)	294	116
4	stride_order_proc	Nursing	633105	49140	NUR4084	CONT RENAL REPLACEMENT THERAPY	380	115
4	stride_order_proc	Nursing	872044	62033	NUR0728	USE FRAZIER WATER PROTOCOL	133	115
72	stride_order_med	Med (Intravenous)	1272	44678	RXCUI1272	Aztreonam (Intravenous)	226	115
73	stride_order_med	Med (Oral)	3827	45190	RXCUI3827	Enalapril (Oral)	254	115
73	stride_order_med	Med (Oral)	540141	44280	MED540141	GI COCKTAIL	132	114
4	stride_order_proc	Nursing	489069	45839	NUR1295	D/C DRESSING GRAFT SITE 48H POST-OP	117	114
6	stride_order_proc	Lab	497496	48631	LABCYCWBL	CYCLOSPORINE, WHOLE BLOOD	401	114
73	stride_order_med	Med (Oral)	283742	44308	RXCUI283742	Esomeprazole (Oral)	176	113
72	stride_order_med	Med (Intravenous)	3.09E+18	44618	RXCUI426,1091,1908,21032,21579,4850,4919,5340,6033,6308,6536,6585,29261,6837,89905,8156,54987,8737,9671,56443,9863,236719,235496,10524,10898,10962,11115,8308,39937	Alanine-Arginine-Calcium Gluconate-Chromous Chloride-Copper Sulfate-Glucose-Glycine-Histidine-Isoleucine-Leucine-Lysine-Magnesium Sulfate-Manganese Chloride-Methionine-Multivitamin Preparation-Phenylalanine-Potassium Acetate-Proline-Serine-Sodium Acetate-S (...)	201	113
8	stride_order_proc	Imaging	474113	46088	IMGMRSL	MR L-SPINE	144	113
6	stride_order_proc	Lab	497486	46054	LABVPAL	VALPROIC ACID	272	113
6	stride_order_proc	Lab	473234	49078	LABREPT	REPTILASE TIME	224	113
75	stride_order_med	Med (Inhalation)	225590	60175	MED225590	Albuterol-Ipratropium (Inhalation)	175	113
72	stride_order_med	Med (Intravenous)	8183	44589	RXCUI8183	Phenytoin (Intravenous)	271	112
76	stride_order_med	Med (Rectal)	6972	46660	RXCUI6972	Mineral Oil (Rectal)	153	112
53	stride_order_proc	Nursing Transfusion	927939	65702	NUR702	TRANSFUSE FRESH FROZEN PLASMA	304	112
8	stride_order_proc	Imaging	516584	65661	IMGUSVUUPLT	US RADIOLOGY VEIN UPPER EXTREMITY LEFT RULE OUT DVT	143	112
73	stride_order_med	Med (Oral)	6472	44320	RXCUI6472	Lovastatin (Oral)	146	111
8	stride_order_proc	Imaging	898610	62384	IMGMRHROF	MR HEAD OUTSIDE STUDY FOR REFERENCE ONLY	148	111
73	stride_order_med	Med (Oral)	5093	44378	RXCUI5093	Haloperidol (Oral)	203	110
4	stride_order_proc	Nursing	471726	45944	NUR644	CLAMP NASOGASTRIC TUBE	132	110
8	stride_order_proc	Imaging	473820	45946	IMGCTP	CT PELVIS	129	110
40	stride_order_proc	Legal	489263	49003	LEG1	LEGAL STATUS: 14 DAY HOLD (5250)	130	110
4	stride_order_proc	Nursing	489063	49402	NUR1266	CONDOM CATHETER	126	110
8	stride_order_proc	Imaging	516586	49115	IMGUSVUUPRT	US VEIN UPPER EXTREMITY RIGHT R/O DVT	136	109
6	stride_order_proc	Lab	621214	48532	LABDDIML	D - DIMER (ELISA)	132	109
9	stride_order_proc	Diet	472166	62205	DIET109	DIET LOW FIBER	152	109
6	stride_order_proc	Lab	896084	63822	10330R	HLA - SCREENING IGG	135	109
76	stride_order_med	Med (Rectal)	6218	44593	RXCUI6218	Lactulose (Rectal)	240	109
4	stride_order_proc	Nursing	489426	46130	NUR1653	RN ESCORT NEEDED, IF INPATIENT	124	108
72	stride_order_med	Med (Intravenous)	2.28E+18	44625	RXCUI733,10167	Ampicillin-Sulbactam (Intravenous)	151	108
15	stride_order_proc	Microbiology	472744	49478	LABLEGDA	LEGIONELLA CULTURE	163	108
15	stride_order_proc	Microbiology	893886	65663	LABORSHOR	ORTHOPEDIC CULT MULT SPECIMENS	281	108
6	stride_order_proc	Lab	471580	45902	LABAFP	ALPHA FETOPROTEIN, SERUM	143	107
6	stride_order_proc	Lab	590435	45948	LABHELAG	HELICOBACTER PYLORI AG, STOOL	177	107
73	stride_order_med	Med (Oral)	9384	46371	RXCUI9384	Rifampin (Oral)	224	107
73	stride_order_med	Med (Oral)	6579	46502	RXCUI6579	Magnesium Chloride (Oral)	167	107
72	stride_order_med	Med (Intravenous)	167	46734	RXCUI167	Acetazolamide (Intravenous)	203	107
73	stride_order_med	Med (Oral)	2358	47013	RXCUI2358	Chlorhexidine (Oral)	124	107
73	stride_order_med	Med (Oral)	38404	44851	RXCUI38404	Topiramate (Oral)	239	107
4	stride_order_proc	Nursing	472919	49087	NUR1040	CHECK PROCEDURE SIDE/SITE PULSES	118	106
6	stride_order_proc	Lab	471951	49371	LABCEA	CEA	130	106
8	stride_order_proc	Imaging	474372	49581	IMGUSPLE	US FLUID LOCALIZATION	133	106
75	stride_order_med	Med (Inhalation)	92914	46263	MED92914	Fluticasone-Salmeterol (Inhalation)	159	106
74	stride_order_med	Med (Subcutaneous)	7617	46449	RXCUI7617	Octreotide (Subcutaneous)	213	106
72	stride_order_med	Med (Intravenous)	139462	46335	RXCUI139462	Moxifloxacin (Intravenous)	130	106
6	stride_order_proc	Lab	471695	48837	LABAGALA	ASPERGILLUS GALACTOMANNAN	142	105
8	stride_order_proc	Imaging	473934	49031	IMGCTTW	CT THORAX W CONTRAST	111	105
72	stride_order_med	Med (Intravenous)	7233	45034	RXCUI7233	Nafcillin (Intravenous)	219	105
73	stride_order_med	Med (Oral)	34505	47726	MED34505	Acetaminophen-Hydrocodone (Oral)	131	105
7	stride_order_proc	Respiratory Care	549816	49319	RT106	RESP - NITRIC OXIDE VENT	414	104
15	stride_order_proc	Microbiology	471621	45989	LABANER2	ANAEROBIC CULTURE, SHORT BATTERY	238	104
4	stride_order_proc	Nursing	489109	49737	NUR1335	DOPPLER CHECKS	139	104
34	stride_order_proc	Consult	528923	51127	CON373	CONSULT TO ENT	114	104
8	stride_order_proc	Imaging	898660	62063	IMGDXABROF	XR ABDOMEN OUTSIDE STUDY FOR REFERENCE ONLY	132	104
6	stride_order_proc	Lab	896083	63750	10335R	HLA - SCREENING C1Q	130	104
6	stride_order_proc	Lab	472979	50897	LABNORW	NOROVIRUS ANTIGEN, STOOL EIA	238	104
74	stride_order_med	Med (Subcutaneous)	321208	44429	RXCUI321208	Fondaparinux (Subcutaneous)	132	103
72	stride_order_med	Med (Intravenous)	3322	44353	RXCUI3322	Diazepam (Intravenous)	186	102
8	stride_order_proc	Imaging	474004	46124	IMGDXTIBLT	XR TIBIA AND FIBULA LT	189	102
73	stride_order_med	Med (Oral)	52358	46369	RXCUI52358	Magnesium Gluconate (Oral)	156	102
15	stride_order_proc	Microbiology	473803	48595	LABWDCG	WOUND CULTURE AND GRAM STAIN	120	102
6	stride_order_proc	Lab	473715	48811	LABMVSOB	UNLISTED MICROBIOLOGY/VIROLOGY TEST	155	102
10	stride_order_proc	OT	644232	45987	OT4	OT SWALLOW EVALUATE AND TREAT	104	102
4	stride_order_proc	Nursing	472916	45993	NUR1037	SALINE MOUTH RINSE	167	102
71	stride_order_med	Med (Topical)	90841	46890	MED90841	Camphor-Menthol (Topical)	125	102
84	stride_order_med	Med (Intramuscular)	8745	47015	RXCUI8745	Promethazine (Intramuscular)	125	102
6	stride_order_proc	Lab	517611	49453	LABCA199	CANCER AG 19-9	130	102
3	stride_order_proc	Point of Care Testing	471529	61857	LABPCACTK	ISTAT ACTIVATED CLOTTING TIME	130	102
4	stride_order_proc	Nursing	572373	53255	NUR4000	NOTIFY MD: VITAL SIGNS(ICU)	182	102
6	stride_order_proc	Lab	473722	45933	LABUUN	UREA WITH CREATININE, URINE (RANDOM)	168	101
36	stride_order_proc	Cath Angio	589700	50559	CON109	CONSULT TO IR - VENOUS ACCESS	126	101
6	stride_order_proc	Lab	977657	63752	LABBHB	BETA-HYDROXYBUTYRATE	146	101
6	stride_order_proc	Lab	904461	63785	LABHSVZL	HSV/VZV PCR QUAL, LESION	193	101
73	stride_order_med	Med (Oral)	6185	45002	RXCUI6185	Labetalol (Oral)	268	101
72	stride_order_med	Med (Intravenous)	142438	44581	RXCUI142438	Gentamicin Sulfate (Usp) (Intravenous)	201	100
71	stride_order_med	Med (Topical)	6932	46345	RXCUI6932	Miconazole (Topical)	118	100
82	stride_order_med	Med (CRRT)	36676	51019	RXCUI36676	Sodium Bicarbonate (CRRT)	192	100
73	stride_order_med	Med (Oral)	260101	45480	RXCUI260101	Oseltamivir (Oral)	177	100
73	stride_order_med	Med (Oral)	2683	44238	RXCUI2683	Colchicine (Oral)	209	99
8	stride_order_proc	Imaging	473927	48599	IMGCTSC	CT SPINE CERVICAL	111	99
6	stride_order_proc	Lab	472498	48724	LABHELI	HELICOBACTER PYLORI AB	118	99
72	stride_order_med	Med (Intravenous)	22299	44609	RXCUI22299	Daptomycin (Intravenous)	292	99
73	stride_order_med	Med (Oral)	190376	46326	RXCUI190376	Linezolid (Oral)	195	99
34	stride_order_proc	Consult	589765	50848	CON340	CONSULT TO OPHTHALMOLOGY	106	99
75	stride_order_med	Med (Inhalation)	19831	46579	RXCUI19831	Budesonide (Inhalation)	172	99
74	stride_order_med	Med (Subcutaneous)	35780	47255	RXCUI35780	Ropivacaine (Subcutaneous)	164	99
34	stride_order_proc	Consult	518171	50912	CON335	CONSULT TO UROLOGY	118	98
73	stride_order_med	Med (Oral)	596	44295	RXCUI596	Alprazolam (Oral)	175	98
71	stride_order_med	Med (Topical)	9881	46367	RXCUI9881	Sodium Hypochlorite (Topical)	151	98
8	stride_order_proc	Imaging	474057	49566	IMGDXHIP1RT	XR HIP 1V RT	133	98
4	stride_order_proc	Nursing	489288	49376	NUR1514	MAY HAVE SIPS OF WATER	116	98
8	stride_order_proc	Imaging	474441	49853	IMGIRABSDRNFG	IR ABSCESS DRAINAGE FLUORO GUIDED	139	98
7	stride_order_proc	Respiratory Care	471752	46308	RT74	RESP - BEDSIDE SPIROMETRY	207	98
73	stride_order_med	Med (Oral)	9143	46932	RXCUI9143	Ranitidine (Oral)	125	98
4	stride_order_proc	Nursing	876760	62177	NUR30097	MAY GO OFF TELEMETRY	104	98
6	stride_order_proc	Lab	906955	63744	LABCMVRO	CMV RULE OUT	175	98
72	stride_order_med	Med (Intravenous)	4678	44701	RXCUI4678	Ganciclovir (Intravenous)	242	97
86	stride_order_med	Med (Swish & Spit)	6387	46497	RXCUI6387	Lidocaine (Swish & Spit)	111	97
73	stride_order_med	Med (Oral)	60212	46354	RXCUI60212	Atovaquone (Oral)	232	97
73	stride_order_med	Med (Oral)	341248	46702	RXCUI341248	Ezetimibe (Oral)	137	97
4	stride_order_proc	Nursing	489165	49180	NUR1391	GASTROSTOMY TUBE	150	97
6	stride_order_proc	Lab	473089	49234	LABPHME	PH BY METER	165	97
73	stride_order_med	Med (Oral)	208092	46971	MED208092	Amylases-Endopeptidases-Lipase (Oral)	233	97
84	stride_order_med	Med (Intramuscular)	5093	46889	RXCUI5093	Haloperidol (Intramuscular)	138	96
8	stride_order_proc	Imaging	474056	50323	IMGDXHIP1LT	XR HIP 1V LT	119	95
73	stride_order_med	Med (Oral)	73645	46567	RXCUI73645	Valacyclovir (Oral)	198	95
73	stride_order_med	Med (Oral)	1894	45641	RXCUI1894	Calcitriol (Oral)	171	95
73	stride_order_med	Med (Oral)	20610	47347	RXCUI20610	Cetirizine (Oral)	113	95
73	stride_order_med	Med (Oral)	5521	46223	RXCUI5521	Hydroxychloroquine (Oral)	173	94
74	stride_order_med	Med (Subcutaneous)	1815	46797	RXCUI1815	Bupivacaine (Subcutaneous)	120	94
4	stride_order_proc	Nursing	489081	61839	NUR1307	D/C OXIMETRY WHEN SATS >92% ON ROOM AIR	100	94
73	stride_order_med	Med (Oral)	5492	44579	RXCUI5492	Hydrocortisone (Oral)	294	94
72	stride_order_med	Med (Intravenous)	358255	52116	RXCUI358255	Aprepitant (Intravenous)	159	94
73	stride_order_med	Med (Oral)	91791	44380	MED91791	Ascorbic Acid-Folic Acid-Vitamin B Complex (Oral)	181	93
34	stride_order_proc	Consult	647336	48568	CON413	CONSULT TO DERMATOLOGY	110	93
73	stride_order_med	Med (Oral)	9863	46358	RXCUI9863	Sodium Chloride (Oral)	205	93
71	stride_order_med	Med (Topical)	854	46649	MED854	Bacitracin-Neomycin-Polymyxin B (Topical)	100	93
6	stride_order_proc	Lab	472802	62130	LABMMAS	METHYLMALONIC ACID, SERUM	114	93
4	stride_order_proc	Nursing	870879	62086	NUR30018	PATIENT EDUCATION	100	93
12	stride_order_proc	Procedures	885243	62254	2109394	CHEST TUBE	124	93
12	stride_order_proc	Procedures	885237	63811	2109358	LUMBAR PUNCTURE	120	93
6	stride_order_proc	Lab	471767	46245	LABIBIL	BILIRUBIN INDIRECT, SERUM	120	92
4	stride_order_proc	Nursing	489266	48879	NUR1492	LOG ROLL ONLY	106	92
72	stride_order_med	Med (Intravenous)	2105	44652	RXCUI2105	Carmustine (Intravenous)	96	92
74	stride_order_med	Med (Subcutaneous)	37418	46434	RXCUI37418	Sumatriptan (Subcutaneous)	144	92
94	stride_order_med	Med (Hemodialysis)	5224	46438	RXCUI5224	Heparin (Hemodialysis)	274	92
4	stride_order_proc	Nursing	624774	49651	NUR6011	SCD/TEDS TO OR WITH PATIENT	115	92
39	stride_order_proc	Outpatient Referral	660683	52757	REF94	REFERRAL TO PHYSICAL THERAPY	97	92
30	stride_order_proc	Cast Room	658271	51261	CR101	CERVICAL COLLAR(HARD)	107	91
32	stride_order_proc	ECHO	472293	62176	ECH25	ECHO - LIMITED TRANSTHORACIC ECHO	108	91
75	stride_order_med	Med (Inhalation)	41126	44277	RXCUI41126	Fluticasone (Inhalation)	138	90
6	stride_order_proc	Lab	633410	46228	LABRPRQL	RPR QUALITATIVE	100	90
73	stride_order_med	Med (Oral)	723	46468	RXCUI723	Amoxicillin (Oral)	144	90
8	stride_order_proc	Imaging	474005	49665	IMGDXTIBRT	XR TIBIA AND FIBULA RT	164	90
8	stride_order_proc	Imaging	473827	50098	IMGCT3H	CT ANGIO HEAD	111	90
8	stride_order_proc	Imaging	474394	50199	IMGNPVQ	NUC LUNG V/Q	106	90
72	stride_order_med	Med (Intravenous)	5.14E+18	50984	RXCUI4511,9863,10454	Folic Acid-Sodium Chloride-Thiamine (Intravenous)	122	90
6	stride_order_proc	Lab	471756	46093	LABBHCG	BETA HCG	116	89
71	stride_order_med	Med (Topical)	42372	46432	RXCUI42372	Mupirocin (Topical)	116	89
4	stride_order_proc	Nursing	472911	52452	NUR1032	URINARY CATHETER CARE	92	89
6	stride_order_proc	Lab	472526	63777	LABHBSQT	HEP B SURF AB QUANT	108	89
72	stride_order_med	Med (Intravenous)	8704	46469	RXCUI8704	Prochlorperazine (Intravenous)	112	88
73	stride_order_med	Med (Oral)	358255	44306	RXCUI358255	Aprepitant (Oral)	236	88
4	stride_order_proc	Nursing	489535	49300	NUR1762	WOUND VAC	163	88
4	stride_order_proc	Nursing	518146	49533	NUR2999	MONITOR SCV02	95	88
6	stride_order_proc	Lab	471786	46104	LABBMT1	BMT PANEL 1	127	87
71	stride_order_med	Med (Topical)	10434	46450	MED10434	Lidocaine-Prilocaine (Topical)	110	87
6	stride_order_proc	Lab	473736	49316	LABUPIE	URINE PROTEIN IMMUNOFIXATION ELECTROPHORESIS	159	87
4	stride_order_proc	Nursing	660667	61996	NUR1905	ACCESS ELECTRODE PLACEMENT	89	87
88	stride_order_med	Med (Both Eyes)	10600	46337	RXCUI10600	Timolol (Both Eyes)	126	87
71	stride_order_med	Med (Topical)	5492	46553	RXCUI5492	Hydrocortisone (Topical)	101	87
8	stride_order_proc	Imaging	473946	48842	IMGDXPEL3	XR PELVIS 3V	169	87
4	stride_order_proc	Nursing	473793	50162	NUR1243	CERVICAL COLLAR	95	87
34	stride_order_proc	Consult	508094	50509	CON308	CONSULT TO PULMONARY	92	87
39	stride_order_proc	Outpatient Referral	660686	62175	REF96	REFERRAL TO INTERVENTIONAL RADIOLOGY	99	87
4	stride_order_proc	Nursing	471937	49233	NUR754	FLAP CHECKS	154	87
43	stride_order_proc	NSG PICC Refer	660647	48729	NUR6146	PICC EXCHANGE	112	86
72	stride_order_med	Med (Intravenous)	733	44595	RXCUI733	Ampicillin (Intravenous)	142	86
80	stride_order_med	Med (Feeding Tube)	1191	47146	RXCUI1191	Aspirin (Feeding Tube)	126	86
15	stride_order_proc	Microbiology	966889	63735	LABVCULR	VIRAL CULTURE, RESPIRATORY	121	86
6	stride_order_proc	Lab	890826	63771	10150R	HLA ORDER - SUMMARIES	94	86
72	stride_order_med	Med (Intravenous)	6628	44014	RXCUI6628	Mannitol (Intravenous)	152	86
34	stride_order_proc	Consult	508108	61323	CON319	CONSULT TO ICU	89	86
6	stride_order_proc	Lab	472511	46066	LABHCPQ	HEPATITIS C RNA PCR QUANTITATIVE	103	85
73	stride_order_med	Med (Oral)	5553	44718	RXCUI5553	Hydroxyzine (Oral)	146	85
6	stride_order_proc	Lab	473262	49250	LABRF	RHUEMATOID FACTOR	100	85
8	stride_order_proc	Imaging	473819	50244	IMGCTNS	CT NECK	112	85
6	stride_order_proc	Lab	472551	50520	LABYHISTU	HISTOPLASMA AG, URINE	167	85
9	stride_order_proc	Diet	472160	48894	DIET113	DIET HIGH CALORIE HIGH PROTEIN	216	84
7	stride_order_proc	Respiratory Care	660692	48769	RT130	RESP - REPOSITION ET TUBE	98	84
8	stride_order_proc	Imaging	474144	50324	IMGMRCP	MR CHOLANGIOGRAM	114	84
73	stride_order_med	Med (Oral)	7417	44333	RXCUI7417	Nifedipine (Oral)	178	83
4	stride_order_proc	Nursing	489140	46224	NUR1366	FLASH LIGHT/TONGUE BLADES AT BED	109	83
35	stride_order_proc	SLP	876755	62014	SLP20	SLP - NO SKILLED THERAPY NEEDS	84	83
71	stride_order_med	Med (Topical)	10759	46680	RXCUI10759	Triamcinolone (Topical)	122	83
72	stride_order_med	Med (Intravenous)	4955	44253	RXCUI4955	Glycopyrrolate (Intravenous)	118	82
72	stride_order_med	Med (Intravenous)	42316	44633	RXCUI42316	Tacrolimus (Intravenous)	526	82
72	stride_order_med	Med (Intravenous)	24909	44717	RXCUI24909	Ferric Oxide, Saccharated (Intravenous)	184	82
73	stride_order_med	Med (Oral)	214342	46424	RXCUI214342	Calcium Acetate (Oral)	137	82
8	stride_order_proc	Imaging	474150	50361	IMGMRSTO	MR STEREOTACTIC ON-CALL	119	82
57	stride_order_proc	Transfusion Communication	472134	62091	NUR818	TRANSFUSE CRYO (DOES NOT ORDER PRODUCT)	160	82
6	stride_order_proc	Lab	473783	63805	LABVZVIGG	VZ IGG	86	82
6	stride_order_proc	Lab	473779	65680	LAB12631R	VORICONAZOLE LEVEL	226	82
8	stride_order_proc	Imaging	474029	48905	IMGFLGI	XR UPPER GI	106	82
73	stride_order_med	Med (Oral)	4452	46462	RXCUI4452	Fludrocortisone (Oral)	228	81
6	stride_order_proc	Lab	472475	51920	LABGLF	GLUCOSE FASTING	115	81
73	stride_order_med	Med (Oral)	28031	46322	RXCUI28031	Itraconazole (Oral)	242	81
8	stride_order_proc	Imaging	898668	62735	IMGDXELROF	XR LOWER EXTREMITY OUTSIDE STUDY FOR REFERENCE ONLY	95	81
4	stride_order_proc	Nursing	508582	46205	NUR2241	UP AD LIB	87	80
72	stride_order_med	Med (Intravenous)	4053	44592	RXCUI4053	Erythromycin (Intravenous)	124	80
4	stride_order_proc	Nursing	489518	50100	NUR1745	TOBACCO CESSATION: ACTIVE USE	87	80
39	stride_order_proc	Outpatient Referral	505881	50385	REF48	REFERRAL TO UROLOGY CLINIC	88	80
8	stride_order_proc	Imaging	474065	62136	IMGDXFL1HR	XR FLUORO UP TO 1 HOUR WO RADIOLOGIST	81	80
6	stride_order_proc	Lab	472055	49350	LABC4	COMPLEMENT C4, SERUM	106	79
6	stride_order_proc	Lab	590521	62041	LABARI	ABO/RH (ARI)	85	79
6	stride_order_proc	Lab	497404	62051	LABLEVETL	LEVETIRACETAM LEVEL	106	79
72	stride_order_med	Med (Intravenous)	7242	44715	RXCUI7242	Naloxone (Intravenous)	99	79
74	stride_order_med	Med (Subcutaneous)	51428	46264	RXCUI51428	Insulin, Aspart, Human (Subcutaneous)	146	79
6	stride_order_proc	Lab	472054	49198	LABC3	COMPLEMENT C3, SERUM	108	79
25	stride_order_proc	Precaution	624837	52290	PRE16	STERNAL PRECAUTIONS	86	79
8	stride_order_proc	Imaging	898600	62607	IMGCTAROF	CT ABDOMEN OUTSIDE STUDY FOR REFERENCE ONLY	92	79
6	stride_order_proc	Lab	473182	46109	LABPSA	PSA	93	78
8	stride_order_proc	Imaging	474076	48895	IMGDXSH1RT	XR SHOULDER 1V RT	90	78
6	stride_order_proc	Lab	472932	61858	LABMYCPA	MYCOPHENOLIC ACID	129	78
24	stride_order_proc	Pathology	473048	48507	LABOSR	OUTSIDE SLIDE REVIEW	80	78
8	stride_order_proc	Imaging	473983	49449	IMGDXAN2LT	XR ANKLE 2V LT	114	78
6	stride_order_proc	Lab	472048	49523	LAB11124R	COCCI CF	101	78
4	stride_order_proc	Nursing	518202	50355	NUR335	TEMPORARY PACEMAKER SETTINGS	124	78
4	stride_order_proc	Nursing	489416	50640	NUR1643	RESEARCH PROTOCOL LABS (SEE STUDY)	80	78
34	stride_order_proc	Consult	519844	51165	CON379	CONSULT TO HEPATOLOGY	103	78
6	stride_order_proc	Lab	472519	62058	LABHAVT	ANTI-HAV	82	77
72	stride_order_med	Med (Intravenous)	121191	44603	RXCUI121191	Rituximab (Intravenous)	188	77
73	stride_order_med	Med (Oral)	7393	45358	RXCUI7393	Niacin (Oral)	111	77
6	stride_order_proc	Lab	472305	49714	LABEP1	ELECTROLYTE PANEL	88	77
8	stride_order_proc	Imaging	474098	50147	IMGDXAN3RT	XR ANKLE 3V RT	117	77
32	stride_order_proc	ECHO	472284	62083	ECH29	ECHO - DOBUTAMINE STRESS ECHO	90	77
73	stride_order_med	Med (Oral)	7531	44936	RXCUI7531	Nortriptyline (Oral)	139	77
6	stride_order_proc	Lab	590527	46149	LABBMT2	BMT PANEL 2	111	77
16	stride_order_proc	Blood Bank	889180	63890	LABERUPLT	EMERGENCY RELEASE PLT	134	77
4	stride_order_proc	Nursing	870882	62397	NUR31000	BMT DIET	90	76
80	stride_order_med	Med (Feeding Tube)	36387	46383	RXCUI36387	Sennosides, Usp (Feeding Tube)	98	76
27	stride_order_proc	Neurology	624817	48921	NEUR22	TRANSCRANIAL DOPPLER COMPLETE	115	76
6	stride_order_proc	Lab	472771	49379	LABLUPUS	LUPUS ANTICOAGULANT	99	76
16	stride_order_proc	Blood Bank	472562	48496	LABHCLOTI	HOLD CLOT	77	76
6	stride_order_proc	Lab	906967	63767	LABHSVCSF	HSV DNA PCR QUAL, CSF	135	76
75	stride_order_med	Med (Inhalation)	337623	44322	RXCUI337623	Dornase Alfa (Inhalation)	200	75
