Type	Section	Name	Value	Name	Description	Comment
OrderSet	ChestPain	Stanford-IPCARChestPainLowRiskAdmit	2.5	RXCUI321208	Fondaparinux (Subcutaneous)	
OrderSet	ChestPain	Stanford-IPCARChestPainLowRiskAdmit	2.5	RXCUI11289	Warfarin (Oral)	
OrderSet	ChestPain	Stanford-IPCARChestPainLowRiskAdmit	2.5	NURWAR	WARFARIN MANAGED BY PHARMACY	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	NUR1613	PERIPHERAL IV INSERTION CARE	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI9863	Sodium Chloride (Intravenous)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI8591	Potassium Chloride (Intravenous)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI4850	Glucose (Intravenous)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI7052	Morphine (Intravenous)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI4278	Famotidine (Oral)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI4278	Famotidine (Intravenous)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI4917	Nitroglycerin (Topical)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	RXCUI6387	Lidocaine (Oral)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	RXCUI1191	Aspirin (Oral)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABTNI	TROPONIN I	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABDDIM	D - DIMER	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABBLC	BLOOD CULTURE (AEROBIC & ANAEROBIC BOTTLES)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABBLC2	BLOOD CULTURE (2 AEROBIC BOTTLES)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABYDIGT	DIGITOXIN, SERUM	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABVOLTL	VOLATILE SCREEN	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	POC1	POC URINE DIPSTICK	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABUA	URINALYSIS WITH MICROSCOPIC	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	LABTYPSNI	TYPE AND SCREEN	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	LABBBPRBC	RED BLOOD CELLS	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	LABBBPFFP	FRESH FROZEN PLASMA PRODUCT	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	LABBBPPLT	PLATELET APHERESIS PRODUCT	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	LABBBPCRY	CRYOPRECIPITATE	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	NUR818	TRANSFUSE CRYO (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	NUR819	TRANSFUSE FFP (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	NUR820	TRANSFUSE PLT (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2.5	NUR821	TRANSFUSE RBC (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	IMGDXCH1	XR CHEST 1V	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	IMGDXCH2	XR CHEST 2V	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	IMGCT3T	CT ANGIO CHEST	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	IMGCTPEP	CT PULMONARY EMBOLISM & LOWER EXTREMITY	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	IMGCTPE	CT PULMONARY EMBOLISM CHEST ONLY	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	IMGCTT	CT THORAX	
OrderSet	ChestPain	Stanford-IPMEDChestPain	2	EKG5	ECG 12-LEAD	
OrderSet	ChestPain	Stanford-IPMEDChestPain	1	ECH29	ECHO - DOBUTAMINE STRESS ECHO	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2.5	RT107	RESP - ABG PUNCTURE	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABABG	BLOOD GASES, ARTERIAL	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2.5	RXCUI6387	Lidocaine (Subcutaneous)	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABCBCD	CBC WITH DIFF	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABPT	PROTHROMBIN TIME	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABAMY	AMYLASE, SERUM	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABMETB	METABOLIC PANEL, BASIC	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABMETC	METABOLIC PANEL, COMPREHENSIVE	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABMB	CK, MB (MASS)	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABDDIM	D - DIMER	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABTSH	TSH	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABLIPS	LIPASE	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABMGN	MAGNESIUM, SERUM/PLASMA	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABLPD	LIPID PANEL WITH DIRECT LDL	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABTHEOL	THEOPHYLLINE LEVEL	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABESRP	SEDIMENTATION RATE (ESR)	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	LABTNI	TROPONIN I	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	EKG5	ECG 12-LEAD	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	IMGDXCH1	XR CHEST 1V	
OrderSet	ChestPain	Stanford-IPGENChestPainDiagnostic	2	IMGDXCH2	XR CHEST 2V	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI9863	Sodium Chloride (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI8591	Potassium Chloride (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI4850	Glucose (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	MED520039	AZITHROMYCIN IVPB	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	MED540316	CEFTRIAXONE 1 GRAM/50 ML D5W IVPB	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI2193	Ceftriaxone (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI82122	Levofloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI139462	Moxifloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI8339	Piperacillin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI37617	Tazobactam (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI190376	Linezolid (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI11124	Vancomycin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI10627	Tobramycin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI1272	Aztreonam (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	MED540317	CEFTRIAXONE 2 GRAM/50 ML D5W IVPB	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	RXCUI20481	Cefepime (Intravenous)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	MED520103	CEFEPIME 1 GM IVPB	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	MED520102	CEFEPIME 2 GM IVPB	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	LABBLC	BLOOD CULTURE (AEROBIC & ANAEROBIC BOTTLES)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	LABBLC2	BLOOD CULTURE (2 AEROBIC BOTTLES)	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	LABLEGU	LEGIONELLA AG, URINE	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	IMGDXCH1P	XR CHEST 1V PORTABLE	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	IMGCTT	CT THORAX	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	EKG5	ECG 12-LEAD	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	CON308	CONSULT TO PULMONARY	
OrderSet	Pneumonia	Stanford-IPICUPNEUMONIA	2	CON351	CONSULT TO INFECTIOUS DISEASE	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RT73	RESP - NON INVASIVE POS. PRESS VENT (BIPAP/CPAP)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RT107	RESP - ABG PUNCTURE	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	LABABG	BLOOD GASES, ARTERIAL	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI82122	Levofloxacin (Oral)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI82122	Levofloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI139462	Moxifloxacin (Oral)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI139462	Moxifloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI18631	Azithromycin (Oral)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	MED520039	AZITHROMYCIN IVPB	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	MED540316	CEFTRIAXONE 1 GRAM/50 ML D5W IVPB	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI2193	Ceftriaxone (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI2551	Ciprofloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI8339	Piperacillin (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI37617	Tazobactam (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	RXCUI190376	Linezolid (Intravenous)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	MED540317	CEFTRIAXONE 2 GRAM/50 ML D5W IVPB	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	LABBLC	BLOOD CULTURE (AEROBIC & ANAEROBIC BOTTLES)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	LABBLC2	BLOOD CULTURE (2 AEROBIC BOTTLES)	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	LABLEGU	LEGIONELLA AG, URINE	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGDXCH2	XR CHEST 2V	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGDXCH1P	XR CHEST 1V PORTABLE	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGDXCH3DLT	XR CHEST 3V W DECUB LT	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGDXCH3ORT	XR CHEST 3V W OBLIQUE RT	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGDXCH3DRT	XR CHEST 3V W DECUB RT	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGDXCH3OLT	XR CHEST 3V W OBLIQUE LT	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	IMGCTT	CT THORAX	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	CON308	CONSULT TO PULMONARY	
OrderSet	Pneumonia	Stanford-IPMEDPNEUMONIA	2	CON351	CONSULT TO INFECTIOUS DISEASE	
OrderSet	Pneumonia	Stanford-EDPneumonia	1	NUR2116	ED VITALS	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	NUR1613	PERIPHERAL IV INSERTION CARE	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	NUR4030	OXYGEN: NASAL CANNULA(NURSING ONLY)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	NUR4067	OXYGEN ADMINISTRATION	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	NUR1231	CARDIAC MONITOR	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	NUR1043	NURSING PULSE OXIMETRY	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	DIET102	DIET NPO	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	DIET101	DIET CLEAR LIQUID	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	DIET990	DIET REGULAR	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABCBCD	CBC WITH DIFF	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABDDIML	D - DIMER (ELISA)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABMETB	METABOLIC PANEL, BASIC	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABMETC	METABOLIC PANEL, COMPREHENSIVE	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABPCTNI	ISTAT TROPONIN I	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	POC24	POC ISTAT TROPONIN I	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	POC15	POC ISTAT, ARTERIAL BLOOD GASES AND LACTATE (CG4)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	POC16	POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	POC5	POC STOOL - OCCULT BLOOD EXAM (UNIT PERFORMED)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABUAPRN	URINALYSIS, SCREEN FOR CULTURE	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABDOA	DRUGS OF ABUSE SCREEN, URINE	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABBLC	BLOOD CULTURE (AEROBIC & ANAEROBIC BOTTLES)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABBLC2	BLOOD CULTURE (2 AEROBIC BOTTLES)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	LABLEGU	LEGIONELLA AG, URINE	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	EKG5	ECG 12-LEAD	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	IMGDXCH2	XR CHEST 2V	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	IMGDXCH1P	XR CHEST 1V PORTABLE	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	RXCUI9863	Sodium Chloride (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2	RXCUI4850	Glucose (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI7052	Morphine (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI161	Acetaminophen (Oral)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI161	Acetaminophen (Rectal)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI5640	Ibuprofen (Oral)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI6470	Lorazepam (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI6470	Lorazepam (Oral)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI435	Albuterol (Inhalation)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI7213	Ipratropium (Inhalation)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RT109	RESP - NEBULIZER	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RT86	RESP - POST TREATMENT PEAK FLOW	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RT85	RESP - PRETREATMENT PEAK FLOW	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	MED520039	AZITHROMYCIN IVPB	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	MED540316	CEFTRIAXONE 1 GRAM/50 ML D5W IVPB	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI2193	Ceftriaxone (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI82122	Levofloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI139462	Moxifloxacin (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI8339	Piperacillin (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI37617	Tazobactam (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI2193	Ceftriaxone (Intramuscular)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI11124	Vancomycin (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI20481	Cefepime (Intravenous)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	MED520102	CEFEPIME 2 GM IVPB	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI18631	Azithromycin (Oral)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI82122	Levofloxacin (Oral)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI139462	Moxifloxacin (Oral)	
OrderSet	Pneumonia	Stanford-EDPneumonia	2.5	RXCUI3640	Doxycycline (Oral)	
OrderSet	GIBleed	Stanford-EDGIBleed	1	NUR2116	ED VITALS	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR1613	PERIPHERAL IV INSERTION CARE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR4030	OXYGEN: NASAL CANNULA(NURSING ONLY)	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR4067	OXYGEN ADMINISTRATION	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR1231	CARDIAC MONITOR	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR1043	NURSING PULSE OXIMETRY	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR1042	ORTHOSTATIC BLOOD PRESSURE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR1373	FOLEY RETENTION CATHETER	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR2246	ANOSCOPY TO BEDSIDE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR1539	NASOGASTRIC TUBE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	NUR2261	ED PROCEDURAL SET UP	Centra/Arterial Line
OrderSet	GIBleed	Stanford-EDGIBleed	2	DIET102	DIET NPO	
OrderSet	GIBleed	Stanford-EDGIBleed	2	DIET101	DIET CLEAR LIQUID	
OrderSet	GIBleed	Stanford-EDGIBleed	2	DIET990	DIET REGULAR	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABCBCD	CBC WITH DIFF	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABMETB	METABOLIC PANEL, BASIC	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABMETC	METABOLIC PANEL, COMPREHENSIVE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABPT	PROTHROMBIN TIME	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABTYPSNI	TYPE AND SCREEN	
OrderSet	GIBleed	Stanford-EDGIBleed	2	POC16	POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABUAPRN	URINALYSIS, SCREEN FOR CULTURE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	LABDOA	DRUGS OF ABUSE SCREEN, URINE	
OrderSet	GIBleed	Stanford-EDGIBleed	2	EKG5	ECG 12-LEAD	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	LABBBPRBC	RED BLOOD CELLS	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	LABBBPFFP	FRESH FROZEN PLASMA PRODUCT	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	LABBBPPLT	PLATELET APHERESIS PRODUCT	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	LABBBPCRY	CRYOPRECIPITATE	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	NUR818	TRANSFUSE CRYO (DOES NOT ORDER PRODUCT)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	NUR819	TRANSFUSE FFP (DOES NOT ORDER PRODUCT)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	NUR820	TRANSFUSE PLT (DOES NOT ORDER PRODUCT)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	NUR821	TRANSFUSE RBC (DOES NOT ORDER PRODUCT)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	IMGDXCH1	XR CHEST 1V	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	IMGDXCH2	XR CHEST 2V	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	IMGDXAB3	XR ABDOMEN W AP, UPRIGHT, DECUB & DIAPHRAGM	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	IMGDXAB1	XR ABDOMEN 1V	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	IMGCT3A	CT ANGIO ABDOMEN	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	IMGCTA	CT ABDOMEN	
OrderSet	GIBleed	Stanford-EDGIBleed	2	RXCUI9863	Sodium Chloride (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2	RXCUI4850	Glucose (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	RXCUI7052	Morphine (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	RXCUI6470	Lorazepam (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	RXCUI3322	Diazepam (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	RXCUI7617	Octreotide (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2.5	MED530016	OCTREOTIDE 10 MCG/ML IV INFUSION	
OrderSet	GIBleed	Stanford-EDGIBleed	2	RXCUI40790	Pantoprazole (Intravenous)	
OrderSet	GIBleed	Stanford-EDGIBleed	2	MED530014	PANTOPRAZOLE 0.8 MG/ML IV INFUSION	
OrderSet	GIBleed	Stanford-EDGIBleed	2	RXCUI4278	Famotidine (Intravenous)	
OrderSet	ChestPain	Stanford-EDChestPain	2	NUR2116	ED VITALS	
OrderSet	ChestPain	Stanford-EDChestPain	2	NUR1043	NURSING PULSE OXIMETRY	
OrderSet	ChestPain	Stanford-EDChestPain	2	NUR1044	NURSING PULSE OXIMETRY (SPOT CHECK)	
OrderSet	ChestPain	Stanford-EDChestPain	1	NUR1231	CARDIAC MONITOR	
OrderSet	ChestPain	Stanford-EDChestPain	1	DIET102	DIET NPO	
OrderSet	ChestPain	Stanford-EDChestPain	2	NUR1528	MONITOR ARTERIAL LINE	
OrderSet	ChestPain	Stanford-EDChestPain	2	NUR1373	FOLEY RETENTION CATHETER	
OrderSet	ChestPain	Stanford-EDChestPain	1	NUR4030	OXYGEN: NASAL CANNULA(NURSING ONLY)	
OrderSet	ChestPain	Stanford-EDChestPain	1	NUR4067	OXYGEN ADMINISTRATION	
OrderSet	ChestPain	Stanford-EDChestPain	2	DC14	OXYGEN ADMIN (BY OTHER MODE)	
OrderSet	ChestPain	Stanford-EDChestPain	2	RT997	RESP - LUNG PROTECTIVE VENTILATION PROTOCOL	
OrderSet	ChestPain	Stanford-EDChestPain	2	RT104	RESP - VENTILATOR SETTINGS	
OrderSet	ChestPain	Stanford-EDChestPain	2	RT73	RESP - NON INVASIVE POS. PRESS VENT (BIPAP/CPAP)	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABCBCD	CBC WITH DIFF	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABDDIML	D - DIMER (ELISA)	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABPT	PROTHROMBIN TIME	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABPTT	PTT PARTIAL THROMBOPLASTIN TIME	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABTYPSNI	TYPE AND SCREEN	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABMETB	METABOLIC PANEL, BASIC	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABMETC	METABOLIC PANEL, COMPREHENSIVE	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABLIPS	LIPASE	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABDIGL	DIGOXIN, SERUM	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABNTBNP	NT - PROBNP	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC26	POC URINE PREGNANCY	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC1	POC URINE DIPSTICK	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABPOCGLU	GLUCOSE BY METER	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC14	POC GLUCOSE BY METER	
OrderSet	ChestPain	Stanford-EDChestPain	2	DC40	GLUCOSE BY METER	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABPCTNI	ISTAT TROPONIN I	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC24	POC ISTAT TROPONIN I	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC15	POC ISTAT, ARTERIAL BLOOD GASES AND LACTATE (CG4)	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC16	POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC5	POC STOOL - OCCULT BLOOD EXAM (UNIT PERFORMED)	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC18	POC ISTAT, ARTERIAL NA, K, GLUCOSE, HCT, HEMOGLOBIN (EC4)	
OrderSet	ChestPain	Stanford-EDChestPain	2	POC19	POC ISTAT, VENOUS NA, K, GLUCOSE, HCT, HEMOGLOBIN (EC4)	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABUAPRN	URINALYSIS, SCREEN FOR CULTURE	
