item_collection_id	collection_type_id	value	comment	clinical_item_id
1000022	1	1		49207
1000022	3	2	page 1-3, some patients may require admission	49207
1000022	1	1		45818
1000022	3	1	page 1 for hospitalized patients	45818
1000022	1	1		45801
1000022	3	1	page 1 for hospitalized patients	45801
1000022	1	2.1		49054
1000022	3	2	page 3 discussing respiratory DFA	49054
1000022	1	1		45760
1000022	3	1	page 1 point 9	45760
1000022	1	2.1		45752
1000022	3	1	page 2, grade D	45752
1000022	1	2.1		45901
1000022	3	1	page 2, grade D	45901
1000022	1	2		45788
1000022	3	1	page 1 full blood count, although interestingly B minus for this and B+ for CRP?)	45788
1000022	1	3	should get full blood count instead, which includes diff	45793
1000022	3	1	page 1 full blood count, although interestingly B minus for this and B+ for CRP?)	45793
1000022	1	2.5		45978
1000022	3	2	page 4 steroids not routinely recommended (presumably either for anti-inflam effect or empiric stress dosing)	45978
1000022	1	1		46044
1000022	3	1	page 1	46044
1000022	1	2.1		62023
1000022	3	1	page 3	62023
1000022	1	2		46006
1000022	3	1	page 2 grade B-	46006
1000022	1	2.1		45910
1000022	3	1	page 1 grade D	45910
1000022	1	2.1		49478
1000022	3	1	page 2 D	49478
1000022	1	1		45835
1000022	3	1	page 2 B+ 	45835
1000022	1	1		45763
1000022	3	1	page 2 B+ for basic lytes, D for LFTs	45763
1000022	1	2		45771
1000022	3	1	page 2 B+ for basic lytes, D for LFTs	45771
1000022	1	1		45806
1000022	3	1	page 2 B+ for basic lytes, D for LFTs	45806
1000022	1	2.5		45853
1000022	3	2	page 13 PNA epidemiology differs in HF patients	45853
1000022	1	2.1		50253
1000022	3	2		50253
1000022	1	2.1		46020
1000022	3	2	as part of risk stratification suggested in intro	46020
1000022	1	2.1		45838
1000022	3	2	as part of risk stratification suggested in intro	45838
1000022	1	2.1		45759
1000022	3	2	could be considered part of LFTs mentioned on page 1	45759
1000022	1	2.1		45770
1000022	3	2	could be considered part of LFTs mentioned on page 1	45770
1000022	1	2.5	if do culture, do gram stain	46179
1000022	3	1	page 2 culture A-	46179
1000022	1	1		48544
1000022	3	1	page 2 culture A-	48544
1000022	1	2.1		45792
1000022	3	2	page 1 "microbiologic tests" extend guided by severity	45792
1000022	1	2.5		45879
1000022	3	2	discussing of severity, page 26, some empyemas need drainage or VATS	45879
1000022	1	2.5		45972
1000022	3	2	page 6 discussion of staph aureus PNA	45972
1000022	1	2.5		44208
1000022	3	2	page 13 discusses COPD	44208
1000022	1	2.5		44349
1000022	3	2	page 13 discusses COPD	44349
1000022	1	2.5		44252
1000022	3	2	page 5 avoid inappropriate abx	44252
1000022	1	2.5		44237
1000022	3	2	page 5 avoid inappropriate abx	44237
1000022	1	2.5		44391
1000022	3	2	page 5 avoid inappropriate abx	44391
1000022	1	1		45787
1000022	3	1	page 3 A = rec re: mobility	45787
1000022	1	1		45854
1000022	3	1	page 3 A = rec re: mobility	45854
1000022	1	2.1		45955
1000022	3	2	as part of risk stratification suggested in intro	45955
1000022	1	1		46185
1000022	3	1	page 1 point 9	46185
1000022	1	2.1		45914
1000022	3	2	as part of risk stratification suggested in intro	45914
1000022	1	1		45776
1000022	3	1	page 3 A = rec re: mobility	45776
1000022	1	1		45758
1000022	3	1	page 3 A = rec re: mobility	45758
1000022	1	2.5		50116
1000022	3	2	page 3 = airway clearance techniques discussed, grade D, but not routine	50116
1000022	1	2.5		49144
1000022	3	2	page 3 = airway clearance techniques discussed, grade D	49144
1000022	1	2.5		45830
1000022	3	2	page 3 = airway clearance techniques discussed, grade D	45830
1000022	1	2.5		46030
1000022	3	1	page 4 -> not routinely indicated	46030
1000022	1	1		46336
1000022	3	1	page 2 culture A-	46336
1000022	1	2.1		45921
1000022	3	1	page 3	45921
1000022	1	2.5		43997
1000022	3	2	page 5 - avoid inappropriate antibiotic prescribing, page 6 PVL-SA recommend linezolid, but staph aureus less usual	43997
1000022	1	2.5		44678
1000022	3	2	page 5 - avoid inappropriate antibiotic prescribing 	44678
1000022	1	2	page 9 limit use of respiratory fluoroquinolones	46445
1000022	1	2	page 9 limit use of respiratory fluoroquinolones	46335
1000022	3	2	page 4 levofloxacin monotherapy one option	46445
1000022	3	2	page 4 levofloxacin monotherapy one option	46335
1000022	1	2.1		35849
1000022	1	2.1		44388
1000022	3	1	page 4	35849
1000022	3	1	page 4	44388
1000022	1	2.5		36210
1000022	3	2	page 5 - avoid inappropriate antibiotic prescribing, page 6 discusses unusual pathogens	36210
1000022	1	2.5		44255
1000022	3	2	page 4 low risk PNA	44255
1000022	1	2.5		45060
1000022	1	2		35733
1000022	3	2	page 4, 5 as part of combination therapy	45060
1000022	3	1	page 4, 5 as part of combination therapy	35733
1000022	1	2.5		44262
1000022	3	2	page 9, cipro not a respiratory fluoroquinolone	44262
1000022	1	2.1		45480
1000022	3	2	discusses respiratory viral panel	45480
1000022	1	3		44008
1000022	3	2	page 5 - avoid inappropriate antibiotic prescribing 	44008
1000022	1	2.5		43998
1000022	3	2	page 5 - avoid inappropriate antibiotic prescribing 	43998
1000022	1	2.5		44319
1000022	3	2	discussion of treating pleuritic pain in outpatients with tylenol	44319
1000022	1	2.1		46261
1000022	1	2.1		44626
1000022	3	1	page 4 	46261
1000022	3	1	page 4 	44626
1000022	1	2.1		44222
1000022	3	2	page 1-3, discussing admission	44222
1000022	1	2.5		44230
1000022	3	1	page 4 steroids not routine	44230
1000022	1	2.1		44250
1000022	3	2	page 1-3, discussing admission	44250
1000022	1	2.5		45225
1000022	3	1	page 4 A+ recommendation, not routinely recommended	45225
1000022	1	2		46468
1000022	3	1	page 4, "low severity CAP"	46468
1000022	1	2	page 9 limit use of respiratory fluoroquinolones	44324
1000022	1	2	page 9 limit use of respiratory fluoroquinolones	44299
1000022	3	1	page 4 levofloxacin monotherapy one option	44324
1000022	3	1	page 4 levofloxacin monotherapy one option	44299
1000022	1	2		44198
1000022	3	1	page 3 grade C	44198
1000023	1	1		49207
1000023	3	2	S28 hospital admission decision	49207
1000023	1	2.5		45784
1000023	3	2		45784
1000023	1	2.5		45811
1000023	3	2		45811
1000023	1	2.1		45866
1000023	3	2	S28 risk stratificaiton	45866
1000023	1	2		45818
1000023	3	1	S28	45818
1000023	1	2		45801
1000023	3	1	S28	45801
1000023	1	2.1		49054
1000023	3	2	S43 discussing influenza, etc.	49054
1000023	1	2.1		45760
1000023	3	2	S28 discussing specific PaO2/FiO2 criteria for ICU admission	45760
1000023	1	2		45752
1000023	3	1	S17 - may be optional in low risk patients but indicated in high risk patients	45752
1000023	1	2		45901
1000023	3	1	S17 - may be optional in low risk patients but indicated in high risk patients	45901
1000023	1	1		45788
1000023	3	2	S28 discussing leuklpenia, thrombocytopenia, labs for risk stratification	45788
1000023	1	2.5		45793
1000023	3	2	S28 discussing leuklpenia, thrombocytopenia, labs for risk stratification	45793
1000023	1	2.5		45978
1000023	3	1	S56 screen hypotensive fluid resuscitation patients with severe CAP, presumably not large subset of patients	45978
1000023	1	2.1		46044
1000023	3	2	intro re: risk stratification	46044
1000023	1	1		62023
1000023	3	1	S43, especially helpful for influenza	62023
1000023	1	2.5	do gram stain and culture as well rather than just gram stain	46006
1000023	3	1	S29, S42	46006
1000023	1	2.1		45910
1000023	3	2	S28, legionella discussed, may want LFTs too	45910
1000023	1	2.5		49478
1000023	3	2	S29, antigen seems preferred	49478
1000023	1	2		45835
1000023	3	1	S29	45835
1000023	1	2.1		45763
1000023	3	2	S28 risk stratification	45763
1000023	1	2.1		45771
1000023	3	2	S28, legionella discussed, may want LFTs too	45771
1000023	1	2.1		45806
1000023	3	2	S28 risk stratification	45806
1000023	1	2.5		45853
1000023	3	2	initial triage	45853
1000023	1	2.1		50253
1000023	3	2	S28 risk stratification	50253
1000023	1	2.1		46020
1000023	3	2	S28 risk stratification	46020
1000023	1	2.1		45838
1000023	3	2	S28 risk stratification	45838
1000023	1	2.1		45759
1000023	3	2	S28 risk stratification including hepatic dysfunction if legionella	45759
1000023	1	2.1		45770
1000023	3	2	S28 risk stratification including hepatic dysfunction if legionella	45770
1000023	1	2.5	do gram stain as well	46179
1000023	3	1	S29, S42	46179
1000023	1	2		48544
1000023	3	1	S29, S42	48544
1000023	1	2.1		45792
1000023	3	2	discussion of CA MRSA S 47	45792
1000023	1	2.5		45879
1000023	3	2	implied during discussion of non-resolving PNA (?source control procedures)	45879
1000023	1	2.5	CA-MRSA CAP "reamins rare"	45972
1000023	3	1	S50, S47	45972
1000023	1	2.5		44208
1000023	3	2	COPD mentioned, i.e, Table 12, but these are not part of standard therapy	44208
1000023	1	2.5		44349
1000023	3	2	COPD mentioned, i.e, Table 12, but these are not part of standard therapy	44349
1000023	1	2.5		44252
1000023	3	2	Table 9 if pseudomonas or aspiration, but not part of empiric regimen for non ICU or ICU 	44252
1000023	1	2.5		44237
1000023	3	2	Table 9 if pseudomonas or aspiration, but not part of empiric regimen for non ICU or ICU 	44237
1000023	1	2.5		44391
1000023	3	2	Table 9 if pseudomonas or aspiration, but not part of empiric regimen for non ICU or ICU 	44391
1000023	1	1		45787
1000023	3	2		45787
1000023	1	1		45854
1000023	3	2		45854
1000023	1	2.1		45955
1000023	3	2	S28 risk stratification	45955
1000023	1	2.1		46185
1000023	3	2	S28 risk stratification	46185
1000023	1	2.1		45914
1000023	3	2	S28 risk stratification	45914
1000023	1	1		45776
1000023	3	2		45776
1000023	1	1		45758
1000023	3	2		45758
1000023	1	2.5		50116
1000023	3	2	as part of overall care	50116
1000023	1	2.5		49144
1000023	3	2	as part of overall care	49144
1000023	1	2.5		45830
1000023	3	2	as part of overall care	45830
1000023	1	2.5		46030
1000023	3	2	S28 triage to ICU	46030
1000023	1	2		46336
1000023	3	2	S29 need a good sample	46336
1000023	1	1		45921
1000023	3	2	S28	45921
1000023	1	2.5	CA-MRSA CAP "reamins rare"	43997
1000023	3	1	S50, S47	43997
1000023	1	2.5		44678
1000023	3	2	Table 9, could be reasonable choice if PCN allergy, but not first - line	44678
1000023	1	1		46445
1000023	1	1		46335
1000023	3	1		46445
1000023	3	1	Table 9 defined as respiratory fluoroquinolone	46335
1000023	1	1		35849
1000023	1	1		44388
1000023	3	1	S48, S49 regarding standard regimens for non-ICU and ICU treatment	35849
1000023	3	1	S48, S49 regarding standard regimens for non-ICU and ICU treatment	44388
1000023	1	2.5		36210
1000023	3	2	S49 discussing pseudomonas, but this is not typical case	36210
1000023	1	2.5		44255
1000023	3	2	Table 9 not a first choice	44255
1000023	1	2.5	IM generally not preferred	45060
1000023	1	1		35733
1000023	3	1	S48, S49 regarding standard regimens for non-ICU and ICU treatment	45060
1000023	3	1	S48, S49 regarding standard regimens for non-ICU and ICU treatment	35733
1000023	1	2.5		44262
1000023	3	1	Table 9 for double coverage of pseudomonas, not standard	44262
1000023	1	1		45480
1000023	3	1	Table 9	45480
1000023	1	2.5		44008
1000023	3	2	Table 9 re: aspiration, alternative agent = carbapenem	44008
1000023	1	2.1		43998
1000023	3	1	S48 ertapenem for selected patients	43998
1000023	1	2.5		44319
1000023	3	2	intro re: admission	44319
1000023	1	2.5		46261
1000023	1	2.5		44626
1000023	3	1	S48 doxy as alternative to macrolide, level III evidence	46261
1000023	3	1	S48 doxy as alternative to macrolide, level III evidence	44626
1000023	1	2.1		44222
1000023	3	2	intro decision to admit	44222
1000023	1	2.5		44230
1000023	3	1	S56 in subset of patients may be indicated	44230
1000023	1	2.1		44250
1000023	3	2	intro decision to admit	44250
1000023	1	2.5		46468
1000023	3	1	Table 9, for H influenza some strains, but not listed as part of standard therapy	46468
1000023	1	1		44324
1000023	1	1		44299
1000023	3	1	S48, S49 regarding standard regimens for non-ICU and ICU treatment	44324
1000023	3	1	S48, S49 regarding standard regimens for non-ICU and ICU treatment	44299
1000023	1	1		44198
1000023	3	2	S28 discussion of septic shock and hypotension requiring aggressive fluid resuscitation	44198
1000014	1	2.5		63811
1000014	3	2	page 2642	63811
1000014	1	2.1		62215
1000014	3	2	syncope -> trauma	62215
1000014	1	1		49251
1000014	3	2	page 2656	49251
1000014	1	2		49207
1000014	3	2	page 2665	49207
1000014	1	1		50202
1000014	3	1	page 2656	50202
1000014	1	1		49678
1000014	3	1	page 2654	49678
1000014	1	1		61832
1000014	3	1	page 2653	61832
1000014	1	1		62176
1000014	3	1	page 2653	62176
1000014	1	1		52590
1000014	3	1	page 2653	52590
1000014	1	2		62057
1000014	3	1	page 2649	62057
1000014	1	1		45866
1000014	3	1	page 2644	45866
1000014	1	2.5		45983
1000014	3	1	page 2656	45983
1000014	1	2.5		48524
1000014	3	2	page 2656	48524
1000014	1	2.5		48676
1000014	3	2	page 2642	48676
1000014	1	2.5		45762
1000014	3	2	page 2642	45762
1000014	1	2.5		50989
1000014	3	2	page 2642	50989
1000014	1	2.5		46039
1000014	3	1	page 2656	46039
1000014	1	2.5		46065
1000014	3	1	page 2656	46065
1000014	1	3		48773
1000014	3	1	page 2656	48773
1000014	1	2.5		45823
1000014	3	2	page 2642 implied	45823
1000014	1	2.5		45788
1000014	3	2	page 2644 ("blood tests")	45788
1000014	1	2.1		45793
1000014	3	2	page 2644 ("blood tests")	45793
1000014	1	2.1		48532
1000014	3	2	page 2644 ("blood tests")	48532
1000014	1	2.1		45763
1000014	3	2	page 2644 ("blood tests")	45763
1000014	1	2.1		45771
1000014	3	2	page 2644 ("blood tests")	45771
1000014	1	2.1		45806
1000014	3	2	page 2644 ("blood tests")	45806
1000014	1	2.5		45853
1000014	3	2	page 2644 ("blood tests")	45853
1000014	1	2.5		46020
1000014	3	2	page 2644 ("blood tests")	46020
1000014	1	2.1		65655
1000014	3	2	page 2644 ("blood tests")	65655
1000014	1	2.1		46098
1000014	3	2	page 2644 ("blood tests")	46098
1000014	1	2.5		45942
1000014	3	2	page 2644 ("blood tests")	45942
1000014	1	1		45838
1000014	3	2	page 2653	45838
1000014	1	2.5		45759
1000014	3	2	page 2644 ("blood tests")	45759
1000014	1	2.5		45770
1000014	3	2	page 2644 ("blood tests")	45770
1000014	1	2.5		45879
1000014	3	1	p 2649, 2660 (implantable loop recorders, ICDs, etc.)	45879
1000014	1	1		45870
1000014	3	2	page 2653	45870
1000014	1	2.5		45945
1000014	3	2	page 2642, other causes of syncope	45945
1000014	1	2.5		46200
1000014	3	1	page 2656	46200
1000014	1	1		45787
1000014	3	2	page 2662	45787
1000014	1	1		45854
1000014	3	2	page 2662	45854
1000014	1	1		45914
1000014	3	2	page 2653	45914
1000014	1	1		45841
1000014	3	2	page 2662	45841
1000014	1	1		45776
1000014	3	2	page 2662	45776
1000014	1	1		45758
1000014	3	2	page 2662	45758
1000014	1	3		46605
1000014	3	1	page 2652	46605
1000014	1	2.1		44319
1000014	3	2	implied if trauma	44319
1000014	1	2.5		46462
1000014	3	1	page 2659	46462
1000014	1	2.1		44222
1000014	3	2	page 2665 if admit	44222
1000014	1	3		44005
1000014	3	1	page 2657, 2658	44005
1000014	1	2.5		44756
1000014	3	1	page 2659	44756
1000014	1	1		44198
1000014	3	2	page 2639 orthostatic hypotension	44198
1000014	1	3		62214
1000014	3	2	page 2656	62214
1000015	1	2.5		63811
1000015	3	1	page 9, uncommon, if SAH concern would image first	63811
1000015	1	2.1		62215
1000015	3	2	page 5, trauma	62215
1000015	1	1		49251
1000015	3	2	page 2	49251
1000015	1	2		49207
1000015	3	2	page 11, 13, deciding whether to admit or not	49207
1000015	1	1		50202
1000015	3	2	page 1, 2	50202
1000015	1	1		49678
1000015	3	2	page 3	49678
1000015	1	1		61832
1000015	3	1	page 8	61832
1000015	1	1		62176
1000015	3	1	page 8	62176
1000015	1	1		52590
1000015	3	2	page 2	52590
1000015	1	1		62057
1000015	3	1	page 7	62057
1000015	1	1		45866
1000015	3	1	page 7, one thing everyone should get	45866
1000015	1	2.1		45983
1000015	3	1	page 8	45983
1000015	1	2.1		48524
1000015	3	2	page 8, page 5 (trauma)	48524
1000015	1	2.1		48676
1000015	3	1	page 9	48676
1000015	1	2.1		45762
1000015	3	2	page 9	45762
1000015	1	2.1		50989
1000015	3	2	page 9	50989
1000015	1	1		46039
1000015	3	1	page 8	46039
1000015	1	2.1		46065
1000015	3	1	page 8 	46065
1000015	1	3		48773
1000015	3	2	page 8	48773
1000015	1	2.5		45823
1000015	3	2	page 8, if hemorrhage, gotta do it	45823
1000015	1	2.5		45788
1000015	3	1	page 7	45788
1000015	1	2.1		45793
1000015	3	1	page 7	45793
1000015	1	2.1		48532
1000015	3	2	page 9	48532
1000015	1	2.1		45763
1000015	3	1	page 7	45763
1000015	1	2.5		45771
1000015	3	1	page 7	45771
1000015	1	2.1		45806
1000015	3	1	page 7	45806
1000015	1	2.5		45853
1000015	3	1	page 8	45853
1000015	1	2.5		46020
1000015	3	2	page 7	46020
1000015	1	2.1		65655
1000015	3	1	page 7	65655
1000015	1	2.1		46098
1000015	3	1	page 7	46098
1000015	1	2.5		45942
1000015	3	2	page 7	45942
1000015	1	2.5		45838
1000015	3	1	page 8	45838
1000015	1	2.5		45759
1000015	3	2	page 7	45759
1000015	1	2.5		45770
1000015	3	2	page 7	45770
1000015	1	2.5		45870
1000015	3	1	page 8	45870
1000015	1	1		45945
1000015	3	2	page 8/9	45945
1000015	1	1		46200
1000015	3	1	page 9	46200
1000015	1	1		45787
1000015	3	2	page 4/5, frail elderly, trauma, etc.	45787
1000015	1	1		45854
1000015	3	2	page 4/5, frail elderly, trauma, etc.	45854
1000015	1	2.5		45914
1000015	3	1	page 8	45914
1000015	1	2.1		48561
1000015	3	1	page 7	48561
1000015	1	1		45841
1000015	3	2	page 4/5, frail elderly, trauma, etc.	45841
1000015	1	1		45776
1000015	3	2	page 4/5, frail elderly, trauma, etc.	45776
1000015	1	1		45758
1000015	3	2	page 4/5, frail elderly, trauma, etc.	45758
1000015	1	2.1		44319
1000015	3	2	page 5, if associated trauma	44319
1000015	1	2.1		44222
1000015	3	2	page 13, if considering admission	44222
1000015	1	2.1		44198
1000015	3	2	page 2, if orthostatic	44198
1000015	1	3		62214
1000015	3	2	page 8	62214
