2018 Clinical Diagnostic Laboratory Fee Schedule ,,,,,,
"CPT codes, descriptions and other data only are copyright 2018 American Medical Association. All rights reserved. CPT is a registered trademark of the American Medical Association (AMA).",,,,,,
2018,89330,,20180101,N,00012.21,Evaluation cervical mucus
2018,89331,,20180101,N,00024.18,Retrograde ejaculation anal
2018,G0027,,20180101,N,00008.03,Semen analysis
2018,G0103,,20180101,N,00022.71,Psa screening
2018,G0123,,20180101,N,00025.01,Screen cerv/vag thin layer
2018,G0143,,20180101,N,00027.05,"Scr c/v cyto,thinlayer,rescr"
2018,G0144,,20180101,N,00043.97,"Scr c/v cyto,thinlayer,rescr"
2018,G0145,,20180101,N,00032.71,"Scr c/v cyto,thinlayer,rescr"
2018,G0147,,20180101,N,00014.65,"Scr c/v cyto, automated sys"
2018,G0148,,20180101,N,00031.94,"Scr c/v cyto, autosys, rescr"
2018,G0306,,20180101,N,00009.59,Cbc/diffwbc w/o platelet
2018,G0307,,20180101,N,00007.98,Cbc without platelet
2018,G0328,,20180101,N,00019.64,Fecal blood scrn immunoassay
2018,G0328,QW,20180101,N,00019.64,Fecal blood scrn immunoassay
2018,G0432,,20180101,N,00019.57,Eia hiv-1/hiv-2 screen
2018,G0433,,20180101,N,00018.29,Elisa hiv-1/hiv-2 screen
2018,G0433,QW,20180101,N,00018.29,Elisa hiv-1/hiv-2 screen
2018,G0435,,20180101,N,00014.80,Oral hiv-1/hiv-2 screen
2018,G0471,,20180101,N,00005.00,Ven blood coll snf/hha
2018,G0472,,20180101,N,00046.35,Hep c screen high risk/other
2018,G0472,QW,20180101,N,00046.35,Hep c screen high risk/other
2018,G0475,,20180101,N,00029.73,Hiv combination assay
2018,G0475,QW,20180101,N,00029.73,Hiv combination assay
2018,G0476,,20180101,N,00043.33,Hpv combo assay ca screen
2018,G0480,,20180101,N,00114.43,Drug test def 1-7 classes
2018,G0481,,20180101,N,00156.59,Drug test def 8-14 classes
2018,G0482,,20180101,N,00198.74,Drug test def 15-21 classes
2018,G0483,,20180101,N,00246.92,Drug test def 22+ classes
2018,G0499,,20180101,N,00034.90,Hepb screen high risk indiv
2018,G0659,,20180101,N,00071.83,Drug test def simple all cl
2018,G9143,,20180101,N,00149.03,Warfarin respon genetic test
2018,P2028,,20180101,N,00006.11,Cephalin floculation test
2018,P2029,,20180101,N,00006.11,Congo red blood test
2018,P2031,,20180101,N,00006.11,Hair analysis
2018,P2033,,20180101,N,00006.11,Blood thymol turbidity
2018,P2038,,20180101,N,00006.11,Blood mucoprotein
2018,P3000,,20180101,N,00014.65,Screen pap by tech w md supv
2018,P9612,,20180101,N,00003.00,Catheterize for urine spec
2018,P9615,,20180101,N,00003.00,Urine specimen collect mult
2018,Q0111,,20180101,N,00014.65,Wet mounts/ w preparations
2018,Q0112,,20180101,N,00005.83,Potassium hydroxide preps
2018,Q0113,,20180101,N,00005.27,Pinworm examinations
2018,Q0114,,20180101,N,00009.74,Fern test
2018,Q0115,,20180101,N,00025.00,Post-coital mucous exam
