billing_code,price_description,price
28011556,HC  CATHETER ARMADA WRKHRS 7X120X135," 1,615 "
28011557,HC  CATHETER ARMADA WRKHRS 7X120X80," 1,615 "
28011558,HC  CATHETER ARMADA WRKHRS 7X20X135," 1,615 "
28011559,HC  CATHETER ARMADA WRKHRS 7X20X80," 1,615 "
28011560,HC  CATHETER ARMADA WRKHRS 7X40X135," 1,615 "
28011561,HC  CATHETER ARMADA WRKHRS 7X40X80," 1,615 "
28011562,HC  CATHETER ARMADA WRKHRS 7X60X135," 1,615 "
28011563,HC  CATHETER ARMADA WRKHRS 7X60X80," 1,615 "
28011564,HC  CATHETER ARMADA WRKHRS 7X80X135," 1,615 "
28011565,HC  CATHETER ARMADA WRKHRS 7X80X80," 1,615 "
28011566,HC  CATHETER ARMADA WRKHRS 8X20X135," 1,615 "
28011567,HC  CATHETER ARMADA WRKHRS 8X20X80," 1,615 "
28011568,HC  CATHETER ARMADA WRKHRS 8X40X135," 1,615 "
28011569,HC  CATHETER ARMADA WRKHRS 8X40X80," 1,615 "
28011570,HC  CATHETER ARMADA WRKHRS 8X60X135," 1,615 "
28011571,HC  CATHETER ARMADA WRKHRS 8X60X80," 1,615 "
28011572,HC  CATHETER ARMADA WRKHRS 8X80X135," 1,615 "
28011573,HC  CATHETER ARMADA WRKHRS 9X20X135," 1,615 "
28011574,HC  CATHETER ARMADA WRKHRS 9X20X80," 1,615 "
28011575,HC  CATHETER ARMADA WRKHRS 9X40X135," 1,615 "
28011576,HC  CATHETER ARMADA WRKHRS 9X40X80," 1,615 "
28011577,HC  CATHETER ARMADA WRKHRS 9X60X135," 1,615 "
28011578,HC  CATHETER ARMADA WRKHRS 9X60X80," 1,615 "
28011579,HC  CATHETER ARMADA WRKHRS 9X80X135," 1,615 "
28011580,HC  CATHETER ARMADA WRKHRS 9X80X80," 1,615 "
28011584,HC  CATHETER DILATATION PTA 10X4CMX60," 2,602 "
28011585,HC  CATHETER DILATATION PTA 9FX10MM," 2,602 "
28011586,HC  CATHETER DILATATION PTA 9FX12MM," 2,602 "
28011587,HC  CATHETER DILATATION PTA 9FX18MM," 3,763 "
28011593,HC  CATHETER BALLOON 16MMX34MM," 4,973 "
28011594,HC  CATHETER BALLOON 4F 2.5MMX150MM," 3,915 "
28011595,HC  CATHETER BALLOON 4F 3MMX150MM," 3,915 "
28011596,HC  CATHETER BALLOON 4F 4MMX120MM," 3,915 "
28011597,HC  CATHETER BALLOON 4MMX10CM 135CM," 2,125 "
28011598,HC  CATHETER BALLOON 4MMX15CM 135CM," 2,125 "
28011599,HC  CATHETER BALLOON 4MMX20CM 135CM," 2,125 "
28011600,HC  CATHETER BALLOON 4MMX2CM 135CM," 2,125 "
28011601,HC  CATHETER BALLOON 4MMX4CM 135CM," 2,125 "
28011602,HC  CATHETER BALLOON 4MMX6CM 135CM," 2,125 "
28011603,HC  CATHETER BALLOON 5MMX10CM 135CM," 2,125 "
28011604,HC  CATHETER BALLOON 5MMX10CM 75CM," 2,125 "
28011606,HC  CATHETER BALLOON 5MMX15CM 135CM," 2,125 "
28011607,HC  CATHETER BALLOON 5MMX20CM 135CM," 2,125 "
28011608,HC  CATHETER BALLOON 5MMX2CM 135CM," 2,125 "
28011609,HC  CATHETER BALLOON 5MMX4CM 135CM," 2,125 "
28011610,HC  CATHETER BALLOON 5MMX4CM 4CM," 2,125 "
28011611,HC  CATHETER BALLOON 5MMX4CM 75CM," 2,125 "
28011612,HC  CATHETER BALLOON 5MMX6CM 135CM," 2,125 "
28011613,HC  CATHETER BALLOON 5MMX8CM 75CM," 2,125 "
28011614,HC  CATHETER BALLOON 6MMX10CM 135CM," 2,125 "
28011615,HC  CATHETER BALLOON 6MMX10CM 75CM," 2,125 "
28011616,HC  CATHETER BALLOON 6MMX10MMX40CM," 6,800 "
28011617,HC  CATHETER BALLOON 6MMX10MMX80CM," 6,800 "
28011618,HC  CATHETER BALLOON 6MMX15CM 135CM," 2,125 "
28011619,HC  CATHETER BALLOON 6MMX20CM 135CM," 2,125 "
28011620,HC  CATHETER BALLOON 6MMX2CM 135CM," 2,125 "
28011621,HC  CATHETER BALLOON 6MMX40CM 135CM," 2,125 "
28011622,HC  CATHETER BALLOON 6MMX4CM 4CM," 2,125 "
28011623,HC  CATHETER BALLOON 6MMX6CM 135CM," 2,125 "
28011624,HC  CATHETER BALLOON 6MMX8CM 75CM," 2,125 "
28011625,HC  CATHETER BALLOON 7MMX10CM 135CM," 2,125 "
28011626,HC  CATHETER BALLOON 7MMX15CM 135CM," 2,125 "
28011627,HC  CATHETER BALLOON 7MMX2CM 135CM," 2,125 "
28011628,HC  CATHETER BALLOON 7MMX2CM 40CM," 2,125 "
28011629,HC  CATHETER BALLOON 7MMX4CM 135CM," 2,125 "
28011630,HC  CATHETER BALLOON 7MMX4CM 4CM," 2,125 "
28011631,HC  CATHETER BALLOON 7MMX6CM 135CM," 2,125 "
28011632,HC  CATHETER BALLOON 8MMX10MMX80CM," 6,800 "
28011633,HC  CATHETER BALLOON 8MMX4CM 40CM," 2,125 "
28011634,HC  CATHETER BALLOON 8MMX8CM 75CM," 2,125 "
28011635,HC  CATHETER BALLOON 9MMX2CM 135CM," 2,125 "
28011636,HC  CATHETER BALLOON 9MMX4CM 135CM," 2,125 "
28011637,HC  CATHETER BALLOON 9MMX4CM 40CM," 2,125 "
28011638,HC  CATHETER BALLOON 9MMX4CM 75CM," 2,125 "
28011639,HC  CATHETER BALLOON ADMIRAL 5FX9MMX60MM," 2,890 "
28011643,HC  CATHETER DILATATION 8FX100CM TYSHAKII," 4,120 "
28011644,HC  CATHETER DILATATION 8MMX12CM 80CM," 2,040 "
28011645,HC  CATHETER DILATATION BALLOON-IN-BALLOON 20X4CM," 6,375 "
28011646,HC  CATHETER DILATATION BALLOON-IN-BALLOON 22X4CM," 6,375 "
28011647,HC  CATHETER DILATATION BALLOON-IN-BALLOON 24X4CM," 6,375 "
28011650,HC  CATHETER DILATATION OTW 1.5X20MM," 2,117 "
28011651,HC  CATHETER DILATATION PTA 12X2X120," 2,975 "
28011652,HC  CATHETER DILATATION PTA CNQ 2X5X75," 1,743 "
28011653,HC  CATHETER DILATATION PTA 7X20MM, 650 
28011654,HC  CATHETER DILATATION PTCA 2.25X20MM," 2,117 "
28011655,HC  CATHETER DILATATION PTCA 2.25X6MM," 2,117 "
28011656,HC  CATHETER DILATATION PTCA 2.5X20MM," 2,117 "
28011657,HC  CATHETER DILATATION PTCA 2.75X20MM," 2,117 "
28011658,HC  CATHETER DILATATION PTCA 2.75X6MM," 2,117 "
28011659,HC  CATHETER DILATATION PTCA 2X20MM," 2,117 "
28011660,HC  CATHETER DILATATION PTCA 3.25X20MM," 2,117 "
28011661,HC  CATHETER DILATATION PTCA 3.25X6MM," 2,117 "
28011662,HC  CATHETER DILATATION PTCA 3.5X20MM," 2,117 "
28011663,HC  CATHETER DILATATION PTCA 3.5X6MM," 2,117 "
28011664,HC  CATHETER DILATATION PTCA 3.75X20MM," 2,117 "
28011665,HC  CATHETER DILATATION PTCA 3.75X6MM," 2,117 "
28011666,HC  CATHETER DILATATION PTCA 3X20MM," 2,117 "
28011667,HC  CATHETER DILATATION PTCA 3X6MM," 2,117 "
28011668,HC  CATHETER DILATATION PTCA 4.5X20MM," 2,117 "
28011669,HC  CATHETER DILATATION PTCA 4.5X6MM," 2,117 "
28011670,HC  CATHETER DILATATION PTCA 4X20MM," 2,117 "
28011671,HC  CATHETER DILATATION PTCA 4X6MM," 2,117 "
28011672,HC  CATHETER DILATATION PTCA 5X20MM," 2,117 "
28011673,HC  CATHETER DILATATION PTCA 5X6MM," 2,117 "
28011674,HC  CATHETER DILATATION PTCA 6X2.5MM," 2,117 "
28011675,HC  CATHETER DILATATION PTCA RX 2X6MM," 2,117 "
28011680,HC  CATHETER DILATATION NC SPRINTER RX 15X3.25MM," 1,726 "
28011695,HC  CATHETER DILATATION OTW SPRINTER 1.5X10MM," 1,726 "
28011696,HC  CATHETER DILATATION OTW SPRINTER 1.5X12MM," 1,488 "
28011697,HC  CATHETER DILATATION OTW SPRINTER 1.5X15MM," 1,488 "
28011698,HC  CATHETER DILATATION OTW SPRINTER 2.5X10MM," 1,488 "
28011699,HC  CATHETER DILATATION OTW SPRINTER 2.5X12MM," 1,488 "
28011700,HC  CATHETER DILATATION OTW SPRINTER 2X10MM," 1,488 "
28011701,HC  CATHETER DILATATION OTW SPRINTER 2X12MM," 1,726 "
28011702,HC  CATHETER DILATATION OTW SPRINTER 2X15MM," 1,488 "
28011704,HC  CATHETER BALLOON PTA 10X10X135," 1,488 "
28011705,HC  CATHETER BALLOON PTA 10X3X135," 1,615 "
28011706,HC  CATHETER BALLOON PTA 10X6X135," 1,615 "
28011707,HC  CATHETER BALLOON PTA 12X40X135MM 7F," 1,615 "
28011708,HC  CATHETER BALLOON PTA 135CM 80X7MM," 1,615 "
28011709,HC  CATHETER BALLOON PTA 35 8X14X80," 1,488 "
28011710,HC  CATHETER BALLOON PTA 4MM 10X135CM 5F," 1,275 "
28011711,HC  CATHETER BALLOON PTA 4MM 15X135CM 5F," 1,275 "
28011712,HC  CATHETER BALLOON PTA 4MM 4X135CM 5F," 1,275 "
28011716,HC  CATHETER BALLOON PTA 5FX135X6X10," 1,445 "
28011718,HC  CATHETER BALLOON PTA 5FX80X5X2," 2,975 "
28011719,HC  CATHETER BALLOON PTA 5FX80X6X4," 2,040 "
28011720,HC  CATHETER BALLOON PTA 6MM 15X135CM 5F," 1,275 "
28011721,HC  CATHETER BALLOON PTA 6MM 4X135CM 5F," 1,275 "
28011722,HC  CATHETER BALLOON PTA 6MMX14CM 80CM," 1,488 "
28011723,HC  CATHETER BALLOON PTA 6MMX4CM 80CM," 2,040 "
28011725,HC  CATHETER BALLOON PTA 6X14X135," 1,445 "
28011726,HC  CATHETER BALLOON PTA 6X20X150," 2,338 "
28011728,HC  CATHETER BALLOON PTA 6X40X150," 2,338 "
28011730,HC  CATHETER BALLOON PTA 7X14X135," 2,040 "
28011731,HC  CATHETER BALLOON PTA 7X2X135," 1,445 "
28011732,HC  CATHETER BALLOON PTA 7X4X135," 1,615 "
28011733,HC  CATHETER BALLOON PTA 7X6X135," 1,445 "
28011734,HC  CATHETER BALLOON PTA 7FX80X10X14," 1,488 "
28011735,HC  CATHETER BALLOON PTA 7FX80X12X4," 1,488 "
28011736,HC  CATHETER BALLOON PTA 8MMX4CM 80CM," 2,040 "
28011737,HC  CATHETER BALLOON PTA 8MMX6CM 135CM," 1,445 "
28011738,HC  CATHETER BALLOON PTA 8MX10CM," 1,488 "
28011739,HC  CATHETER BALLOON PTA 8X10X135," 1,445 "
28011740,HC  CATHETER BALLOON PTA 8X2X135," 1,615 "
28011741,HC  CATHETER BALLOON PTA 8X8X135," 1,615 "
28011742,HC  CATHETER BALLOON PTA 9X3X135," 1,615 "
28011743,HC  CATHETER BALLOON PTA 9X4X135," 1,615 "
28011744,HC  CATHETER BALLOON PTA 9X6X135," 1,445 "
28011745,HC  CATHETER BALLOON PTA 5FX135X6X4," 2,040 "
28011746,HC  CATHETER BALLOON PTA 5FX135X6X6," 1,445 "
28011747,HC  CATHETER BALLOON PTA LP 0.1MMX5," 1,488 "
28011750,HC  CATHETER BALLOON PTA35 7X10X135," 2,040 "
28011751,HC  CATHETER BALLOON PTCA 10X75CM 6MM 5F," 1,978 "
28011752,HC  CATHETER BALLOON PTCA 2X135CM 6MM 5F," 3,113 "
28011753,HC  CATH BALLOON RX OTW LEGEND 1.25X6MM," 1,726 "
28011754,HC  CATH BALLOON RX OTW LEGEND 1.25X10MM," 1,488 "
28011755,HC  CATH BALLOON RX OTW LEGEND 1.25X15MM," 1,488 "
28011756,HC  CATH BALLOON RX OTW LEGEND 1.25X20MM," 1,488 "
28011757,HC  CATH BALLOON RX RAPID EXCHANGE LEGEND 1.25X6MM," 1,488 "
28011758,HC  CATH BALLOON RX RAPID EXCHANGE LEGEND 1.25X10MM," 1,488 "
28011759,HC  CATH BALLOON RX RAPID EXCHANGE LEGEND 1.25X15MM," 1,488 "
28011760,HC  CATH BALLOON RX RAPID EXCHANGE LEGEND 1.25X20MM," 1,726 "
28011761,HC  CATHETER BALLOON SHAFT 10MMX20CM 135CM," 2,125 "
28011762,HC  CATHETER BALLOON SHAFT 10MX4CM 40CM," 2,125 "
28011763,HC  CATHETER BALLOON SHAFT 12MMX3CM 75CM," 2,125 "
28011764,HC  CATHETER BALLOON SHAFT 37MMX4CM 135CM," 2,125 "
28011765,HC  CATHETER BALLOON SHAFT 3MMX4CM 75CM," 2,125 "
28011767,HC  CATHETER BALLOON STENT 100CM 10-50CM," 3,698 "
28011768,HC  CATHETER BALLOON STENT 12F 10-50MM," 3,698 "
28011769,HC  CATHETER BALLOON STENT 65CM 10-50CM," 3,698 "
28011770,HC  CATHETER BALLOON SIZING .035 25MMX3CM," 1,785 "
28011771,HC  CATHETER BALLOON THERMODILUTION 110CM 7F," 1,111 "
28011772,HC  CATHETER BALLOON THERMODILUTION 4 80CM 5F," 1,134 "
28011795,HC  CATHETER DOUBLE LUMEN 10CC 8FX12CM," 1,275 "
28011796,HC  CATHETER DOUBLE LUMEN J TYPE 9FX12CM, 121 
28011810,HC  CATHETER DILATATION 143CM 3X20MM," 3,404 "
28011811,HC  CATHETER DILATATION 18MM 6X110CM 9F," 6,375 "
28011812,HC  CATHETER DILATATION 2MM 10X150CM 5F," 2,668 "
28011813,HC  CATHETER DILATATION 4X110CM 9F," 6,375 "
28011817,HC  CATHETER DILATATION CORONARY OTW 2X6MM," 1,488 "
28011818,HC  CATHETER DILATATION CORONARY OTW 3X12MM," 1,488 "
28011819,HC  CATHETER DILATATION CORONARY RX 1.2X06MM," 1,615 "
28011820,HC  CATHETER DILATATION CORONARY RX 1.2X12MM," 1,615 "
28011821,HC  CATHETER DILATATION CORONARY RX 2.25X20MM," 1,488 "
28011822,HC  CATHETER DILATATION CORONARY RX 4.5X12MM," 1,488 "
28011823,HC  CATHETER DILATATION CORONARY RX 4.5X15MM," 1,615 "
28011824,HC  CATHETER DILATATION CORONARY RX 5MM 12MM," 1,488 "
28011825,HC  CATHETER DILATATION GAZELLE 2.5X2X135," 3,757 "
28011826,HC  CATHETER DILATATION GAZELLE 3X90," 3,587 "
28011827,HC  CATHETER DILATATION GAZELLE 5X90," 3,587 "
28011828,HC  CATHETER DILATATION GAZELLE 6X90," 3,587 "
28011829,HC  CATHETER DILATATION PTA 10X80CM 7MM 6F," 2,383 "
28011830,HC  CATHETER DILATATION PTA 6X10X135CM 5F," 1,275 "
28011831,HC  CATHETER DILATATION PTA GAZELLE," 3,757 "
28011833,HC  CATHETER DILATATION SYMMETRY .018 6X4X1," 3,113 "
28011834,HC  CATHETER DILATATION SYMMETRY 2.5X20X4X6," 3,113 "
28011835,HC  CATHETER DILATATION SYMMETRY 2.5X20X4X6," 3,113 "
28011836,HC  CATHETER DILATATION SYMMETRY 2.5X40X4X6," 3,113 "
28011837,HC  CATHETER DILATATION SYMMETRY 2X40X4X6," 3,113 "
28011838,HC  CATHETER DILATATION SYMMETRY 3X100X4X6," 3,113 "
28011839,HC  CATHETER DILATATION SYMMETRY 3X20X4X6," 3,113 "
28011840,HC  CATHETER DILATATION SYMMETRY 3X40X4X6," 3,113 "
28011841,HC  CATHETER DILATATION SYMMETRY 4X100X5X7," 3,113 "
28011842,HC  CATHETER DILATATION SYMMETRY 4X20X4X6CM," 3,113 "
28011843,HC  CATHETER DILATATION SYMMETRY 4X40X4X6," 3,113 "
28011844,HC  CATHETER DILATATION SYMMETRY 4X40X4X6CM," 3,113 "
28011845,HC  CATHETER DILATATION SYMMETRY 5X20X4X6," 3,113 "
28011846,HC  CATHETER DILATATION SYMMETRY 5X40X4X6," 3,113 "
28011847,HC  CATHETER DILATATION SYMMETRY 6X40X5X7," 2,955 "
28011848,HC  CATHETER DILATATION TYSHAK STD 20MMX4CM," 4,120 "
28011849,HC  CATHETER DILATATION TYSHAK X 22MMX4CMX100CM," 4,120 "
28011850,HC  CATHETER DILATATION VAN ANDEL 9FX80CM, 425 
28011897,HC  CATHETER EVERCROSS 0.35 8MMX10MMX13MM," 3,187 "
28012137,HC  CATHETER PTA 0.35 5MMX150MMX135CM," 1,964 "
28012138,HC  CATHETER PTA 0.35 5MMX40MMX135CM," 1,488 "
28012139,HC  CATHETER PTA 0.35 5MMX60MMX130CM," 1,488 "
28012140,HC  CATHETER PTA 0.35 6MMX200MMX135CM," 1,964 "
28012141,HC  CATHETER PTA 0.35 6MMX40MMX135CM," 1,488 "
28012142,HC  CATHETER PTA 0.35 6MMX40MMX80CM," 1,488 "
28012143,HC  CATHETER PTA 0.35 7MMX60MMX135CM," 1,488 "
28012144,HC  CATHETER PTA 0.35 8MMX8MMX80CM," 1,488 "
28012145,HC  CATHETER PTA 120X2CM 16MM 6.5F," 2,763 "
28012146,HC  CATHETER PTA 120X2CM 18MM 6.5F," 2,763 "
28012147,HC  CATHETER PTA 120X2CM 20MM 7F," 3,060 "
28012148,HC  CATHETER PTA 5F 5MM 4X135CM," 1,275 "
28012149,HC  CATHETER PTA 5F135CM 5X8MM," 1,275 "
28012150,HC  CATHETER PTA 6.5FX120CM," 2,975 "
28012151,HC  CATHETER PTA 7MM 4X135CM 6F," 1,275 "
28012152,HC  CATHETER PTA 7MM 8X135CM 6F," 1,275 "
28012153,HC  CATHETER DILATATION PTA VASCUTRAK 2X120X140," 7,608 "
28012154,HC  CATHETER DILATATION PTCA OTW ANGIOSCULPT 3X10," 7,438 "
28012155,HC  CATHETER DILATATION PTCA TREK NC RX 2.0X8MM," 1,488 "
28012156,HC  CATHETER DILATATION PTCA TREK NC RX 2.25X12MM," 1,488 "
28012157,HC  CATHETER DILATATION PTCA TREK NC RX 2.25X15MM," 1,615 "
28012158,HC  CATHETER DILATATION PTCA TREK NC RX 2.25X20MM," 1,615 "
28012159,HC  CATHETER DILATATION PTCA TREK NC RX 2.25X8MM," 1,488 "
28012160,HC  CATHETER DILATATION PTCA TREK NC RX 2X12MM," 1,488 "
28012161,HC  CATHETER DILATATION PTCA TREK NC RX 2X15MM," 1,488 "
28012162,HC  CATHETER DILATATION PTCA TREK NC RX 2X20MM," 1,615 "
28012163,HC  CATHETER DILATATION PTCA TREK NC RX 3.25X8MM," 1,488 "
28012164,HC  CATHETER DILATATION PTCA TREK NC RX 3.75X8MM," 1,488 "
28012165,HC  CATHETER DILATATION PTCA TREK NC RX 4.5X12MM," 1,488 "
28012166,HC  CATHETER DILATATION PTCA TREK NC RX 4.5X15MM," 1,488 "
28012167,HC  CATHETER DILATATION PTCA TREK NC RX 4.5X8MM," 1,488 "
28012168,HC  CATHETER DILATATION PTCA TREK NC RX 5X15MM," 1,488 "
28012183,HC  CATHETER SIZING 5F 100CM 10CM, 111 
28012203,HC  CATHETER SYMMETRY BALLOON .018 5X4X1," 3,113 "
28012228,HC  CATHETER DILATATION ULTRATHIN SDS 5.8X4X10X90CM," 1,679 "
28012229,HC  CATHETER DILATATION ULTRATHIN SDS 5FX4MMX2X135," 1,679 "
28012230,HC  CATHETER DILATATION ULTRATHIN SDS 5FX4MMX2X75CM," 1,679 "
28012231,HC  CATHETER DILATATION ULTRATHIN SDS 5FX4MMX4X75CM," 1,679 "
28012232,HC  CATHETER DILATATION ULTRATHIN SDS 5FX5MMX2X135," 1,679 "
28012233,HC  CATHETER DILATATION ULTRATHIN SDS 5FX5MMX2X75CM," 1,679 "
28012234,HC  CATHETER DILATATION ULTRATHIN SDS 5FX5MMX4X75CM," 1,679 "
28012235,HC  CATHETER DILATATION ULTRATHIN SDS 5FX6MMX2X135," 1,679 "
28012236,HC  CATHETER DILATATION ULTRATHIN SDS 5FX6MMX2X75CM," 1,679 "
28012237,HC  CATHETER DILATATION ULTRATHIN SDS 5FX6MMX4X75CM," 1,679 "
28012238,HC  CATHETER DILATATION ULTRATHIN SDS 5FX7MMX4X135," 1,679 "
28012239,HC  CATHETER DILATATION ULTRATHIN SDS 6FX5MMX6X135," 1,679 "
28012252,HC  CATHETER VENOGRAPHY BALLOON BIV CS, 510 
28011641,HC  CATHETER BALLOON ANORECTAL 4.2X6MM," 63,000 "
28011648,HC  CATHETER DILATATION CERVICAL 18FX40CM, 323 
28011649,HC  CATHETER DILATATION ESOPH ACHALASIA 30," 6,707 "
28011679,HC  CATHETER DILATATION PULM 5.5X18-20MM," 2,168 "
28011682,HC  CATHETER BALLOON INSPIRA AIR 16X40MM," 5,908 "
28011816,HC  CATHETER DILATATION COONS 20F 30CM, 374 
28019476,HC  SYSTEM BALLOON SINUSPLASTY FRONTAL 6X16MM," 12,563 "
28019477,HC  SYSTEM BALLOON SINUSPLASTY MAXILLARY 6X16MM," 12,563 "
28012678,HC DISSECT BLLN SPACEMAKER PLUS," 1,322 "
28011786,HC  CATHETER COUDE 12F 5ML 2W LF, 199 
28011787,HC  CATHETER COUDE 14F 5ML 2W LF," 2,442 "
28011788,HC  CATHETER COUDE 16F 5ML 2W LF, 199 
28011789,HC  CATHETER COUDE 18F 5ML 2W LF, 203 
28011851,HC  CATHETER DRAINAGE BILIARY RING DUCT 5F, 382 
28011852,HC  CATHETER DRAINAGE CENTESIS ONE STEP 4X10CM, 187 
28011853,HC  CATHETER DRAINAGE CHAIT 10.2FX28CM," 1,590 "
28011854,HC  CATHETER DRAINAGE MINI PIGTAIL 6FX20CM, 740 
28011855,HC  CATHETER DRAINAGE MINI PIGTAIL 8FX24CM, 740 
28011856,HC  CATHETER DRAINAGE THAL-QUICK 24FX41CM, 672 
28011857,HC  CATHETER DRAINAGE THAL-QUICK 28FX41CM, 672 
28011858,HC  CATHETER DRAINAGE ULTRATHANE 18FX40CM, 867 
28011859,HC  CATHETER DRAINAGE ULTRATHANE 6.3F 25CM, 667 
28011860,HC  CATHETER DRAINAGE URI-CATH 3.5F, 101 
28011861,HC  CATHETER DRAINAGE URI-CATH 5F, 101 
28011915,HC  CATHETER FOLEY 2WAY 20FX30ML LF, 91 
28011916,HC  CATHETER FOLEY 2WAY 24FX30ML LF, 91 
28011917,HC  CATHETER FOLEY 3WAY 18F 5CC, 87 
28011918,HC  CATHETER FOLEY 3W 22F, 87 
28011919,HC  CATHETER FOLEY 3WY 30CC 22F, 225 
28011920,HC  CATHETER FOLEY COUNCIL IC 14F 5CC, 162 
28011921,HC  CATHETER FOLEY COUNCIL IC 18F 5CC, 162 
28011922,HC  CATHETER FOLEY COUNCIL IC 20F 5CC, 162 
28011923,HC  CATHETER FOLEY DOVER COUNCIL 16F, 244 
28011924,HC  CATHETER FOLEY DOVER COUNCIL 18F, 244 
28011925,HC  CATHETER FOLEY DOVER COUNCIL 20F, 244 
28011926,HC  CATHETER FOLEY DOVER COUNCIL 22F, 244 
28011927,HC  CATHETER FOLEY LUBRI-SIL 12F 5CC, 254 
28011928,HC  CATHETER FOLEY LUBRI-SIL 16F 30CC, 116 
28011929,HC  CATHETER FOLEY LUBRI-SIL 16F 5CC, 170 
28011930,HC  CATHETER FOLEY LUBRI-SIL 18F 30CC, 116 
28011931,HC  CATHETER FOLEY LUBRI-SIL 18F 5CC, 87 
28011932,HC  CATHETER FOLEY LUBRI-SIL 20F 30CC, 116 
28011933,HC  CATHETER FOLEY LUBRI-SIL 22F 22CC, 116 
28011934,HC  CATHETER FOLEY LUBRI-SIL 24F 30CC, 116 
28011935,HC  CATHETER FOLEY SIMPLASTIC 2WAY 24F, 185 
28012683,HC  DRAIN BILE T TUBE WHELAN MOSS STERILE 14F, 154 
28012684,HC  DRAIN BILE T TUBE WHELAN MOSS STERILE 16F, 169 
28012685,HC  DRAIN BILE T TUBE WHELAN MOSS STERILE 18F, 154 
28011867,HC  CATHETER ELECTROPHYSIOLOGY 10PLR FXDCRV 65CM 6F," 1,190 "
28011868,HC  CATHETER ELECTROPHYSIOLOGY 10PLR STRBL 110CM 4F," 4,250 "
28011870,HC  CATHETER ELECTROPHYSIOLOGY 4PLR STRBL 110CM 5F," 2,695 "
28011871,HC  CATHETER ELECTROPHYSIOLOGY 6PLR STRBL 110CM 6F," 4,250 "
28011876,HC  CATHETER ELECTROPHYSIOLOGY DUO10PLR 110CM 7F," 8,458 "
28011877,HC  CATHETER ELECTROPHYSIOLOGY INQ 5FX100CM," 4,675 "
28011878,HC  CATHETER ELECTROPHYSIOLOGY INQ AFOCUS 7FX15," 8,458 "
28011879,HC  CATHETER ELECTROPHYSIOLOGY INQ AFOCUS 7FX20," 8,458 "
28011880,HC  CATHETER ELECTROPHYSIOLOGY INQ AFOCUS II 7X20," 9,000 "
28011885,HC  CATHETER ELECTROPHYSIOLOGY POLARIS 6FX2X8MM," 1,262 "
28011888,HC  CATHETER ELECTROPHYSIOLOGY RESPONSE 6FX65CM," 3,400 "
28011890,HC  CATHETER ELECTROPHYSIOLOGY SUPREME QUAD 5 6X120," 1,700 "
28011891,HC  CATHETER ELECTROPHYSIOLOGY TORQR 5FX110CM, 344 
28011892,HC  CATHETER EP WEBSTER QUAD 6F, 978 
28011893,HC  CATHETER EP WEBSTER QUAD 92X5X12, 978 
28011881,HC  CATHETER ELECTROPHYSIOLOGY LASSO 7RX20X6MM," 8,109 "
28011882,HC  CATHETER ELECTROPHYSIOLOGY LASSO 7X4.5X15MM," 9,375 "
28011886,HC  CATHETER ELECTROPHYSIOLOGY REFLEXION 10 P 7X99," 12,375 "
28011887,HC  CATHETER ELECTROPHYSIOLOGY REFLEXION 20 P 7X99," 11,250 "
28012083,HC  CATHETER MAPPING LASSO 115CM 7FX4.5X15MM," 8,109 "
28012084,HC  CATHETER MAPPING LASSO 7FX20MM," 8,280 "
28011874,HC  CATHETER ELECTROPHYSIOLOGY CONSTELLATION 3X38MM," 2,886 "
28011875,HC  CATHETER ELECTROPHYSIOLOGY DECANAV 7FX115CM," 7,763 "
28011883,HC  CATHETER ELECTROPHYSIOLOGY MAP 115CM 7X20X6MM," 7,875 "
28011884,HC  CATHETER ELECTROPHYSIOLOGY PATHFINDER MAP 1.4F," 7,763 "
28011899,HC  CATHETER EZ STEER F-F 7FX115CMX8MM," 10,125 "
28011900,HC  CATHETER EZ STEER F-J 7FX115CMX4MM," 12,503 "
28012075,HC  CATHETER LASSO 7F 22POLES," 12,420 "
28012113,HC  CATHETER PENTARAY D CURVE 2-6-2 7FX115CM," 13,470 "
28012114,HC  CATHETER PENTARAY F CURVE 2-6-2 7FX115CM," 13,470 "
28012115,HC  CATHETER PENTARAY F CURVE 4-4-4 7FX115CM," 13,470 "
28011444,HC  CATH ABLAT TCOOL B," 17,640 "
28011445,HC  CATH ABLAT TCOOL D," 17,640 "
28011446,HC  CATH ABLAT TCOOL F," 17,640 "
28011447,HC  CATH ABLAT TCOOL J," 17,640 "
28011797,HC  CATH DD CRVD 7.5FX115CM," 15,998 "
28011869,HC  CATH EP 10PLR STRB MED 115X6F," 2,429 "
28011872,HC  CATH EP ABLAT TEMP 7F 8MM," 10,367 "
28011873,HC  CATH EP ABLAT XP 7X8MM," 10,367 "
28011889,HC  CATH EP SAFIRE 7FX4MM," 6,970 "
28011898,HC  CATH EZ STEER D-F 7X115X4," 15,120 "
28011901,HC  CATH FF CRVD 7.5FX115CM," 15,998 "
28012074,HC  CATH JJ CRVD 7.5FX115CM," 15,998 "
28012049,HC  CATHETER HEMODIALYSIS DUAL LUMEN STR 8FX18CM," 1,530 "
28012050,HC  CATHETER HEMODIALYSIS ASH SPLIT 14FX32X27CM," 3,137 "
28011957,HC  CATHETER INF GROSHONG RED CONN DUAL LUMEN 5F, 139 
28011958,HC  CATHETER INF GROSHONG WHITE CONN DUAL LUMEN 5F, 149 
28012056,HC  CATHETER INFUSION MICRO VASCULAR 1.6FX156CM," 5,313 "
