Rotation,Role,Provider_ID,Date,Chart_Review_Time,Note_Review_Time,Note_Entry_Time,Order_Entry_Time,Navigator_Time,Results_Review_Time,Total_Time,Number_EHR_Actions,Number_EHR_Actions_Accessed_Remotely,Number_Unique_Patient_Records_Accessed
Night Team,PGY2+,S0181087,2016-09-02,2:58:31,2:08:51,0:00:12,0:59:33,0:12:59,0:01:25,7:16:30,2342,67,45
Intensive Care Unit,PGY2+,S0169404,2016-09-09,4:36:24,1:37:21,0:03:15,0:37:14,0:20:51,0:10:53,7:41:28,3455,0,24
Intensive Care Unit,PGY2+,S0169404,2016-09-08,0:25:37,0:00:39,0:00:00,0:00:31,0:00:00,0:02:14,0:29:51,143,0,15
Night Team,PGY2+,S0181087,2016-09-03,3:15:59,1:28:13,0:00:25,0:24:12,0:09:56,0:07:42,6:27:02,2415,0,48
General Medicine,PGY1,S0169399,2014-12-29,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,4,0,2
Night Team,PGY2+,S0181087,2016-09-04,1:33:14,0:55:26,0:00:04,0:24:15,0:05:52,0:09:48,3:35:52,1413,102,25
Night Team,PGY1,S0195079,2016-10-22,0:48:48,0:12:34,0:00:00,0:06:16,0:15:38,0:00:13,1:29:02,326,0,44
Night Team,PGY2+,S0181087,2016-09-06,3:15:15,1:44:39,0:05:08,1:20:46,0:15:19,0:07:46,7:27:38,2741,576,42
General Medicine,PGY2+,S0181057,2016-10-30,2:11:34,0:36:23,0:00:00,0:04:25,0:11:17,0:08:11,3:28:25,1170,0,16
General Medicine,PGY2+,S0181057,2016-10-31,3:30:22,1:27:19,0:00:00,0:17:28,0:21:38,0:02:23,6:10:30,2025,0,28
Night Team,PGY2+,S0181087,2016-09-07,2:41:50,2:55:22,0:00:13,0:59:15,0:09:35,0:08:18,7:55:15,2888,26,58
Night Team,PGY1,S0195079,2016-10-20,2:10:12,1:23:46,0:00:04,0:33:20,0:19:21,0:00:36,4:51:02,1198,0,31
Emergency Medicine,PGY1,S0056755,2014-07-07,4:58:31,0:10:17,0:12:59,0:08:14,0:07:07,0:05:55,6:01:30,1205,0,34
Night Team,PGY1,S0195079,2016-10-21,1:12:16,0:42:51,0:00:02,0:16:42,0:06:44,0:00:11,2:47:57,664,0,12
Emergency Medicine,PGY2+,S0094535,2016-03-30,4:16:20,0:46:24,0:07:16,0:13:25,0:39:11,0:04:37,6:57:56,2172,7,12
Emergency Medicine,PGY2+,S0094535,2016-03-31,2:15:35,0:22:19,0:13:45,0:14:22,0:11:12,0:05:02,4:18:28,1459,632,41
Night Team,PGY1,S0195079,2016-10-24,3:20:25,0:31:25,0:00:00,1:00:41,0:29:31,0:03:58,6:00:41,1454,0,47
Night Team,PGY1,S0195079,2016-10-25,2:36:59,0:22:49,0:00:00,0:48:06,0:31:01,0:01:14,4:45:20,1188,0,44
General Medicine,PGY1,S0174975,2016-03-13,0:16:16,0:35:09,0:00:01,0:06:22,0:00:12,0:00:46,1:05:33,420,420,15
General Medicine,PGY1,S0094535,2015-01-14,3:32:03,0:06:40,0:52:02,0:55:03,0:24:28,0:32:27,6:52:59,1856,0,11
General Medicine,PGY1,S0094535,2015-01-17,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,4,0,2
Emergency Medicine,PGY1,S0195076,2016-08-19,3:16:50,0:40:03,0:01:30,0:16:49,0:41:49,0:02:33,5:51:43,1758,0,17
Emergency Medicine,PGY1,S0195076,2016-08-18,1:58:35,0:19:23,0:02:58,0:09:29,0:30:35,0:06:25,3:42:23,1329,0,15
Intensive Care Unit,PGY2+,S0169403,2015-12-08,0:40:41,0:51:29,0:52:42,0:05:53,0:03:03,0:12:09,3:02:49,955,107,21
Emergency Medicine,PGY1,S0195076,2016-08-13,3:36:26,0:47:04,0:04:42,0:18:14,0:38:10,0:02:22,6:11:08,1722,0,20
Emergency Medicine,PGY1,S0195076,2016-08-12,3:41:38,0:58:11,0:05:02,0:25:45,0:38:09,0:01:45,6:41:41,2197,0,23
Emergency Medicine,PGY1,S0195076,2016-08-11,1:26:01,0:26:55,0:06:44,0:14:12,0:12:36,0:00:22,2:50:23,988,0,12
Emergency Medicine,PGY1,S0195076,2016-08-10,2:56:40,0:40:24,0:01:24,0:17:26,0:39:17,0:00:48,5:23:32,1429,0,13
Emergency Medicine,PGY1,S0195076,2016-08-17,1:42:30,0:24:02,0:10:08,0:18:56,0:42:31,0:07:49,4:20:17,1468,0,12
Emergency Medicine,PGY1,S0195076,2016-08-16,0:00:01,0:01:43,0:00:00,0:00:00,0:00:02,0:00:00,0:01:53,28,28,2
Emergency Medicine,PGY1,S0195076,2016-08-15,2:48:00,0:51:28,0:03:20,0:26:21,0:45:48,0:04:23,6:04:32,2080,182,17
Emergency Medicine,PGY1,S0195076,2016-08-14,0:29:03,0:04:56,0:00:16,0:09:18,0:23:23,0:00:06,1:16:44,534,0,6
General Medicine,PGY1,S0195236,2016-08-08,1:30:07,0:44:46,0:00:11,0:44:31,0:15:53,0:01:05,3:36:57,1176,63,6
General Medicine,PGY1,S0195236,2016-08-09,2:27:49,1:10:13,0:00:07,0:32:19,0:13:55,0:00:18,5:02:20,1366,35,8
General Medicine,PGY1,S0195236,2016-08-02,1:53:05,1:15:04,0:00:12,0:22:03,0:21:29,0:00:35,4:09:36,1531,182,13
General Medicine,PGY1,S0195236,2016-08-03,0:54:07,0:53:35,0:00:16,0:13:09,0:07:48,0:00:09,2:28:52,869,0,12
General Medicine,PGY1,S0176040,2016-03-21,1:42:22,0:45:53,0:00:09,0:31:16,0:19:13,0:01:05,3:39:08,1609,7,11
General Medicine,PGY1,S0195236,2016-08-01,2:10:02,1:48:04,0:00:16,0:28:09,0:17:22,0:01:30,5:25:07,1423,189,13
General Medicine,PGY1,S0195236,2016-08-06,2:48:02,1:43:37,0:00:18,0:58:42,0:19:37,0:03:57,6:39:18,1840,0,22
General Medicine,PGY1,S0195236,2016-08-07,0:03:03,0:00:05,0:00:00,0:00:00,0:00:00,0:00:13,0:03:29,20,0,3
General Medicine,PGY1,S0195236,2016-08-04,2:53:07,2:02:54,0:00:12,0:43:22,0:16:55,0:03:28,6:30:12,1783,118,11
General Medicine,PGY1,S0195236,2016-08-05,0:03:32,0:03:33,0:00:01,0:00:02,0:00:02,0:02:21,0:10:33,139,97,7
General Medicine,PGY1,S0169400,2014-11-21,2:55:25,0:12:27,3:00:58,0:55:09,0:13:08,0:24:58,8:10:48,1684,0,8
Intensive Care Unit,PGY2+,S0169404,2015-08-30,1:36:01,0:10:14,0:11:12,0:09:25,0:09:44,0:14:46,2:51:31,1221,123,11
Intensive Care Unit,PGY2+,S0169404,2015-08-31,2:02:11,0:07:17,0:34:31,0:29:21,0:17:23,0:18:19,4:02:44,1462,35,11
Intensive Care Unit,PGY2+,S0169403,2015-12-01,1:37:07,1:16:00,0:15:30,0:07:58,0:17:31,0:34:02,4:34:44,1913,307,22
Night Team,PGY2+,S0169402,2016-04-30,0:00:04,0:00:12,0:00:00,0:00:00,0:00:00,0:00:00,0:00:27,19,15,6
Intensive Care Unit,PGY2+,S0169389,2015-07-20,1:50:54,1:07:13,0:08:00,0:15:21,0:14:23,0:07:50,3:59:48,1087,59,13
Intensive Care Unit,PGY2+,S0169389,2015-07-21,1:36:44,0:56:34,0:06:28,0:26:48,0:27:17,0:12:13,4:06:56,1129,26,19
General Medicine,PGY1,S0181066,2015-07-01,1:50:09,0:16:07,2:00:29,0:57:13,0:28:35,0:32:07,6:46:56,1850,3,9
General Medicine,PGY1,S0181066,2015-07-02,1:20:35,0:17:25,2:08:02,0:34:42,0:06:50,0:10:41,4:54:32,1042,0,5
General Medicine,PGY1,S0181066,2015-07-03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,2,0,1
General Medicine,PGY1,S0181066,2015-07-04,1:20:00,0:17:43,2:35:02,0:06:25,0:09:50,0:08:25,4:49:52,769,31,4
Intensive Care Unit,PGY2+,S0169403,2015-12-07,2:26:20,1:22:44,0:06:41,0:22:41,0:28:17,0:39:59,6:04:38,1858,171,15
General Medicine,PGY1,S0181066,2015-07-06,1:16:09,0:21:48,1:22:56,0:32:34,0:14:52,0:13:11,4:37:02,1110,6,8
General Medicine,PGY1,S0181066,2015-07-07,1:13:10,0:14:30,1:52:25,0:22:23,0:26:54,0:18:45,4:44:58,1191,23,10
General Medicine,PGY1,S0181066,2015-07-08,1:57:18,0:20:08,2:20:57,0:08:46,0:19:58,0:09:34,5:38:54,1223,0,10
General Medicine,PGY1,S0181066,2015-07-09,2:00:55,0:13:30,0:33:18,0:36:15,0:20:36,0:46:07,5:11:47,1763,0,12
Intensive Care Unit,PGY2+,S0169403,2015-12-06,1:14:50,0:31:22,0:18:04,0:19:44,0:16:53,0:28:35,3:38:41,1267,321,13
General Medicine,PGY1,S0169381,2014-10-23,3:41:36,0:19:34,0:20:28,0:35:31,0:27:25,0:22:16,6:01:29,1408,15,5
General Medicine,PGY1,S0169381,2014-10-22,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:20,15,13,2
General Medicine,PGY1,S0169381,2014-10-21,2:57:06,0:16:21,0:28:32,0:36:28,0:28:41,0:34:45,5:41:47,1254,49,10
General Medicine,PGY1,S0169381,2014-10-20,1:44:56,0:00:38,0:05:17,0:27:17,0:08:08,0:15:28,2:55:51,741,61,6
General Medicine,PGY1,S0169381,2014-10-27,2:25:47,0:08:08,0:20:23,0:27:02,0:10:37,0:17:43,4:02:13,1130,90,8
General Medicine,PGY1,S0169381,2014-10-26,3:08:02,0:12:33,0:16:50,0:54:16,0:27:21,0:26:09,5:36:57,1305,0,9
General Medicine,PGY1,S0169381,2014-10-25,2:28:43,0:06:35,0:17:37,0:21:43,0:17:22,0:17:49,4:04:17,847,125,12
General Medicine,PGY1,S0169381,2014-10-24,2:44:46,0:19:34,0:13:50,0:53:40,0:24:56,0:37:09,5:23:51,1524,20,10
General Medicine,PGY1,S0169381,2014-10-29,2:33:32,0:08:28,0:19:20,0:53:09,0:25:37,0:16:02,4:44:20,1325,60,9
General Medicine,PGY1,S0169381,2014-10-28,2:29:51,0:08:26,0:15:23,0:32:29,0:15:59,0:22:35,4:10:23,1025,47,5
Night Team,PGY2+,S0094535,2016-02-13,1:24:16,1:27:21,2:41:43,0:32:03,0:07:39,0:33:38,7:37:01,2054,0,38
Night Team,PGY2+,S0094535,2016-02-12,0:27:22,0:49:52,0:50:43,0:11:03,0:04:48,0:20:55,3:01:35,1396,0,6
Night Team,PGY2+,S0094535,2016-02-11,0:39:12,0:20:09,2:02:18,0:29:07,0:15:56,0:54:22,4:59:57,1301,0,24
Night Team,PGY2+,S0094535,2016-02-10,1:37:21,1:27:19,1:33:54,0:16:55,0:05:47,1:05:08,6:35:06,2113,0,38
Night Team,PGY2+,S0094535,2016-02-17,1:05:09,1:12:19,2:25:43,0:44:16,0:19:11,0:58:31,7:18:13,2334,0,50
Night Team,PGY2+,S0094535,2016-02-16,1:07:33,1:11:01,2:53:30,0:35:22,0:17:07,0:56:45,7:41:51,2208,0,34
Night Team,PGY2+,S0094535,2016-02-15,1:09:31,0:48:44,1:13:39,0:07:19,0:08:03,1:01:05,5:00:18,1578,0,33
Night Team,PGY2+,S0094535,2016-02-14,1:42:39,1:38:10,1:05:40,0:43:41,0:30:15,1:22:56,7:39:43,2267,0,46
Intensive Care Unit,PGY2+,S0169389,2015-07-22,1:28:55,0:21:24,0:04:57,0:35:13,0:17:59,0:52:55,3:58:03,1110,0,19
Intensive Care Unit,PGY2+,S0169389,2015-07-23,3:05:54,0:32:01,0:28:57,0:40:34,0:28:32,1:16:12,6:50:32,1974,63,19
Night Team,PGY2+,S0094535,2016-02-19,1:39:43,1:08:42,1:49:26,0:57:11,0:26:31,0:45:12,7:09:28,2545,0,51
Night Team,PGY2+,S0094535,2016-02-18,2:16:27,0:54:38,2:37:16,0:37:15,0:22:51,0:49:36,8:01:28,1992,0,67
Intensive Care Unit,PGY2+,S0169403,2015-12-05,3:03:05,1:41:27,0:17:09,0:40:09,1:01:44,1:28:58,9:04:41,3186,0,20
Intensive Care Unit,PGY2+,S0169403,2015-12-04,0:00:00,0:03:17,0:00:00,0:07:02,0:00:00,0:00:15,0:10:43,92,51,8
Intensive Care Unit,PGY2+,S0169389,2015-07-24,0:02:22,0:02:25,0:00:00,0:00:00,0:00:16,0:00:29,0:05:41,60,40,5
Intensive Care Unit,PGY2+,S0169389,2015-07-25,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,10,0,3
Emergency Medicine,PGY1,S0169401,2014-08-17,3:14:31,0:05:53,0:03:07,0:25:19,0:12:14,0:13:57,4:36:21,1582,255,60
General Medicine,PGY1,S0181070,2016-01-08,1:11:56,1:40:15,1:39:23,0:25:25,0:31:13,0:14:57,6:23:46,2572,0,22
General Medicine,PGY1,S0181070,2016-01-09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,4,0,2
General Medicine,PGY1,S0181070,2016-01-03,2:32:08,2:30:39,2:48:40,0:45:53,0:37:27,0:50:42,10:43:30,3882,0,34
General Medicine,PGY1,S0181070,2016-01-06,1:10:41,1:47:57,1:37:37,0:39:47,0:46:45,0:41:13,7:24:08,2964,57,12
General Medicine,PGY1,S0181070,2016-01-07,0:58:27,1:30:07,1:19:59,1:05:22,0:27:54,0:15:13,6:11:34,2624,17,8
Emergency Medicine,PGY1,S0169401,2014-08-18,6:24:38,0:17:16,0:10:35,0:31:27,0:23:32,0:12:08,8:57:44,2689,218,77
Emergency Medicine,PGY1,S0169401,2014-08-19,4:05:57,0:10:28,0:27:27,0:16:42,0:14:14,0:04:08,5:45:52,2006,328,65
General Medicine,PGY1,S0169404,2014-07-25,0:13:25,0:06:21,0:01:24,0:00:00,0:00:03,0:02:55,0:30:02,458,454,8
Emergency Medicine,PGY1,S0169399,2015-04-30,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,4,0,2
Intensive Care Unit,PGY2+,S0163425,2015-08-31,2:34:47,0:15:13,0:42:17,0:25:04,0:29:37,0:36:29,5:15:45,1748,0,19
Intensive Care Unit,PGY2+,S0163425,2015-08-30,2:32:29,0:17:53,0:40:15,0:54:39,0:50:32,0:42:05,6:37:33,2148,328,22
General Medicine,PGY1,S0181088,2015-11-29,2:25:49,1:04:50,1:52:13,0:41:29,0:17:07,0:19:42,7:14:32,2487,0,17
General Medicine,PGY1,S0181088,2015-11-28,1:50:31,0:32:34,1:25:29,0:36:57,0:23:27,0:26:16,5:52:14,2037,0,9
General Medicine,PGY1,S0181088,2015-11-21,1:08:57,0:58:26,1:48:37,0:49:49,0:22:42,0:33:11,6:10:51,1998,143,14
General Medicine,PGY1,S0181088,2015-11-20,0:00:00,0:00:00,0:00:00,0:03:22,0:00:00,0:00:00,0:03:22,12,0,5
General Medicine,PGY1,S0181088,2015-11-23,1:05:46,0:38:39,1:11:54,0:48:31,0:23:40,0:28:31,5:06:19,1649,104,14
General Medicine,PGY1,S0181088,2015-11-22,2:18:39,1:12:57,2:23:44,0:56:10,0:21:26,0:23:31,8:25:23,2560,0,24
General Medicine,PGY1,S0181088,2015-11-25,0:05:19,0:12:06,0:00:14,0:03:01,0:00:00,0:00:49,0:27:08,215,204,5
General Medicine,PGY1,S0181088,2015-11-24,2:51:25,1:03:40,2:17:23,0:46:38,0:37:36,0:30:55,8:57:06,3808,0,19
General Medicine,PGY1,S0181088,2015-11-27,2:12:01,1:04:07,2:55:15,0:49:14,0:31:35,0:42:21,8:48:03,2730,0,20
General Medicine,PGY1,S0181088,2015-11-26,1:05:43,0:58:44,2:08:37,0:21:45,0:09:37,0:16:54,5:23:43,1575,0,10
General Medicine,PGY1,S0181086,2015-12-08,2:02:03,0:33:43,1:54:29,0:55:34,0:20:05,0:11:30,6:34:04,1604,355,4
General Medicine,PGY1,S0181086,2015-12-09,2:17:57,1:23:39,3:02:04,1:03:56,0:41:14,0:34:00,9:35:37,2420,263,10
General Medicine,PGY1,S0169404,2014-07-24,2:57:03,0:35:35,0:28:07,0:46:55,0:31:24,0:28:10,6:21:41,2195,376,7
General Medicine,PGY1,S0181086,2015-12-06,1:27:19,1:02:41,2:53:44,0:55:25,0:24:10,0:30:52,7:42:20,1712,237,9
General Medicine,PGY1,S0181086,2015-12-07,3:06:56,0:35:48,2:28:41,0:33:12,0:16:05,0:12:39,7:58:01,1776,293,13
General Medicine,PGY1,S0169400,2014-11-28,2:59:49,0:05:34,1:45:10,0:45:39,0:32:12,0:30:40,7:14:15,1689,20,20
General Medicine,PGY1,S0169394,2015-05-22,2:17:57,0:36:20,2:28:33,0:57:18,0:28:56,0:32:24,7:44:33,2148,277,16
General Medicine,PGY1,S0169404,2014-07-26,4:23:32,1:02:26,0:14:11,0:20:08,0:23:21,0:32:24,7:19:25,3150,470,12
General Medicine,PGY2+,S0169385,2015-12-09,1:49:45,1:33:28,0:47:14,1:00:33,0:23:43,0:29:58,6:30:48,3369,62,13
General Medicine,PGY1,S0169394,2015-05-20,2:19:22,0:24:41,1:09:18,0:52:38,0:36:39,0:39:31,6:24:40,2191,318,15
Emergency Medicine,PGY1,S0195216,2016-10-29,3:50:59,0:37:51,0:09:35,0:46:43,1:00:48,0:01:13,7:07:08,2207,0,65
Emergency Medicine,PGY1,S0195216,2016-10-28,3:52:49,1:03:41,0:07:26,0:30:12,0:58:59,0:03:55,7:29:45,2480,0,58
Emergency Medicine,PGY1,S0195216,2016-10-27,1:28:45,0:30:33,0:03:00,0:24:40,0:31:35,0:00:41,3:19:15,1174,0,23
Emergency Medicine,PGY1,S0169383,2015-03-21,3:50:26,0:16:13,2:47:32,0:31:29,0:33:23,0:23:54,9:33:26,2828,0,29
Emergency Medicine,PGY1,S0195216,2016-10-25,1:36:24,0:08:18,0:00:11,0:13:50,0:11:49,0:00:12,2:22:04,621,0,32
Emergency Medicine,PGY1,S0195216,2016-10-24,3:54:41,0:41:57,0:03:42,0:31:49,0:32:38,0:03:07,6:46:52,1911,0,74
Emergency Medicine,PGY1,S0195216,2016-10-23,3:31:52,0:54:53,0:01:37,0:34:57,0:38:31,0:02:18,6:40:29,2220,0,83
Emergency Medicine,PGY1,S0169383,2015-03-25,3:03:06,0:32:21,1:53:17,0:26:41,0:23:51,0:28:03,7:46:11,2374,42,23
Emergency Medicine,PGY1,S0169383,2015-03-26,4:38:59,0:45:41,1:58:42,0:24:25,0:32:53,0:27:43,9:35:48,2773,2,45
Emergency Medicine,PGY1,S0169383,2015-03-27,3:50:21,0:37:40,2:05:14,0:27:10,0:40:32,0:28:54,8:38:47,2428,0,20
General Medicine,PGY1,S0181070,2016-01-04,1:07:16,1:09:26,0:43:29,0:29:47,0:17:43,0:12:59,4:29:24,2247,406,10
Night Team,PGY1,S0181065,2015-07-29,2:35:21,0:28:51,0:41:20,0:33:47,0:44:35,0:17:29,5:33:48,1710,38,50
Night Team,PGY1,S0181065,2015-07-28,2:38:44,1:19:22,0:53:21,0:16:08,0:23:43,0:27:09,6:17:06,1794,0,53
Night Team,PGY1,S0181065,2015-07-27,2:05:08,0:54:01,0:00:53,0:23:54,0:21:07,0:22:10,4:18:12,1584,0,47
Night Team,PGY1,S0181065,2015-07-26,2:55:29,0:27:09,0:00:07,0:27:51,0:22:34,0:43:34,5:14:47,1787,0,50
Night Team,PGY1,S0181065,2015-07-25,2:25:15,0:41:31,0:00:00,0:14:20,0:20:30,0:35:45,4:36:20,1659,0,65
General Medicine,PGY1,S0181070,2016-01-05,1:04:20,1:05:27,1:20:09,0:34:24,0:11:54,0:05:21,4:56:40,2414,3,17
Night Team,PGY1,S0181065,2015-07-23,0:55:15,0:05:42,0:00:00,0:04:41,0:04:50,0:16:12,1:30:50,488,0,30
Night Team,PGY1,S0181065,2015-07-22,1:01:40,0:04:22,0:00:00,0:13:35,0:09:39,0:12:43,1:55:31,900,0,41
Night Team,PGY1,S0181065,2015-07-21,2:38:42,0:31:16,0:20:54,0:34:04,0:36:39,0:57:49,5:58:16,1973,0,43
Night Team,PGY1,S0181065,2015-07-20,2:42:40,0:34:25,0:00:07,0:29:33,0:26:05,0:34:39,5:03:24,1654,0,34
General Medicine,PGY1,S0169404,2014-07-21,2:59:19,0:41:47,0:14:54,0:44:31,0:49:59,0:12:13,6:01:06,2154,32,8
General Medicine,PGY1,S0181081,2015-08-11,1:54:57,0:12:55,3:14:36,0:25:02,0:20:44,0:17:52,6:58:36,1615,0,10
General Medicine,PGY1,S0181081,2015-08-10,2:24:07,0:24:24,2:51:54,0:50:05,0:20:42,0:26:39,8:30:06,2625,489,18
General Medicine,PGY1,S0181081,2015-08-13,1:13:59,0:06:02,2:09:02,0:29:13,0:02:02,0:15:06,4:52:32,969,0,4
General Medicine,PGY1,S0181081,2015-08-12,0:46:37,0:00:53,1:15:17,0:05:20,0:00:29,0:04:46,2:32:10,471,461,9
General Medicine,PGY1,S0181081,2015-08-15,2:26:17,0:03:49,1:42:50,0:22:15,0:11:28,0:34:47,5:56:37,1460,168,13
General Medicine,PGY1,S0181081,2015-08-14,2:17:23,0:14:07,4:01:50,0:44:29,0:11:54,0:26:09,8:19:33,1693,0,5
General Medicine,PGY1,S0195201,2016-09-21,2:57:02,2:21:21,0:00:18,1:06:28,0:28:19,0:04:16,7:53:23,3461,27,18
General Medicine,PGY1,S0195201,2016-09-20,0:30:28,0:31:12,0:00:36,0:00:13,0:01:29,0:00:32,1:06:56,684,625,16
General Medicine,PGY1,S0195201,2016-09-23,4:14:30,3:14:02,0:01:40,0:34:19,0:15:15,0:09:04,9:17:26,3790,422,12
General Medicine,PGY1,S0195201,2016-09-22,1:58:39,0:51:34,0:00:08,0:41:44,0:10:18,0:02:34,4:07:42,1859,0,8
General Medicine,PGY1,S0195201,2016-09-25,2:18:18,1:53:21,0:03:28,0:33:43,0:12:09,0:05:29,5:34:14,2050,155,9
General Medicine,PGY1,S0195201,2016-09-24,3:32:05,2:41:18,0:01:59,1:15:27,0:13:19,0:04:17,8:31:06,3599,0,25
General Medicine,PGY1,S0195201,2016-09-27,1:18:31,1:13:52,0:00:33,0:36:39,0:06:25,0:02:41,3:48:51,1776,384,15
General Medicine,PGY1,S0195201,2016-09-26,2:43:17,1:27:30,0:00:18,0:28:50,0:23:42,0:00:57,5:54:29,2187,54,21
General Medicine,PGY1,S0195201,2016-09-29,3:20:12,2:31:14,0:00:58,1:12:31,0:14:16,0:08:09,8:15:41,3110,0,27
General Medicine,PGY1,S0195201,2016-09-28,0:39:16,0:17:50,0:00:06,0:05:44,0:00:05,0:00:33,1:07:07,548,452,13
General Medicine,PGY1,S0169404,2014-07-23,2:42:18,0:17:36,0:07:02,0:36:12,0:31:04,0:24:13,4:53:30,2238,543,9
Night Team,PGY2+,S0169385,2016-08-18,2:20:46,1:11:50,0:00:04,0:24:06,0:18:47,0:19:38,5:13:45,1950,98,23
General Medicine,PGY1,S0169404,2014-07-22,3:07:17,0:33:35,0:14:18,0:36:53,0:29:01,0:07:52,5:21:23,1840,191,9
General Medicine,PGY2+,S0169401,2016-02-01,2:18:09,0:22:16,0:00:52,0:44:51,0:25:57,0:24:47,4:28:24,2176,344,27
Emergency Medicine,PGY2+,S0169400,2015-10-03,4:53:54,0:37:32,1:34:05,0:56:22,0:23:03,0:19:25,9:33:46,2845,0,38
Emergency Medicine,PGY1,S0094959,2014-09-01,3:23:17,0:12:13,1:01:48,0:50:00,0:57:07,1:16:28,8:17:37,4013,2,27
Emergency Medicine,PGY1,S0094959,2014-09-03,0:41:04,0:08:05,0:06:50,0:01:48,0:06:00,0:12:35,1:19:52,529,98,17
Emergency Medicine,PGY1,S0094959,2014-09-02,0:50:55,0:17:13,0:13:37,0:03:25,0:07:17,0:21:07,2:02:54,1068,205,17
Emergency Medicine,PGY1,S0094959,2014-09-05,5:46:48,0:12:54,0:55:14,0:23:19,0:36:35,0:48:24,9:21:06,3891,61,49
Emergency Medicine,PGY1,S0094959,2014-09-04,1:56:09,0:17:01,0:27:41,0:14:47,0:28:15,0:29:04,4:30:07,2255,188,26
Emergency Medicine,PGY1,S0094959,2014-09-07,4:46:58,0:19:57,1:18:22,0:19:41,0:46:10,0:51:03,9:09:49,4623,34,65
Emergency Medicine,PGY1,S0094959,2014-09-09,0:38:38,0:05:38,0:19:18,0:06:10,0:05:00,0:06:14,1:28:57,666,0,7
Emergency Medicine,PGY1,S0094959,2014-09-08,3:15:55,0:25:48,0:53:06,0:15:38,0:27:15,0:58:02,6:53:06,2694,116,44
General Medicine,PGY1,S0181085,2016-01-30,0:00:27,0:02:29,0:00:01,0:00:00,0:00:00,0:00:00,0:03:20,65,49,6
General Medicine,PGY1,S0108287,2014-08-08,2:25:10,0:01:33,0:41:05,1:00:13,0:17:08,0:19:16,4:58:23,1131,0,8
General Medicine,PGY1,S0108287,2014-08-09,0:06:47,0:00:00,0:01:35,0:00:13,0:00:42,0:00:49,0:10:18,57,47,6
General Medicine,PGY1,S0108287,2014-08-06,2:44:51,0:00:22,0:23:45,0:38:52,0:22:42,0:12:59,5:14:05,1393,485,20
General Medicine,PGY1,S0108287,2014-08-07,3:10:42,0:04:04,0:14:35,0:36:26,0:35:59,0:30:43,5:45:01,1452,208,23
General Medicine,PGY1,S0108287,2014-08-04,2:49:29,0:08:24,0:04:22,0:45:18,0:14:42,0:11:10,4:31:27,972,0,16
General Medicine,PGY1,S0108287,2014-08-05,2:44:06,0:13:13,0:27:42,1:25:59,0:16:38,0:35:07,6:02:25,1330,0,8
General Medicine,PGY1,S0108287,2014-08-02,2:38:20,0:02:06,0:13:31,0:16:19,0:24:21,0:18:38,4:13:44,937,75,12
General Medicine,PGY1,S0108287,2014-08-03,2:55:28,0:15:53,0:11:18,0:31:57,0:19:10,0:29:15,5:00:44,1165,0,7
General Medicine,PGY1,S0108287,2014-08-01,2:36:30,0:01:24,0:16:11,0:25:08,0:20:42,0:17:55,4:07:34,1109,45,10
Night Team,PGY2+,S0181070,2016-10-01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,8,0,4
Night Team,PGY2+,S0181070,2016-10-02,1:42:36,0:43:10,0:00:02,0:00:40,0:02:26,0:00:11,2:43:28,633,0,33
Night Team,PGY2+,S0181070,2016-10-03,2:07:19,1:17:30,0:00:04,0:44:54,0:03:30,0:01:25,4:33:11,1609,0,37
Night Team,PGY2+,S0181070,2016-10-04,2:14:38,1:33:49,0:00:06,0:44:34,0:04:20,0:00:40,5:02:06,1380,0,31
Night Team,PGY2+,S0181070,2016-10-05,1:25:32,1:12:50,0:00:04,0:15:17,0:01:43,0:04:00,3:09:31,1010,0,37
Night Team,PGY2+,S0181070,2016-10-06,2:04:40,1:21:30,0:00:10,0:17:27,0:07:28,0:01:37,4:25:04,1774,0,31
Night Team,PGY2+,S0181070,2016-10-07,1:40:31,1:16:30,0:00:06,0:29:00,0:10:54,0:00:10,4:03:31,1274,0,25
Night Team,PGY2+,S0181070,2016-10-08,0:52:39,0:50:54,0:00:02,0:08:34,0:04:21,0:02:30,2:11:36,741,0,22
General Medicine,PGY1,S0172085,2015-07-12,0:47:33,0:18:33,2:30:21,0:43:29,0:13:22,0:11:56,5:20:42,917,0,4
General Medicine,PGY1,S0195207,2016-08-25,0:07:01,0:06:09,0:00:09,0:00:01,0:00:00,0:00:30,0:17:26,354,300,6
General Medicine,PGY1,S0172085,2015-07-10,2:03:27,0:23:24,2:44:13,0:48:25,0:28:06,0:19:32,7:03:49,1463,21,7
General Medicine,PGY1,S0195207,2016-08-27,1:10:38,1:17:09,0:00:24,0:14:14,0:08:07,0:02:25,3:09:36,1400,302,14
